original,translation
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,Archiviazione MTP
Хранилище только для чтения,Archiviazione di sola lettura
Целевая запись о контенте не найдена,Record del contenuto di destinazione non trovato
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PARTE DEL CONTENUTO MANCANTE. IL GIOCO NON FUNZIONERÀ
Число транзисторов: {:>3},Numero di transistor: {:>3}
Число уникальных сыграных игр : {},Numero di giochi unici giocati    : {}
Число ходов:        {:>3},Numero di mosse:        {:>3}
Чтение каталога...,Lettura directory in corso...
Чтение списка файлов...,Lettura elenco file in corso...
Что-то плохое грядёт,Qualcosa di brutto sta arrivando
Что-то пошло не так. Пропускаем оставшийся файл,Qualcosa è andato storto. Saltando il file rimanente
"Чтобы вернуться, нажмите B",Premi B per tornare indietro
Шадок у Гиби,Paludani dai vicini
Экспорт SDK,Esportazione SDK
Экспортировать,Esporta
Экспортировать SDK,Esporta SDK
Январь,Gennaio
Японский,Giapponese
Ярлык для DBI,Collegamento per DBI
да,sì
не является LFS папкой,non è una cartella LFS
не является LFS папкой игры,non è una cartella di gioco LFS
нет,no
"ZL/ZR - смена даты, Y - период","ZL/ZR - cambia data, Y - periodo"
"Получено: {}, (скорость не определена)","Ricevuto: {}, (velocità non definita)"
Игры добавлены в список исключений,Giochi aggiunti alla lista di esclusione
Новых игр в список исключений добавлено не было,Nessun nuovo gioco è stato aggiunto all'elenco di esclusione
Просмотр МТР устройства [{}],Visualizzazione dispositivo MTP [{}]
Просмотр USB диска [{}],Visualizzazione disco USB [{}]
Заряд батареи (сырое значение) : {},Carica batteria (valore grezzo) : {}
ru,it
[CRC ОШИБКА ФАЙЛА],[ERRORE CRC FILE]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Il firmware di sistema verrà scaricato e installato dal file {}.\n\nPremi (+) per continuare\nQualsiasi altro tasto per annullare
Распаковка архива не удалась,Estrazione archivio fallita
Сканирование архива не удалось,Scansione archivio fallita
Установить все обновления из этой папки,Installa tutti gli aggiornamenti da questa cartella
Япония,Giappone
Русский,Russo
Февраль,Febbraio
Октябрь,Ottobre
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Novembre
Игрок,Giocatore
Время,Tempo
Контент,Contenuto
[HASH: OK],[HASH: OK]
Красная,Rossa
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Irrecuperabile]
[ПРЕД],[PREC]
Альбом,Album
Выход,Esci
и т.д...,ecc...
{} бекап,{} backup
874,874
Пишется тело: {}/{}MB \r,Scrittura corpo: {}/{}MB \r
Пишется скриншот\n,Scrittura screenshot\n
Пишется таблица хешей\n,Scrittura tabella hash\n
Пишется подпись видео\n,Scrittura firma video\n
Операция завершена\n,Operazione completata\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Il firmware di sistema verrà scaricato e installato dal file {}.\n\nATTENZIONE!!! Sembra che questa versione non sia supportata dall'Atmosphere corrente.\n\nPremi (+) per continuare\nPremi un altro tasto per annullare
Копирование файла не удалось,Copia del file fallita
Daybreak.nro не найден,Daybreak.nro non trovato
Изображение добавлено в альбом,Immagine aggiunta all'album
Ошибка добавления изобржения в альбом: {},Errore durante l'aggiunta dell'immagine all'album: {}
Добавить в альбом,Aggiungi all'album
Анализ mp4 файла,Analisi del file mp4
Длительность: {},Durata: {}
ОШИБКА! Файл не содержит один видео трек,ERRORE! Il file non contiene un tracciato video
ОШИБКА! Файл не содержит один аудио трек,ERRORE! Il file non contiene una traccia audio
ОШИБКА! У видео трека неподдерживаемый кодек,ERRORE! La traccia video ha un codec non supportato
ОШИБКА! У аудио трека неподдерживаемый кодек,ERRORE! La traccia audio ha un codec non supportato
ОШИБКА! Аудио трек не стерео,ERRORE! La traccia audio non è stereo
[{}] Общий тикет для {},[{}] Ticket comune per {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERRORE! La traccia audio ha una frequenza di campionamento non idonea
ОШИБКА! У видео трека неподходящая ширина,ERRORE! La traccia video ha una larghezza non idonea
ОШИБКА! У видео трека неподходящая высота,ERRORE! La traccia video ha un'altezza non idonea
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,ATTENZIONE! Il flusso video potrebbe contenere B-Frame. Il file potrebbe non essere riprodotto
"Похоже, это не MP4 файл",Sembra che questo non sia un file MP4
Открыть как RomFS,Apri come RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,La tua scheda SD è contraffatta. Si consiglia di sostituire la scheda SD con una verificata.
[{}] Персональный тикет для {},[{}] Ticket personale per {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"La tua scheda SD sembra essere contraffatta.\n\nPotrebbero verificarsi problemi con l'installazione dei giochi.\nIn questo caso, si consiglia di sostituire la scheda SD con una verificata."
Информация о SD карте,Informazioni sulla scheda SD
[ПОДПИСЬ: DBI],[FIRMA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Tempo di gioco    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR cambia data, Y periodo, X ordinamento, (+) seleziona utente"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB di {}MB ({:.2f} MB/sec)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X seleziona, Y inverti selezione, (+) menu, R3 ordina, L3 avvia"
Создать все известные ({}),Crea tutti i conosciuti ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X seleziona, Y inverti selezione, (+) menu, L3 avvia"
"DPAD или стики для перемещения, (+) Настройки","DPAD o stick per muoversi, (+) Impostazioni"
Просмотр HTTP/FTP/Github сервера...,Esplorazione server HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X seleziona, Y inverti selezione, (+) menu, R3 ordina"
"X выбор, Y обр. выбор, (+) меню","X seleziona, Y inverti selezione, (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X seleziona, Y inverti selezione, A apri, (-) 2° pannello, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X seleziona, Y deseleziona, ⬅/➡ cambia pannello, (-) chiudi, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAMMENTO DELTA NON NECESSARIO]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTENUTO MANCANTE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NON CREARE SEGNAPOSTO]
[НЕДОСТАТОЧНО МЕСТА],[SPAZIO INSUFFICIENTE]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESSIONE SCONOSCIUTA]
[ОТСУТСТВУЕТ],[MANCANTE]
[ОШБК],[ERRORE]
[ОШИБКА NCA MAGIC],[ERRORE NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERRORE DI SCRITTURA NEL SEGNAPOSTO]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERRORE DI DECOMPRESSIONE ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ERRORE DI ESTRAZIONE]
[ОШИБКА],[ERRORE]
[ОШИБКА] Отсутствует URL списка обновлений,[ERRORE] URL dell'elenco aggiornamenti mancante
[ПЕРЕДАЧА OK],[TRASFERIMENTO OK]
[ПЕРЕДАЧА ПРЕРВАНА],[TRASFERIMENTO INTERROTTO]
[ПОВРЕЖДЁННЫЙ NCA],[NCA CORROTTO]
[ПОДПИСЬ: OK],[FIRMA: OK]
[ПОДПИСЬ: XCI➡NSP],[FIRMA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[FIRMA: Falsa]
[СТАРАЯ ПРОШИВКА],[FIRMWARE VECCHIO]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[MODALITÀ TITOLO RICHIESTA]
[ФАЙЛ ПОВРЕЖДЁН],[FILE DANNEGGIATO]
[ХЕШ ИСПРАВЛЕН],[HASH CORRETTO]
[ХЕШ НЕ СОВПАДАЕТ],[HASH NON CORRISPONDENTE]
\nНачало обработки dlc {}: {:016X},\nAvvio elaborazione DLC {}: {:016X}
\nНачало обработки программы {},\nAvvio elaborazione applicazione {}
\nНачало создания Data.nca,\nInizio creazione Data.nca
\nНачало создания Meta.nca,\nInizio creazione Meta.nca
\nОшибка USB обмена,\nErrore di trasferimento USB
\nСборка PFS0,\nCreazione PFS0
\nСборка RomFS,\nCostruzione RomFS
\nСекция 0,\nSezione 0
\nСекция 1,\nSezione 1
\nСекция 2,\nSezione 2
\nСоздан NSP: {},\nNSP creato: {}
\nШифрование NCA,\nCrittografia NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Totale: {} ore
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Totale: {} ore
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Totale: {} ore
{:4d} {}. Всего: {} час,{:4d} {}. Totale: {} ore
{:4d} {}. Всего: {} часа,{:4d} {}. Totale: {} ore
{:4d} {}. Всего: {} часов,{:4d} {}. Totale: {} ore
{:4d}. Всего: {} час,{:4d}. Totale: {} ore
{:4d}. Всего: {} часа,{:4d}. Totale: {} ore
{:4d}. Всего: {} часов,{:4d}. Totale: {} ore
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} oggetti elaborati. {:>5} voci trovate...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB già scaricato...\r
{} cохранение,{} salvataggio
{} cохранений,{} salvato
{} cохранения,{} dati di salvataggio
{} бекапа,{} backup
{} бекапов,{} backup
{} записей ({}),{} voci ({})
{} записи ({}),{} voci ({})
{} запись ({}),{} voce ({})
{} игр ({}),{} giochi ({})
{} игра ({}),{} gioco ({})
{} игры ({}),{} giochi ({})
{} сохранение,{} salvataggio
{} сохранений,{} salvataggi
{} сохранения,{} dati di salvataggio
{} тикет,{} ticket
{} тикета,{} ticket
{} тикетов,{} ticket
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Media: {:.1f} MB/s, Att: {:.1f} MB/s) Rim. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/sec"
{}: {} потерянная запись,{}: {} voce orfana
{}: {} потерянных записей,{}: {} voci perse
{}: {} потерянных записи,{}: {} voci perse
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sec)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: saltato {}/{} ({:.2f} MB/sec)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nRipristino del backup non riuscito\n\nPremi A per interrompere, altro pulsante per continuare"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB di {}MB ({:.2f} MB/sec)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar impostato
Август,Agosto
Австралия,Australia
Автозапуск MTP,Avvio automatico MTP
Автозапуск списка homebrew,Avvio automatico lista homebrew
Агрументы для ярлыка,Argomenti collegamento
Адрес FTP сервера: {},Indirizzo server FTP: {}
Адрес HTTP сервера: {},Indirizzo del server HTTP: {}
Альбом (0°),Album (0°)
Американский английский,Inglese americano
Апрель,Aprile
База этой игры не самодостаточна. Не забудьте установить обновление,La base di questo gioco non è autosufficiente. Non dimenticare di installare l'aggiornamento
Бекапы,Backup
Бекапы сохранений ({}),Backup dei dati di salvataggio ({})
Британский английский,Inglese britannico
В альбоме найден {} объект,{} oggetto trovato nell'album
В альбоме найдено {} объекта,Trovati {} oggetti nell'album
В альбоме найдено {} объектов,{} oggetti trovati nell'album
В альбоме отсутствуют объекты,Nessun oggetto nell'album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Le chiavi necessarie mancano nel file /switch/prod.keys.\n\nAlcune funzionalità dell'applicazione non saranno disponibili.\n\nRiavvia in Hekate e usa il payload Lockpick_RCM.bin\nper estrarre le chiavi da SysNAND.
ВНИМАНИЕ! Тайтл {:016X} не установлен,ATTENZIONE! Il titolo {:016X} non è installato
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),ATTENZIONE! La versione installata ({}) non corrisponde a quella desiderata ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ERRORI RILEVATI DURANTE IL TRASFERIMENTO DEL FILE. INSTALLAZIONE INTERROTTA
Введите URL сервера (HTTP или (S)FTP),Inserisci l'URL del server (HTTP o (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Inserisci argomenti per il collegamento o lascia vuoto
Введите желаемый номер страницы,Inserisci il numero di pagina desiderato
Введите новое имя,Inserisci nuovo nome
Введите новое имя каталога,Inserisci il nuovo nome della directory
Введите новое имя файла,Inserisci il nuovo nome del file
Введите номер DLC,Inserisci il numero DLC
Версия {} [v{}],Versione {} [v{}]
Вместо пользователя {} использовать:,Usa al posto dell'utente {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Attenzione!\nAlcuni file erano bloccati e quindi sono stati saltati.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Durante l'analisi di\n\n{}\n\nsi è verificato il seguente errore:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Si sono verificati errori durante l'installazione dei ticket. Verificare la presenza di sigpatch ES
Во время экспорта были ошибки,Si sono verificati errori durante l'esportazione
Возраст батареи                : {},Età della batteria              : {}
Возрастной рейтинг,Classificazione per età
Восстановить,Ripristina
Восстановить бекап...,Ripristina backup...
Восстановить для...,Ripristina per...
Восстановить как бекап сохранения,Ripristina come backup del salvataggio
Восстановление бекапа,Ripristino backup
Восстановление не удалось,Ripristino fallito
Восстановление успешно,Ripristino riuscito
Восстановление: {},Ripristino: {}
Время игры: {:02}:{:02}:{:02},Tempo di gioco: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Tempo di trasferimento {:d}:{:02d}:{:02d}
Все игровые сессии,Tutte le sessioni di gioco
Все игроки,Tutti i giocatori
Все объекты,Tutti gli oggetti
Все файлы в порядке,Tutti i file sono OK
Всего {} байт получен,{} byte ricevuti
Всего {} байт послан,{} byte inviati
Всего {} байта получено,{} byte ricevuti in totale
 Да, Sì
Всего {} байта послано,{} byte inviati
Всего {} байтов получено,{} byte ricevuti in totale
Всего {} байтов послано,{} byte inviati
Всего записей: {},Voci totali: {}
Всего отослано: {} ({}/сек),Totale inviato: {} ({}/sec)
Всего программ: {},Totale titoli: {}
Вставить,Inserisci
Вставка...,Inserimento...
Всё время. Всего: {} час,Tutto il tempo. Totale: {} ore
Всё время. Всего: {} часа,Tutto il tempo. Totale: {} ore
Всё время. Всего: {} часов,Tutto il tempo. Totale: {} ore
Вы собираетесь удалить следующие бекапы:,Stai per eliminare i seguenti backup:
Вы собираетесь удалить следующие игры:,Stai per eliminare i seguenti giochi:
Вы собираетесь удалить следующие сохранения:,Stai per eliminare i seguenti salvataggi:
Вы собираетесь удалить следующие тикеты:,Stai per eliminare i seguenti ticket:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voci?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voce?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetto?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetti?\n\n(+) - SÌ   B - Annulla
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Sei sicuro di voler eliminare {}?\n\n(+) - SÌ, altro pulsante - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Sei sicuro di voler eliminare\n{}?\n\n(+) - SÌ  B - Annulla
Выберите пользователя,Seleziona utente
Выберите тип сохранения,Seleziona tipo di salvataggio
Выбрать все файлы игры,Seleziona tutti i file del gioco
Выбрать того же пользователя,Seleziona lo stesso utente
Выбрать ту же игру,Seleziona lo stesso gioco
Вырезать,Taglia
Вычисление хэша,Calcolo hash
Вычисленное время конца : {},Tempo di fine calcolato : {}
Вычисленное время начала: {},Ora di inizio calcolata: {}
Генерация DLC [{:016X}][v{}],Generazione DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generazione sblocco DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generazione unlocker per {:016X} con numero {} e versione {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generazione collegamento per il percorso '{}' e argomenti '{}'...
Главное меню,Menu principale
Голландский,Olandese
"Да, я уверен","Sì, sono sicuro"
Дамп анлокера в '{}'...,Dump dello sblocco in '{}'...
Дамп текущей прошивки,Dump del firmware corrente
Дамп ярлыка в '{}'...,Dump collegamento in '{}'...
Действия с файлами,Operazioni sui file
Действия с файлами ({}),Azioni file ({})
Декабрь,Dicembre
День,Giorno
Диаграмма активности,Grafico attività
Для бекапов,Per i backup
Для выхода нажмите любую кнопку,Premi un pulsante qualsiasi per uscire
Для дампов,Per i dump
Для логов,Per i log
Добавить в любимые,Aggiungi ai preferiti
Европа,Europa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Ci sono modifiche non salvate.\nVuoi salvarle?\n\n(+) - Sì, salva\n\n(-) - Esci senza salvare\n\nAltro pulsante - Annulla"
Желаемая версия: {},Versione desiderata: {}
Журнал активности,Registro attività
Завершено,Completato
Загружается список обновлений...,Caricamento elenco aggiornamenti...
Загрузка изображения...,Caricamento immagine...
Загрузка текста...{}%,Caricamento testo...{}%
Загрузка файла... {}%,Caricamento file... {}%
Задать размер файла {} не удалось: {},Impossibile impostare la dimensione del file {}: {}
Закончено за {:02d}:{:02d}:{:02d},Completato in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memoria esaurita durante l'invio della risposta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Buffer aggiuntivi esauriti. La velocità di scrittura sulla memoria è troppo bassa
Закрытие соединения,Chiusura connessione
Закрытие соединения к {}:{},Chiusura connessione a {}:{}
Запаковать LFS в romfs.bin,Impacchetta LFS in romfs.bin
Запаковать в romfs.bin,Impacchetta in romfs.bin
Запаковка папки в RomFS,Compressione cartella in RomFS
Записанное время конца  : {},Ora di fine registrata  : {}
Записанное время начала : {},Ora di inizio registrata : {}
Запись в файл...,Scrittura nel file...
Запись за пределами файла,Scrittura oltre il file
Заполнение нулями,Riempimento con zeri
Заполнить свободное место на SD нулями,Riempi lo spazio libero su SD con zeri
Запрет захвата видео,Vieta acquisizione video
Запрет скриншотов,Divieto di screenshot
Запрещено,Vietato
Запускавшиеся игры,Giochi avviati
Запустить FTP сервер...,Avvia server FTP...
Запустить HTTP сервер...,Avvio del server HTTP...
Запустить МТР соединение,Avvia connessione MTP
Запустить случайную игру,Avvia gioco casuale
Заряд батареи                  : {},Carica batteria                : {}
Здесь пусто,Niente qui
Игра анонсирует SDK {},Il gioco annuncia SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Il gioco richiede un SDK più recente ({}) rispetto al firmware attuale ({})
Игра использует titleId от дополнения,Il gioco usa il titleId dal DLC
Игра использует titleId от обновления,Il gioco usa il titleId dall'aggiornamento
Извлечь в LFS,Estrai in LFS
Изменение размера сохранения на {} [{}]...,Ridimensionamento salvataggio a {} [{}]...
Изменить версию DLC (десятичную),Modifica versione DLC (decimale)
Изменить номер DLC (десятичный),Modifica numero DLC (decimale)
Изменить номер DLC (шестнадцатеричный),Modifica numero DLC (esadecimale)
Изменён размер SaveFS,Dimensione SaveFS modificata
Импорт исправленного тикета...,Importazione ticket corretto...
Импорт тикета...,Importazione ticket...
