original,translation
Установка анлокера...,Unlockeri installimine...
Установка завершена,Installimine on lõpetatud
Установка игр (NAND),Mängude installimine (NAND)
Установка игр (SD Card),Mängude installimine (SD-kaart)
Установка игры завершена,Mängu installimine lõpetatud
Установка обновлений игр,Mängu värskenduste installimine
Установка прервана,Installimine katkestatud
Установка тайтлов ({}/{}),Pealkirjade installimine ({}/{})
USB Соединение,USB-ühendus
Установка ярлыка...,Otsetee installimine...
Установлен,Installitud
Установленные,Installitud
Установленные homebrew,Installitud homebrew
Установленные homebrew ({}),Installitud homebrew ({})
Установленные игры,Installitud mängud
Установленные тикеты,Installitud piletid
Установленные тикеты ({}),Installitud piletid ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Fail on rikutud ja seda ei saa installida. HEAD-signatuuri ei leitud
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Fail on rikutud ja seda ei saa installida. HFS0-signatuuri ei leitud juurpartitsioonis
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Fail on rikutud ja seda ei saa installida. HFS0-signatuuri ei leitud secure-partitsioonis
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Fail on rikutud ja seda ei saa installida. PFS0 signatuuri ei leitud
Файл слишком большой для хранилища,Fail on salvestusruumi jaoks liiga suur
Файл: {},Fail: {}
Фиксация ФС...,FS commit...
Финальный размер: {},Lõplik suurus: {}
Формирование списка...,Loendi genereerimine...
Форсированный язык    : {},Sunnitud keel      : {}
Форсированный язык    : {} ({}),Sunnitud keel      : {} ({})
Форсировать язык,Sunni keel
Французский,Prantsuse
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,MTP-salvestusruum
Хранилище только для чтения,Kirjutuskaitstud salvestusruum
Целевая запись о контенте не найдена,Sihtsisukirjet ei leitud
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,OSA SISUST ON PUUDU. MÄNG EI TÖÖTA
Число транзисторов: {:>3},Transistorite arv: {:>3}
Число уникальных сыграных игр : {},Mängitud unikaalsete mängude arv : {}
Число ходов:        {:>3},Käikude arv:            {:>3}
Чтение каталога...,Kataloogi lugemine...
Чтение списка файлов...,Faililoendi lugemine...
Что-то плохое грядёт,Midagi halba on tulemas
Что-то пошло не так. Пропускаем оставшийся файл,Midagi läks valesti. Jätan ülejäänud faili vahele
"Чтобы вернуться, нажмите B",Tagasiminemiseks vajutage B
Шадок у Гиби,Soorahvas naabrite juures
Экспорт SDK,SDK eksport
Экспортировать,Ekspordi
Экспортировать SDK,Ekspordi SDK
Январь,Jaanuar
Японский,Jaapani
Ярлык для DBI,Otsetee DBI jaoks
да,jah
не является LFS папкой,ei ole LFS-kaust
не является LFS папкой игры,ei ole mängu LFS-kaust
нет,ei
"ZL/ZR - смена даты, Y - период","ZL/ZR - muuda kuupäeva, Y - periood"
"Получено: {}, (скорость не определена)","Vastu võetud: {}, (kiirus määramata)"
Игры добавлены в список исключений,Mängud on lisatud erandite nimekirja
Новых игр в список исключений добавлено не было,Välistuste loendisse ei lisatud uusi mänge
Просмотр МТР устройства [{}],MTP-seadme vaatamine [{}]
Просмотр USB диска [{}],USB-ketta vaatamine [{}]
Заряд батареи (сырое значение) : {},Aku laetus (toorväärtus) : {}
ru,et
[CRC ОШИБКА ФАЙЛА],[FAILI CRC VIGA]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Süsteemi püsivara laaditakse alla ja installitakse failist {}.\n\nVajuta (+) jätkamiseks\nMis tahes muu nupp tühistamiseks
Распаковка архива не удалась,Arhiivi lahtipakkimine ebaõnnestus
Сканирование архива не удалось,Arhiivi skannimine ebaõnnestus
Установить все обновления из этой папки,Installi kõik värskendused sellest kaustast
Япония,Jaapan
Русский,Vene
Февраль,Veebruar
Октябрь,Oktoober
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,November
Игрок,Mängija
Время,Aeg
Контент,Sisu
[HASH: OK],[HASH: OK]
Красная,Punane
[HASH MISMATCH: Неисправимо],[HASHI EIRAVUS: Taastamatu]
[ПРЕД],[EELM]
Альбом,Album
Выход,Välju
и т.д...,jne...
{} бекап,{} varukoopia
874,874
Пишется тело: {}/{}MB \r,Kirjutamise keha: {}/{}MB \r
Пишется скриншот\n,Ekraanipilti kirjutatakse\n
Пишется таблица хешей\n,Kirjutatakse räsitabeleid\n
Пишется подпись видео\n,Video allkirja kirjutamine\n
Операция завершена\n,Toiming lõpetatud\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Süsteemi püsivara laaditakse alla ja installitakse failist {}.\n\nHOIATUS!!! Tundub, et see versioon pole praeguse Atmosphere'i poolt toetatud.\n\nVajutage jätkamiseks (+)\nKatkestamiseks vajutage mõnda muud nuppu"
Копирование файла не удалось,Faili kopeerimine ebaõnnestus
Daybreak.nro не найден,Daybreak.nro ei leitud
Изображение добавлено в альбом,Pilt on lisatud albumisse
Ошибка добавления изобржения в альбом: {},Viga pildi lisamisel albumisse: {}
Добавить в альбом,Lisa albumisse
Анализ mp4 файла,mp4-faili analüüs
Длительность: {},Kestus: {}
ОШИБКА! Файл не содержит один видео трек,VIGA! Fail ei sisalda ühte videorada
ОШИБКА! Файл не содержит один аудио трек,VIGA! Fail ei sisalda ühte helirada
ОШИБКА! У видео трека неподдерживаемый кодек,VIGA! Videorajal on toetamata koodek
ОШИБКА! У аудио трека неподдерживаемый кодек,VIGA! Helirajal on toetamata koodek
ОШИБКА! Аудио трек не стерео,VIGA! Helirada ei ole stereo
[{}] Общий тикет для {},[{}] Ühine pilet kasutajale {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,VIGA! Helirajal on sobimatu diskreetimissagedus
ОШИБКА! У видео трека неподходящая ширина,VIGA! Videorajal on sobimatu laius
ОШИБКА! У видео трека неподходящая высота,VIGA! Videorajal on sobimatu kõrgus
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,HOIATUS! Videovoog võib sisaldada B-kaadreid. Fail ei pruugi esituda
"Похоже, это не MP4 файл","Tundub, et see ei ole MP4-fail"
Открыть как RomFS,Ava RomFS-ina
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Teie SD-kaart on võltsitud. Soovitatav on asendada SD-kaart kontrollitud kaardiga.
[{}] Персональный тикет для {},[{}] Isiklik pilet {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,Teie SD-kaart näib olevat võltsitud.\n\nMängude installimisel võib tekkida probleeme.\nSel juhul on soovitatav asendada SD-kaart kontrollitud kaardiga.
Информация о SD карте,SD-kaardi teave
[ПОДПИСЬ: DBI],[ALLKIRI: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Mänguaeg    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR muuda kuupäeva, Y periood, X sorteerimine, (+) vali kasutaja"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB {}MB-st ({:.2f} MB/sek)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X vali, Y pööra valik, (+) menüü, R3 sorteeri, L3 käivita"
Создать все известные ({}),Loo kõik teadaolevad ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X vali, Y pööra valik, (+) menüü, L3 käivita"
"DPAD или стики для перемещения, (+) Настройки","DPAD või pulgad liikumiseks, (+) Seaded"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github serveri sirvimine...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X vali, Y pööra valik, (+) menüü, R3 sorteeri"
"X выбор, Y обр. выбор, (+) меню","X vali, Y pööra valik, (+) menüü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X vali, Y pööra valik, A ava, (-) 2. paneel, (+) menüü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X vali, Y tühista valik, ⬅/➡ vaheta paneeli, (-) sulge, (+) menüü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENT POLE VAJALIK]
[КОНТЕНТ ОТСУТСТВУЕТ],[SISU PUUDUB]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[ÄRA LOO KOHAHOIDJAT]
[НЕДОСТАТОЧНО МЕСТА],[POLE PIISAVALT RUUMI]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[TUNDMATU TIHENDUS]
[ОТСУТСТВУЕТ],[PUUDUB]
[ОШБК],[VIGA]
[ОШИБКА NCA MAGIC],[NCA MAGIC VIGA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[KOHAHOIDJA KIRJUTAMISE VIGA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD LAHTIPAKKIMISE VIGA: {}]
[ОШИБКА РАСПАКОВКИ],[LAHTIPAKKIMISE VIGA]
[ОШИБКА],[VIGA]
[ОШИБКА] Отсутствует URL списка обновлений,[VIGA] Värskenduste loendi URL puudub
[ПЕРЕДАЧА OK],[ÜLEKANNE OK]
[ПЕРЕДАЧА ПРЕРВАНА],[ÜLEKANNE KATKESTATUD]
[ПОВРЕЖДЁННЫЙ NCA],[RIKUTUD NCA]
[ПОДПИСЬ: OK],[ALLKIRI: OK]
[ПОДПИСЬ: XCI➡NSP],[ALLKIRI: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ALLKIRI: Võltsitud]
[СТАРАЯ ПРОШИВКА],[VANA PÜSIVARA]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[NÕUTAV ON PEALKIRJAREŽIIM]
[ФАЙЛ ПОВРЕЖДЁН],[FAIL RIKUTUD]
[ХЕШ ИСПРАВЛЕН],[RÄSI PARANDATUD]
[ХЕШ НЕ СОВПАДАЕТ],[RÄSI EI ÜHTI]
\nНачало обработки dlc {}: {:016X},\nAlustan DLC töötlemist {}: {:016X}
\nНачало обработки программы {},\nRakenduse {} töötlemine alustatud
\nНачало создания Data.nca,\nData.nca loomise alustamine
\nНачало создания Meta.nca,\nMeta.nca loomise alustamine
\nОшибка USB обмена,\nUSB edastuse viga
\nСборка PFS0,\nPFS0 koostamine
\nСборка RomFS,\nRomFS-i koostamine
\nСекция 0,\nSektsioon 0
\nСекция 1,\nJaotis 1
\nСекция 2,\nJaotis 2
\nСоздан NSP: {},\nNSP loodud: {}
\nШифрование NCA,\nNCA krüpteerimine
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Kokku: {} tundi
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Kokku: {} tundi
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Kokku: {} tundi
{:4d} {}. Всего: {} час,{:4d} {}. Kokku: {} tundi
{:4d} {}. Всего: {} часа,{:4d} {}. Kokku: {} tundi
{:4d} {}. Всего: {} часов,{:4d} {}. Kokku: {} tundi
{:4d}. Всего: {} час,{:4d}. Kokku: {} t
{:4d}. Всего: {} часа,{:4d}. Kokku: {} tundi
{:4d}. Всего: {} часов,{:4d}. Kokku: {} tundi
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objekti töödeldud. {:>5} kirjet leitud...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB juba alla laaditud...\r
{} cохранение,{} salvestus
{} cохранений,{} salvestatud
{} cохранения,{} salvestused
{} бекапа,{} varukoopia
{} бекапов,{} varukoopiat
{} записей ({}),{} kirjet ({})
{} записи ({}),{} kirjet ({})
{} запись ({}),{} kirje ({})
{} игр ({}),{} mängu ({})
{} игра ({}),{} mäng ({})
{} игры ({}),{} mängu ({})
{} сохранение,{} salvestus
{} сохранений,{} salvestust
{} сохранения,{} salvestused
{} тикет,{} pilet
{} тикета,{} piletit
{} тикетов,{} piletit
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Kesk: {:.1f} MB/s, Praeg: {:.1f} MB/s) Jääk {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} orbkanne
{}: {} потерянных записей,{}: {} kadunud kirjet
{}: {} потерянных записи,{}: {} kadunud kirjet
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sek)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: vahele jäetakse {}/{} ({:.2f} MB/sek)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nVarunduse taastamine ebaõnnestus\n\nVajuta A katkestamiseks, muu nupp jätkamiseks"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/sek)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar määratud
Август,August
Австралия,Austraalia
Автозапуск MTP,MTP automaatkäivitus
Автозапуск списка homebrew,Homebrew loendi automaatkäivitus
Агрументы для ярлыка,Otsetee argumendid
Адрес FTP сервера: {},FTP serveri aadress: {}
Адрес HTTP сервера: {},HTTP serveri aadress: {}
Альбом (0°),Album (0°)
Американский английский,Ameerika inglise keel
Апрель,Aprill
База этой игры не самодостаточна. Не забудьте установить обновление,Selle mängu baas ei ole iseseisev. Ärge unustage värskendust paigaldada
Бекапы,Varukoopiad
Бекапы сохранений ({}),Salvestatud andmete varukoopiad ({})
Британский английский,Briti inglise keel
В альбоме найден {} объект,Albumist leitud {} objekt
В альбоме найдено {} объекта,Albumist leiti {} objekti
В альбоме найдено {} объектов,Albumist leitud {} objekti
В альбоме отсутствуют объекты,Albumis pole objekte
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,"Vajalikud võtmed puuduvad failis /switch/prod.keys.\n\nMõned rakenduse funktsioonid ei ole kättesaadavad.\n\nTaaskäivitage Hekate'sse ja kasutage Lockpick_RCM.bin payload'i,\net dumpida võtmed SysNAND'ist."
ВНИМАНИЕ! Тайтл {:016X} не установлен,HOIATUS! Pealkiri {:016X} ei ole paigaldatud
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),HOIATUS! Paigaldatud versioon ({}) ei vasta soovitud versioonile ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FAILI ÜLEKANDMISEL LEITI VIGU. INSTALLIMINE KATKESTATUD
Введите URL сервера (HTTP или (S)FTP),Sisesta serveri URL (HTTP või (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Sisestage otsetee argumendid või jätke tühjaks
Введите желаемый номер страницы,Sisesta soovitud lehekülje number
Введите новое имя,Sisesta uus nimi
Введите новое имя каталога,Sisesta uus kausta nimi
Введите новое имя файла,Sisesta uus failinimi
Введите номер DLC,Sisesta DLC number
Версия {} [v{}],Versioon {} [v{}]
Вместо пользователя {} использовать:,Kasuta kasutaja {} asemel:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Hoiatus!\nMõned failid olid lukustatud ja seetõttu vahele jäetud.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Parsimise ajal\n\n{}\n\ntekkis järgmine viga:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Piletite paigaldamisel ilmnesid vead. Kontrollige ES sigpatches olemasolu
Во время экспорта были ошибки,Eksportimisel esines vigu
Возраст батареи                : {},Aku vanus                             : {}
Возрастной рейтинг,Vanusepiirang
Восстановить,Taasta
Восстановить бекап...,Taasta varukoopia...
Восстановить для...,Taasta...
Восстановить как бекап сохранения,Taasta salvestuse varukoopiana
Восстановление бекапа,Varukoopia taastamine
Восстановление не удалось,Taastamine ebaõnnestus
Восстановление успешно,Taastamine õnnestus
Восстановление: {},Taastamine: {}
Время игры: {:02}:{:02}:{:02},Mänguaeg: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Ülekande aeg {:d}:{:02d}:{:02d}
Все игровые сессии,Kõik mängusessioonid
Все игроки,Kõik mängijad
Все объекты,Kõik objektid
Все файлы в порядке,Kõik failid on korras
Всего {} байт получен,{} baiti vastu võetud
Всего {} байт послан,{} baiti saadetud
Всего {} байта получено,Kokku {} baiti vastu võetud
 Да, Jah
Всего {} байта послано,{} baiti saadetud
Всего {} байтов получено,Kokku {} baiti vastu võetud
Всего {} байтов послано,{} baiti saadetud
Всего записей: {},Kirjeid kokku: {}
Всего отослано: {} ({}/сек),Kokku saadetud: {} ({}/sek)
Всего программ: {},Programme kokku: {}
Вставить,Sisesta
Вставка...,Sisestamine...
Всё время. Всего: {} час,Kogu aeg. Kokku: {} tundi
Всё время. Всего: {} часа,Kogu aeg. Kokku: {} tundi
Всё время. Всего: {} часов,Kogu aeg. Kokku: {} tundi
Вы собираетесь удалить следующие бекапы:,Kavatsete kustutada järgmised varukoopiad:
Вы собираетесь удалить следующие игры:,Kavatsete kustutada järgmised mängud:
Вы собираетесь удалить следующие сохранения:,Kavatsete kustutada järgmised salvestused:
Вы собираетесь удалить следующие тикеты:,Kavatsete kustutada järgmised piletid:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,"Kas olete kindel, et soovite kustutada {} kirjet?\n\n(+) - JAH   B - Tühista"
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,"Kas olete kindel, et soovite kustutada {} kirjet?\n\n(+) - JAH   B - Tühista"
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,"Kas olete kindel, et soovite kustutada {} objekti?\n\n(+) - JAH   B - Tühista"
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,"Kas olete kindel, et soovite kustutada {} objekti?\n\n(+) - JAH   B - Tühista"
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Kas olete kindel, et soovite kustutada {}?\n\n(+) - JAH, muu nupp - EI"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена","Kas olete kindel, et soovite kustutada\n{}?\n\n(+) - JAH  B - Tühista"
Выберите пользователя,Vali kasutaja
Выберите тип сохранения,Vali salvestuse tüüp
Выбрать все файлы игры,Vali kõik mängufailid
Выбрать того же пользователя,Vali sama kasutaja
Выбрать ту же игру,Vali sama mäng
Вырезать,Lõika
Вычисление хэша,Räsi arvutamine
Вычисленное время конца : {},Arvutatud lõpuaeg : {}
Вычисленное время начала: {},Arvutatud algusaeg: {}
Генерация DLC [{:016X}][v{}],DLC genereerimine [{:016X}][v{}]
Генерация DLC анлокера...,DLC avaja genereerimine...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Genereeritakse avajat {:016X} jaoks numbriga {} ja versiooniga {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Otsetee loomine teele '{}' ja argumentidega '{}'...
Главное меню,Peamenüü
Голландский,Hollandi
"Да, я уверен","Jah, olen kindel"
Дамп анлокера в '{}'...,Avaja dumpamine kausta '{}'...
Дамп текущей прошивки,Praeguse püsivara tõmmis
Дамп ярлыка в '{}'...,Otsetee dump faili '{}'...
Действия с файлами,Failitoimingud
Действия с файлами ({}),Failitoimingud ({})
Декабрь,Detsember
День,Päev
Диаграмма активности,Aktiivsusdiagramm
Для бекапов,Varukoopiате jaoks
Для выхода нажмите любую кнопку,Väljumiseks vajutage suvalist nuppu
Для дампов,Dumpide jaoks
Для логов,Logide jaoks
Добавить в любимые,Lisa lemmikutesse
Европа,Euroopa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","On salvestamata muudatusi.\nKas soovite need salvestada?\n\n(+) - Jah, salvesta\n\n(-) - Välju salvestamata\n\nMuu nupp - Tühista"
Желаемая версия: {},Soovitud versioon: {}
Журнал активности,Tegevuslogi
Завершено,Lõpetatud
Загружается список обновлений...,Värskenduste loendi laadimine...
Загрузка изображения...,Pildi laadimine...
Загрузка текста...{}%,Teksti laadimine...{}%
Загрузка файла... {}%,Faili laadimine... {}%
Задать размер файла {} не удалось: {},Faili suuruse {} määramine ebaõnnestus: {}
Закончено за {:02d}:{:02d}:{:02d},Lõpetatud {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Mälu sai otsa vastuse saatmisel
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Lisapuhvrid otsas. Kirjutamiskiirus andmekandjale on liiga madal
Закрытие соединения,Ühenduse sulgemine
Закрытие соединения к {}:{},Ühenduse sulgemine aadressiga {}:{}
Запаковать LFS в romfs.bin,Paki LFS faili romfs.bin
Запаковать в romfs.bin,Paki romfs.bin faili
Запаковка папки в RomFS,Kausta pakkimine RomFS-i
Записанное время конца  : {},Salvestatud lõpuaeg  : {}
Записанное время начала : {},Salvestatud algusaeg : {}
Запись в файл...,Kirjutan faili...
Запись за пределами файла,Kirjutamine väljaspool faili
Заполнение нулями,Nullidega täitmine
Заполнить свободное место на SD нулями,Täida SD vaba ruum nullidega
Запрет захвата видео,Keela video salvestamine
Запрет скриншотов,Ekraanipiltide keeld
Запрещено,Keelatud
Запускавшиеся игры,Käivitatud mängud
Запустить FTP сервер...,Käivita FTP server...
Запустить HTTP сервер...,HTTP serveri käivitamine...
Запустить МТР соединение,Käivita MTP ühendus
Запустить случайную игру,Käivita juhuslik mäng
Заряд батареи                  : {},Aku laetase                    : {}
Здесь пусто,Siin pole midagi
Игра анонсирует SDK {},Mäng teatab SDK {}
