original,translation
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Ihre SD-Karte scheint eine Fälschung zu sein.\n\nEs können Probleme bei der Installation von Spielen auftreten.\nIn diesem Fall wird empfohlen, die SD-Karte durch eine geprüfte zu ersetzen."
Информация о SD карте,SD-Karten-Informationen
[ПОДПИСЬ: DBI],[SIGNATUR: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Spielzeit    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR Datum ändern, Y Zeitraum, X Sortierung, (+) Benutzer auswählen"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB von {}MB ({:.2f} MB/Sek)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X Auswahl, Y Auswahl umkehren, (+) Menü, R3 Sortierung, L3 Start"
Создать все известные ({}),Alle bekannten erstellen ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X Auswahl, Y Auswahl umkehren, (+) Menü, L3 Starten"
"DPAD или стики для перемещения, (+) Настройки","DPAD oder Sticks zur Bewegung, (+) Einstellungen"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github-Server durchsuchen...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X Auswahl, Y Auswahl umkehren, (+) Menü, R3 Sortierung"
"X выбор, Y обр. выбор, (+) меню","X Auswahl, Y Auswahl umkehren, (+) Menü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X Auswahl, Y Auswahl umkehren, A öffnen, (-) 2. Panel, (+) Menü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X Auswahl, Y Auswahl aufheben, ⬅/➡ Panel wechseln, (-) schließen, (+) Menü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA-FRAGMENT NICHT BENÖTIGT]
[КОНТЕНТ ОТСУТСТВУЕТ],[INHALT FEHLT]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[PLATZHALTER NICHT ERSTELLEN]
[НЕДОСТАТОЧНО МЕСТА],[NICHT GENUG PLATZ]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[UNBEKANNTE KOMPRESSION]
[ОТСУТСТВУЕТ],[FEHLT]
[ОШБК],[FEHLER]
[ОШИБКА NCA MAGIC],[NCA MAGIC FEHLER]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[FEHLER BEIM SCHREIBEN IN PLATZHALTER]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD-DEKOMPRIMIERUNGSFEHLER: {}]
[ОШИБКА РАСПАКОВКИ],[ENTPACKUNGSFEHLER]
[ОШИБКА],[FEHLER]
[ОШИБКА] Отсутствует URL списка обновлений,[FEHLER] Update-Listen-URL fehlt
[ПЕРЕДАЧА OK],[ÜBERTRAGUNG OK]
[ПЕРЕДАЧА ПРЕРВАНА],[ÜBERTRAGUNG ABGEBROCHEN]
[ПОВРЕЖДЁННЫЙ NCA],[BESCHÄDIGTER NCA]
[ПОДПИСЬ: OK],[SIGNATUR: OK]
[ПОДПИСЬ: XCI➡NSP],[SIGNATUR: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[SIGNATUR: Gefälscht]
[СТАРАЯ ПРОШИВКА],[ALTE FIRMWARE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[TITEL-MODUS ERFORDERLICH]
[ФАЙЛ ПОВРЕЖДЁН],[DATEI BESCHÄDIGT]
[ХЕШ ИСПРАВЛЕН],[HASH KORRIGIERT]
[ХЕШ НЕ СОВПАДАЕТ],[HASH STIMMT NICHT ÜBEREIN]
\nНачало обработки dlc {}: {:016X},\nBeginne Verarbeitung von DLC {}: {:016X}
\nНачало обработки программы {},\nVerarbeitung der Anwendung {} gestartet
\nНачало создания Data.nca,\nBeginn der Erstellung von Data.nca
\nНачало создания Meta.nca,\nBeginn der Meta.nca-Erstellung
\nОшибка USB обмена,\nUSB-Übertragungsfehler
\nСборка PFS0,\nPFS0-Erstellung
\nСборка RomFS,\nRomFS wird erstellt
\nСекция 0,\nSektion 0
\nСекция 1,\nAbschnitt 1
\nСекция 2,\nAbschnitt 2
\nСоздан NSP: {},\nNSP erstellt: {}
\nШифрование NCA,\nNCA-Verschlüsselung
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Gesamt: {} Std
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Insgesamt: {} Stunden
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Gesamt: {} Stunden
{:4d} {}. Всего: {} час,{:4d} {}. Gesamt: {} Std
{:4d} {}. Всего: {} часа,{:4d} {}. Gesamt: {} Stunden
{:4d} {}. Всего: {} часов,{:4d} {}. Gesamt: {} Stunden
{:4d}. Всего: {} час,{:4d}. Gesamt: {} Std
{:4d}. Всего: {} часа,{:4d}. Gesamt: {} Stunden
{:4d}. Всего: {} часов,{:4d}. Gesamt: {} Stunden
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} Objekte verarbeitet. {:>5} Einträge gefunden...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB bereits heruntergeladen...\r
{} cохранение,{} Speicherstand
{} cохранений,{} gespeichert
{} cохранения,{} Speicherdaten
{} бекапа,{} Backup
{} бекапов,{} Backups
{} записей ({}),{} Einträge ({})
{} записи ({}),{} Einträge ({})
{} запись ({}),{} Eintrag ({})
{} игр ({}),{} Spiele ({})
{} игра ({}),{} Spiel ({})
{} игры ({}),{} Spiele ({})
{} сохранение,{} Speicherstand
{} сохранений,{} Speicherstände
{} сохранения,{} Speicherdaten
{} тикет,{} Ticket
{} тикета,{} Tickets
{} тикетов,{} Tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Ø: {:.1f} MB/s, Akt: {:.1f} MB/s) Verbl. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} verlorener Eintrag
{}: {} потерянных записей,{}: {} verlorene Einträge
{}: {} потерянных записи,{}: {} verlorene Einträge
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/Sek)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: wird übersprungen {}/{} ({:.2f} MB/Sek)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nBackup-Wiederherstellung fehlgeschlagen\n\nDrücken Sie A zum Abbrechen, andere Taste zum Fortfahren"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB von {}MB ({:.2f} MB/Sek)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar festgelegt
Август,August
Австралия,Australien
Автозапуск MTP,MTP-Autostart
Автозапуск списка homebrew,Autostart der Homebrew-Liste
Агрументы для ярлыка,Argumente für Verknüpfung
Адрес FTP сервера: {},FTP-Serveradresse: {}
Адрес HTTP сервера: {},HTTP-Serveradresse: {}
Альбом (0°),Album (0°)
Американский английский,Amerikanisches Englisch
Апрель,April
База этой игры не самодостаточна. Не забудьте установить обновление,"Die Basis dieses Spiels ist nicht eigenständig. Vergessen Sie nicht, das Update zu installieren"
Бекапы,Backups
Бекапы сохранений ({}),Speicherdaten-Backups ({})
Британский английский,Britisches Englisch
В альбоме найден {} объект,{} Objekt im Album gefunden
В альбоме найдено {} объекта,Im Album wurden {} Objekte gefunden
В альбоме найдено {} объектов,{} Objekte im Album gefunden
В альбоме отсутствуют объекты,Keine Objekte im Album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,"Die erforderlichen Schlüssel fehlen in der Datei /switch/prod.keys.\n\nEinige Funktionen der Anwendung werden nicht verfügbar sein.\n\nStarten Sie neu in Hekate und verwenden Sie den Lockpick_RCM.bin Payload,\num die Schlüssel aus SysNAND zu dumpen."
ВНИМАНИЕ! Тайтл {:016X} не установлен,ACHTUNG! Titel {:016X} ist nicht installiert
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),ACHTUNG! Die installierte Version ({}) stimmt nicht mit der gewünschten ({}) überein
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,FEHLER WÄHREND DER DATEIÜBERTRAGUNG GEFUNDEN. INSTALLATION ABGEBROCHEN
Введите URL сервера (HTTP или (S)FTP),Server-URL eingeben (HTTP oder (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Geben Sie Argumente für die Verknüpfung ein oder lassen Sie es leer
Введите желаемый номер страницы,Gewünschte Seitennummer eingeben
Введите новое имя,Neuen Namen eingeben
Введите новое имя каталога,Neuen Verzeichnisnamen eingeben
Введите новое имя файла,Neuen Dateinamen eingeben
Введите номер DLC,DLC-Nummer eingeben
Версия {} [v{}],Version {} [v{}]
Вместо пользователя {} использовать:,Anstelle von Benutzer {} verwenden:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Achtung!\nEinige Dateien wurden gesperrt und daher übersprungen.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Beim Parsen von\n\n{}\n\nist folgender Fehler aufgetreten:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Beim Installieren der Tickets sind Fehler aufgetreten. Überprüfen Sie das Vorhandensein von ES-Sigpatches
Во время экспорта были ошибки,Beim Export sind Fehler aufgetreten
Возраст батареи                : {},Batteriealter                : {}
Возрастной рейтинг,Alterseinstufung
Восстановить,Wiederherstellen
Восстановить бекап...,Backup wiederherstellen...
Восстановить для...,Wiederherstellen für...
Восстановить как бекап сохранения,Als Speicherstand-Backup wiederherstellen
Восстановление бекапа,Backup wiederherstellen
Восстановление не удалось,Wiederherstellung fehlgeschlagen
Восстановление успешно,Wiederherstellung erfolgreich
Восстановление: {},Wiederherstellung: {}
Время игры: {:02}:{:02}:{:02},Spielzeit: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Übertragungszeit {:d}:{:02d}:{:02d}
Все игровые сессии,Alle Spielsitzungen
Все игроки,Alle Spieler
Все объекты,Alle Objekte
Все файлы в порядке,Alle Dateien sind in Ordnung
Всего {} байт получен,{} Bytes empfangen
Всего {} байт послан,{} Bytes gesendet
Всего {} байта получено,{} Bytes insgesamt empfangen
 Да, Ja
Всего {} байта послано,{} Bytes gesendet
Всего {} байтов получено,{} Bytes insgesamt empfangen
Всего {} байтов послано,{} Bytes gesendet
Всего записей: {},Einträge insgesamt: {}
Всего отослано: {} ({}/сек),Insgesamt gesendet: {} ({}/Sek)
Всего программ: {},Programme insgesamt: {}
Вставить,Einfügen
Вставка...,Einfügen...
Всё время. Всего: {} час,Gesamtzeit. Insgesamt: {} Stunden
Всё время. Всего: {} часа,Gesamtzeit. Insgesamt: {} Stunden
Всё время. Всего: {} часов,Gesamte Zeit. Insgesamt: {} Stunden
Вы собираетесь удалить следующие бекапы:,"Sie sind dabei, folgende Backups zu löschen:"
Вы собираетесь удалить следующие игры:,"Sie sind dabei, folgende Spiele zu löschen:"
Вы собираетесь удалить следующие сохранения:,"Sie sind dabei, die folgenden Speicherdaten zu löschen:"
Вы собираетесь удалить следующие тикеты:,"Sie sind dabei, folgende Tickets zu löschen:"
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,"Sind Sie sicher, dass Sie {} Einträge löschen möchten?\n\n(+) - JA   B - Abbrechen"
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,"Sind Sie sicher, dass Sie {} Eintrag löschen möchten?\n\n(+) - JA   B - Abbrechen"
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,"Sind Sie sicher, dass Sie {} Objekt löschen möchten?\n\n(+) - JA   B - Abbrechen"
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,"Sind Sie sicher, dass Sie {} Objekte löschen möchten?\n\n(+) - JA   B - Abbrechen"
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Sind Sie sicher, dass Sie {} löschen möchten?\n\n(+) - JA, andere Taste - NEIN"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Möchten Sie wirklich löschen\n{}?\n\n(+) - JA  B - Abbrechen
Выберите пользователя,Benutzer auswählen
Выберите тип сохранения,Speichertyp auswählen
Выбрать все файлы игры,Alle Spieldateien auswählen
Выбрать того же пользователя,Denselben Benutzer auswählen
Выбрать ту же игру,Dasselbe Spiel auswählen
Вырезать,Ausschneiden
Вычисление хэша,Hash-Berechnung
Вычисленное время конца : {},Berechnete Endzeit : {}
Вычисленное время начала: {},Berechnete Startzeit: {}
Генерация DLC [{:016X}][v{}],DLC-Generierung [{:016X}][v{}]
Генерация DLC анлокера...,DLC-Unlocker wird generiert...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Unlocker wird für {:016X} mit Nummer {} und Version {} generiert...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Verknüpfung für Pfad '{}' und Argumente '{}' wird erstellt...
Главное меню,Hauptmenü
Голландский,Niederländisch
"Да, я уверен","Ja, ich bin sicher"
Дамп анлокера в '{}'...,Unlocker-Dump nach '{}'...
Дамп текущей прошивки,Dump der aktuellen Firmware
Дамп ярлыка в '{}'...,Shortcut-Dump nach '{}'...
Действия с файлами,Dateiaktionen
Действия с файлами ({}),Dateiaktionen ({})
Декабрь,Dezember
День,Tag
Диаграмма активности,Aktivitätsdiagramm
Для бекапов,Für Backups
Для выхода нажмите любую кнопку,Drücken Sie eine beliebige Taste zum Beenden
Для дампов,Für Dumps
Для логов,Für Logs
Добавить в любимые,Zu Favoriten hinzufügen
Европа,Europa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Es gibt ungespeicherte Änderungen.\nMöchten Sie diese speichern?\n\n(+) - Ja, speichern\n\n(-) - Beenden ohne Speichern\n\nAndere Taste - Abbrechen"
Желаемая версия: {},Gewünschte Version: {}
Журнал активности,Aktivitätsprotokoll
Завершено,Abgeschlossen
Загружается список обновлений...,Aktualisierungsliste wird geladen...
Загрузка изображения...,Bild wird geladen...
Загрузка текста...{}%,Text wird geladen...{}%
Загрузка файла... {}%,Datei wird geladen... {}%
Задать размер файла {} не удалось: {},Dateigröße {} konnte nicht festgelegt werden: {}
Закончено за {:02d}:{:02d}:{:02d},Abgeschlossen in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Speicher beim Senden der Antwort aufgebraucht
