original,translation
Удаление игр,Ištrinami žaidimai
Удаление игры целиком: [{}],Visiškas žaidimo pašalinimas: [{}]
Удаление каталога LFS,Ištrinamas LFS katalogas
Удаление контента,Ištrinamas turinys
Удаление настроек родительского контроля...,Ištrinami tėvų kontrolės nustatymai...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,"Ištrinti nepavyko.\n\nNorėdami tęsti, paspauskite bet kurį mygtuką"
Удаление неиспользуемого {}...,Ištrinamas nenaudojamas {}...
Удаление плейсхолдера...,Ištrinamas vietos rezervuaras...
Удаление пользователя,Ištrinamas vartotojas
Удаление пользователя...,Ištrinamas vartotojas...
Удаление ранее установленных файлов...,Ištrinami anksčiau įdiegti failai...
Удаление родительского контроля,Ištrinama tėvų kontrolė
SaveFS очищена,SaveFS išvalyta
Удаление связи с Nintendo account...,Ištrinamas susiejimas su „Nintendo“ paskyra...
Удаление сохранений,Ištrinamos išsaugotos kopijos
Удаление сохранения целиком,Visos išsaugotos kopijos ištrynimas
Удаление старого     {}...,Ištrinamas senas     {}...
Удаление старого файла {}...,Ištrinamas senas failas {}...
Удаление старой записи об игре...,Ištrinamas senas žaidimo įrašas...
Удаление старой папки {}...,Ištrinamas senas aplankas {}...
Удаление тайтла: [{}],Ištrinamas pavadinimas: [{}]
Удаление тикетов ({}),Ištrinami bilietai ({})
Удаление...,Ištrinama...
Удалить,Ištrinti
Удалить LFS,Ištrinti LFS
Удалить сохранения,Ištrinti išsaugotas kopijas
Удалить старые бекапы,Ištrinti senas atsargines kopijas
Удаляется {} из {}...,Ištrinama {} iš {}...
Удаляется {}...,Ištrinama {}...
Удаляется запись о контенте...,Ištrinamas turinio įrašas...
Удаляется запись об игре...,Ištrinamas žaidimo įrašas...
Удаляется игра и весь связанный контент,Ištrinamas žaidimas ir visas susijęs turinys
Titlekey не может быть инициализирован,Titlekey negali būti inicijuotas
Удаляется папка LFS...,Ištrinamas LFS aplankas...
Удаляется пустая папка,Ištrinamas tuščias aplankas
Удаляется сохранение {}...,Ištrinama išsaugota kopija {}...
Удаляется старая запись о контенте...,Ištrinamas senas turinio įrašas...
Удаляется старый cnmt.nca...,Ištrinamas senas cnmt.nca...
Удаляется тикет: {}...,Ištrinamas bilietas: {}...
Удаляются все объекты из альбома для игры,Ištrinami visi elementai iš žaidimo albumo
Удаляются все сохранения для игры,Ištrinamos visos žaidimo išsaugotos kopijos
Удаляются сохранения...,Trinami įrašyti duomenys...
"UID: {}, Ник: {}","UID: {}, Slapyvardis: {}"
Удалённые,Ištrinta
Удачный экспорт,Sėkmingas eksportas
Уделение старого тикета...,Šalinamas senas bilietas...
Упаковка каталога в RomFS,Katalogo pakavimas į RomFS
Упрощенный китайский,Supaprastinta kinų kalba
Успешно разобран как PFS0 файл,Sėkmingai išanalizuotas kaip PFS0 failas
Устанавливается {},Įdiegiama {}
Установить как аватар...,Nustatyti kaip avatarą...
Установка,Diegimas
Установка анлокера...,Diegiamas „unlocker“...
Установка завершена,Diegimas baigtas
Установка игр (NAND),Žaidimų diegimas (NAND)
Установка игр (SD Card),Žaidimų diegimas (SD kortelė)
Установка игры завершена,Žaidimo diegimas baigtas
Установка обновлений игр,Įdiegti žaidimų atnaujinimus
Установка прервана,Diegimas nutrauktas
Установка тайтлов ({}/{}),Pavadinimų diegimas ({}/{})
USB Соединение,USB ryšys
Установка ярлыка...,Diegiamas nuorodą...
Установлен,Įdiegta
Установленные,Įdiegta
Установленные homebrew,Įdiegta homebrew
Установленные homebrew ({}),Įdiegta homebrew ({})
Установленные игры,Įdiegti žaidimai
Установленные тикеты,Įdiegti bilietai
Установленные тикеты ({}),Įdiegti bilietai ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Failas sugadintas ir negali būti įdiegtas. HEAD parašas nerastas
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Failas sugadintas ir negali būti įdiegtas. HFS0 parašas nerastas root skaidinyje
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Failas sugadintas ir negali būti įdiegtas. HFS0 parašas nerastas secure skaidinyje
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Failas sugadintas ir jo negalima įdiegti. PFS0 parašas nerastas
Файл слишком большой для хранилища,Failas per didelis saugyklai
Файл: {},Failas: {}
Фиксация ФС...,FS įrašymas...
Финальный размер: {},Galutinis dydis: {}
Формирование списка...,Generuojamas sąrašas...
Форсированный язык    : {},Priverstinė kalba      : {}
Форсированный язык    : {} ({}),Priverstinė kalba      : {} ({})
Форсировать язык,Priverstinai naudoti kalbą
Французский,Prancūzų
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,MTP saugykla
Хранилище только для чтения,Tik skaitymo saugykla
Целевая запись о контенте не найдена,Tikslinis turinio įrašas nerastas
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,DALIS TURINIO TRŪKSTA. ŽAIDIMAS NEVEIKS
Число транзисторов: {:>3},Tranzistorių skaičius: {:>3}
Число уникальных сыграных игр : {},Unikalių žaistų žaidimų skaičius : {}
Число ходов:        {:>3},Ėjimų skaičius:         {:>3}
Чтение каталога...,Skaitomas katalogas...
Чтение списка файлов...,Skaitomas failų sąrašas...
Что-то плохое грядёт,Artėja kažkas blogo
Что-то пошло не так. Пропускаем оставшийся файл,Įvyko klaida. Praleidžiamas likęs failas
"Чтобы вернуться, нажмите B","Norėdami grįžti, paspauskite B"
Шадок у Гиби,Pelkiniai pas kaimynus
Экспорт SDK,SDK eksportas
Экспортировать,Eksportuoti
Экспортировать SDK,Eksportuoti SDK
Январь,Sausis
Японский,Japonų
Ярлык для DBI,Nuoroda į DBI
да,taip
не является LFS папкой,nėra LFS aplankas
не является LFS папкой игры,nėra žaidimo LFS aplankas
нет,ne
"ZL/ZR - смена даты, Y - период","ZL/ZR - pakeisti datą, Y - laikotarpis"
"Получено: {}, (скорость не определена)","Gauta: {}, (greitis nenustatytas)"
Игры добавлены в список исключений,Žaidimai įtraukti į išimčių sąrašą
Новых игр в список исключений добавлено не было,Į išimčių sąrašą nebuvo įtraukta jokių naujų žaidimų
Просмотр МТР устройства [{}],MTP įrenginio peržiūra [{}]
Просмотр USB диска [{}],USB disko peržiūra [{}]
Заряд батареи (сырое значение) : {},Akumuliatoriaus įkrova (neapdorota vertė) : {}
ru,lt
[CRC ОШИБКА ФАЙЛА],[FAILO CRC KLAIDA]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Sistemos programinė įranga bus atsisiųsta ir įdiegta iš failo {}.\n\nPaspauskite (+) norėdami tęsti\nBet kurį kitą mygtuką norėdami atšaukti
Распаковка архива не удалась,Archyvo išskleidimas nepavyko
Сканирование архива не удалось,Archyvo nuskaitymas nepavyko
Установить все обновления из этой папки,Įdiegti visus atnaujinimus iš šio aplanko
Япония,Japonija
Русский,Rusų
Февраль,Vasaris
Октябрь,Spalis
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Lapkritis
Игрок,Žaidėjas
Время,Laikas
Контент,Turinys
[HASH: OK],[HASH: OK]
Красная,Raudona
[HASH MISMATCH: Неисправимо],[MAIŠOS KLAIDA: Nepataisoma]
[ПРЕД],[ATGAL]
Альбом,Albumas
Выход,Išeiti
и т.д...,kt...
{} бекап,{} atsarginė kopija
874,874
Пишется тело: {}/{}MB \r,Rašomas turinys: {}/{}MB \r
Пишется скриншот\n,Rašoma ekrano kopija\n
Пишется таблица хешей\n,Rašoma maišos lentelė\n
Пишется подпись видео\n,Rašomas vaizdo įrašo parašas\n
Операция завершена\n,Operacija baigta\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Sistemos programinė įranga bus atsisiųsta ir įdiegta iš failo {}.\n\nDĖMESIO!!! Panašu, kad ši versija nepalaikoma dabartinės „Atmosphere“.\n\nPaspauskite (+), kad tęstumėte\nPaspauskite bet kurį kitą mygtuką, kad atšauktumėte"
Копирование файла не удалось,Nepavyko nukopijuoti failo
Daybreak.nro не найден,Daybreak.nro nerastas
Изображение добавлено в альбом,Vaizdas pridėtas prie albumo
Ошибка добавления изобржения в альбом: {},Klaida pridedant vaizdą prie albumo: {}
Добавить в альбом,Pridėti prie albumo
Анализ mp4 файла,mp4 failo analizė
Длительность: {},Trukmė: {}
ОШИБКА! Файл не содержит один видео трек,KLAIDA! Faile nėra vieno vaizdo įrašo takelio
ОШИБКА! Файл не содержит один аудио трек,KLAIDA! Faile nėra vieno garso takelio
ОШИБКА! У видео трека неподдерживаемый кодек,KLAIDA! Vaizdo įrašo takelis turi nepalaikomą kodeką
ОШИБКА! У аудио трека неподдерживаемый кодек,KLAIDA! Garso takelis turi nepalaikomą kodeką
ОШИБКА! Аудио трек не стерео,KLAIDA! Garso takelis nėra stereo
[{}] Общий тикет для {},[{}] Bendras bilietas {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,KLAIDA! Garso takelis turi netinkamą diskretizacijos dažnį
ОШИБКА! У видео трека неподходящая ширина,KLAIDA! Vaizdo įrašo takelis turi netinkamą plotį
ОШИБКА! У видео трека неподходящая высота,KLAIDA! Vaizdo įrašo takelis turi netinkamą aukštį
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,DĖMESIO! Vaizdo sraute gali būti B-Frames. Failas gali būti neatkuriamas
"Похоже, это не MP4 файл","Panašu, kad tai nėra MP4 failas"
Открыть как RomFS,Atidaryti kaip RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Jūsų SD kortelė yra padirbta. Rekomenduojama pakeisti SD kortelę patikrinta kortele.
[{}] Персональный тикет для {},[{}] Asmeninis bilietas {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Panašu, kad jūsų SD kortelė yra padirbta.\n\nGali kilti problemų diegiant žaidimus.\nTokiu atveju rekomenduojama pakeisti SD kortelę patikrinta kortele."
Информация о SD карте,SD kortelės informacija
[ПОДПИСЬ: DBI],[PARAŠAS: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Žaidimo laikas    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR keisti datą, Y laikotarpis, X rūšiavimas, (+) pasirinkti vartotoją"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB iš {}MB ({:.2f} MB/sek)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X pasirinkti, Y apversti pasirinkimą, (+) meniu, R3 rūšiuoti, L3 paleisti"
Создать все известные ({}),Sukurti visus žinomus ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X pasirinkti, Y apversti pasirinkimą, (+) meniu, L3 paleisti"
"DPAD или стики для перемещения, (+) Настройки","DPAD arba lazdelės judėjimui, (+) Nustatymai"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github serverio naršymas...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X pasirinkti, Y apversti pasirinkimą, (+) meniu, R3 rūšiuoti"
"X выбор, Y обр. выбор, (+) меню","X pasirinkti, Y apversti pasirinkimą, (+) meniu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X pasirinkti, Y apversti pasirinkimą, A atidaryti, (-) 2-as skydelis, (+) meniu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X pasirinkti, Y atšaukti pasirinkimą, ⬅/➡ perjungti skydelį, (-) uždaryti, (+) meniu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENTAS NEREIKALINGAS]
[КОНТЕНТ ОТСУТСТВУЕТ],[TURINYS TRŪKSTA]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NEKURTI VIETOS ŽYMEKLIO]
[НЕДОСТАТОЧНО МЕСТА],[NEPAKANKA VIETOS]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[NEŽINOMAS SUSPAUDIMAS]
[ОТСУТСТВУЕТ],[TRŪKSTA]
[ОШБК],[KLAIDA]
[ОШИБКА NCA MAGIC],[NCA MAGIC KLAIDA]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[VIETOS ŽENKLO RAŠYMO KLAIDA]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD IŠSKLEIDIMO KLAIDA: {}]
[ОШИБКА РАСПАКОВКИ],[IŠPAKAVIMO KLAIDA]
[ОШИБКА],[KLAIDA]
[ОШИБКА] Отсутствует URL списка обновлений,[KLAIDA] Trūksta atnaujinimų sąrašo URL
[ПЕРЕДАЧА OK],[PERDAVIMAS OK]
[ПЕРЕДАЧА ПРЕРВАНА],[PERDAVIMAS NUTRAUKTAS]
[ПОВРЕЖДЁННЫЙ NCA],[SUGADINTAS NCA]
[ПОДПИСЬ: OK],[PARAŠAS: OK]
[ПОДПИСЬ: XCI➡NSP],[PARAŠAS: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[PARAŠAS: Netikras]
[СТАРАЯ ПРОШИВКА],[SENA PROGRAMINĖ ĮRANGA]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[REIKALINGAS PAVADINIMO REŽIMAS]
[ФАЙЛ ПОВРЕЖДЁН],[FAILAS SUGADINTAS]
[ХЕШ ИСПРАВЛЕН],[MAIŠA PATAISYTA]
[ХЕШ НЕ СОВПАДАЕТ],[MAIŠOS NESUTAMPA]
\nНачало обработки dlc {}: {:016X},\nPradedamas DLC apdorojimas {}: {:016X}
\nНачало обработки программы {},\nPradėtas programos {} apdorojimas
\nНачало создания Data.nca,\nPradedamas Data.nca kūrimas
\nНачало создания Meta.nca,\nPradedamas Meta.nca kūrimas
\nОшибка USB обмена,\nUSB perdavimo klaida
\nСборка PFS0,\nPFS0 kūrimas
\nСборка RomFS,\nRomFS kūrimas
\nСекция 0,\nSekcija 0
\nСекция 1,\nSkyrius 1
\nСекция 2,\nSkyrius 2
\nСоздан NSP: {},\nNSP sukurtas: {}
\nШифрование NCA,\nNCA šifravimas
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Iš viso: {} val
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Iš viso: {} valandos
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Iš viso: {} valandų
{:4d} {}. Всего: {} час,{:4d} {}. Iš viso: {} val
{:4d} {}. Всего: {} часа,{:4d} {}. Iš viso: {} valandos
{:4d} {}. Всего: {} часов,{:4d} {}. Iš viso: {} valandų
{:4d}. Всего: {} час,{:4d}. Iš viso: {} val
{:4d}. Всего: {} часа,{:4d}. Iš viso: {} valandos
{:4d}. Всего: {} часов,{:4d}. Iš viso: {} valandų
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objektai apdoroti. {:>5} įrašai rasti...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB jau atsisiųsta...\r
{} cохранение,{} išsaugojimas
{} cохранений,{} išsaugotas
{} cохранения,{} išsaugoti duomenys
{} бекапа,{} atsarginė kopija
{} бекапов,{} atsarginės kopijos
{} записей ({}),{} įrašai ({})
{} записи ({}),{} įrašai ({})
{} запись ({}),{} įrašas ({})
{} игр ({}),{} žaidimai ({})
{} игра ({}),{} žaidimas ({})
{} игры ({}),{} žaidimai ({})
{} сохранение,{} išsaugojimas
{} сохранений,{} išsaugojimų
{} сохранения,{} išsaugoti duomenys
{} тикет,{} bilietas
{} тикета,{} bilietai
{} тикетов,{} bilietai
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Vid: {:.1f} MB/s, Dab: {:.1f} MB/s) Lik. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/sek"
{}: {} потерянная запись,{}: {} našlaitinis įrašas
{}: {} потерянных записей,{}: {} prarastų įrašų
{}: {} потерянных записи,{}: {} prarastų įrašų
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sek)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: praleidžiama {}/{} ({:.2f} MB/sek)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nAtsarginės kopijos atkūrimas nepavyko\n\nPaspauskite A nutraukti, kitą mygtuką tęsti"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB iš {}MB ({:.2f} MB/sek)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avataras nustatytas
Август,Rugpjūtis
Австралия,Australija
Автозапуск MTP,MTP automatinis paleidimas
Автозапуск списка homebrew,Automatinis homebrew sąrašo paleidimas
Агрументы для ярлыка,Nuorodos argumentai
Адрес FTP сервера: {},FTP serverio adresas: {}
Адрес HTTP сервера: {},HTTP serverio adresas: {}
Альбом (0°),Albumas (0°)
Американский английский,Amerikiečių anglų
Апрель,Balandis
База этой игры не самодостаточна. Не забудьте установить обновление,Šio žaidimo bazė nėra savarankiška. Nepamirškite įdiegti atnaujinimo
Бекапы,Atsarginės kopijos
Бекапы сохранений ({}),Išsaugotų duomenų atsarginės kopijos ({})
Британский английский,Britų anglų
В альбоме найден {} объект,Albume rastas {} objektas
В альбоме найдено {} объекта,Albume rasta {} objektų
В альбоме найдено {} объектов,Albume rasta {} objektų
В альбоме отсутствуют объекты,Albume nėra objektų
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,"Trūksta reikalingų raktų faile /switch/prod.keys.\n\nKai kurios programos funkcijos bus neprieinamos.\n\nPerkraukite į Hekate ir naudokite Lockpick_RCM.bin payload,\nkad išgautumėte raktus iš SysNAND."
ВНИМАНИЕ! Тайтл {:016X} не установлен,DĖMESIO! Pavadinimas {:016X} neįdiegtas
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),DĖMESIO! Įdiegta versija ({}) neatitinka norimos ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,PERKELIANT FAILĄ RASTA KLAIDŲ. DIEGIMAS NUTRAUKTAS
Введите URL сервера (HTTP или (S)FTP),Įveskite serverio URL (HTTP arba (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Įveskite nuorodos argumentus arba palikite tuščią
Введите желаемый номер страницы,Įveskite norimą puslapio numerį
Введите новое имя,Įveskite naują pavadinimą
Введите новое имя каталога,Įveskite naują katalogo pavadinimą
Введите новое имя файла,Įveskite naują failo pavadinimą
Введите номер DLC,Įveskite DLC numerį
Версия {} [v{}],Versija {} [v{}]
Вместо пользователя {} использовать:,Naudoti vietoj vartotojo {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Dėmesio!\nKai kurie failai buvo užrakinti ir todėl praleisti.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Analizuojant\n\n{}\n\nįvyko ši klaida:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,"Įdiegiant bilietus įvyko klaidų. Patikrinkite, ar yra ES sigpatches"
Во время экспорта были ошибки,Eksportuojant įvyko klaidų
Возраст батареи                : {},Baterijos amžius                      : {}
Возрастной рейтинг,Amžiaus reitingas
Восстановить,Atkurti
Восстановить бекап...,Atkurti atsarginę kopiją...
Восстановить для...,Atkurti...
Восстановить как бекап сохранения,Atkurti kaip išsaugojimo atsarginę kopiją
Восстановление бекапа,Atsarginės kopijos atkūrimas
Восстановление не удалось,Atkūrimas nepavyko
Восстановление успешно,Atkūrimas sėkmingas
Восстановление: {},Atkuriama: {}
Время игры: {:02}:{:02}:{:02},Žaidimo laikas: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Perdavimo laikas {:d}:{:02d}:{:02d}
Все игровые сессии,Visos žaidimo sesijos
Все игроки,Visi žaidėjai
Все объекты,Visi objektai
Все файлы в порядке,Visi failai yra tvarkoje
Всего {} байт получен,{} baitų gauta
Всего {} байт послан,{} baitų išsiųsta
Всего {} байта получено,Iš viso gauta {} baitų
 Да, Taip
Всего {} байта послано,{} baitai išsiųsti
Всего {} байтов получено,Iš viso gauta {} baitų
Всего {} байтов послано,{} baitų išsiųsta
Всего записей: {},Iš viso įrašų: {}
Всего отослано: {} ({}/сек),Iš viso išsiųsta: {} ({}/sek)
Всего программ: {},Iš viso programų: {}
Вставить,Įterpti
Вставка...,Įterpiama...
Всё время. Всего: {} час,Visas laikas. Iš viso: {} val.
Всё время. Всего: {} часа,Visas laikas. Iš viso: {} valandos
Всё время. Всего: {} часов,Visas laikas. Iš viso: {} valandų
Вы собираетесь удалить следующие бекапы:,Ketinate ištrinti šias atsargines kopijas:
Вы собираетесь удалить следующие игры:,Ketinate ištrinti šiuos žaidimus:
Вы собираетесь удалить следующие сохранения:,Ketinate ištrinti šiuos išsaugojimus:
Вы собираетесь удалить следующие тикеты:,Ketinate ištrinti šiuos bilietus:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Ar tikrai norite ištrinti {} įrašus?\n\n(+) - TAIP   B - Atšaukti
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Ar tikrai norite ištrinti {} įrašą?\n\n(+) - TAIP   B - Atšaukti
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Ar tikrai norite ištrinti {} objektą?\n\n(+) - TAIP   B - Atšaukti
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Ar tikrai norite ištrinti {} objektus?\n\n(+) - TAIP   B - Atšaukti
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Ar tikrai norite ištrinti {}?\n\n(+) - TAIP, kitas mygtukas - NE"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Ar tikrai norite ištrinti\n{}?\n\n(+) - TAIP  B - Atšaukti
Выберите пользователя,Pasirinkti vartotoją
Выберите тип сохранения,Pasirinkite išsaugojimo tipą
Выбрать все файлы игры,Pasirinkti visus žaidimo failus
Выбрать того же пользователя,Pasirinkti tą patį vartotoją
Выбрать ту же игру,Pasirinkti tą patį žaidimą
Вырезать,Iškirpti
Вычисление хэша,Skaičiuojama maiša
Вычисленное время конца : {},Apskaičiuotas pabaigos laikas : {}
Вычисленное время начала: {},Apskaičiuotas pradžios laikas: {}
Генерация DLC [{:016X}][v{}],DLC generavimas [{:016X}][v{}]
Генерация DLC анлокера...,Generuojamas DLC atrakintojas...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generuojamas atrakintojas {:016X} su numeriu {} ir versija {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generuojama nuoroda keliui '{}' ir argumentams '{}'...
Главное меню,Pagrindinis meniu
Голландский,Olandų
"Да, я уверен","Taip, esu tikras"
Дамп анлокера в '{}'...,Atrakintojo išmetimas į '{}'...
Дамп текущей прошивки,Dabartinės programinės įrangos išklotinė
Дамп ярлыка в '{}'...,Nuorodos išmetimas į '{}'...
Действия с файлами,Failų operacijos
Действия с файлами ({}),Failų veiksmai ({})
Декабрь,Gruodis
День,Diena
Диаграмма активности,Aktyvumo diagrama
Для бекапов,Atsarginėms kopijoms
Для выхода нажмите любую кнопку,"Paspauskite bet kurį mygtuką, kad išeitumėte"
Для дампов,Dumpams
Для логов,Žurnalams
Добавить в любимые,Pridėti prie mėgstamų
Европа,Europa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Yra neišsaugotų pakeitimų.\nAr norite juos išsaugoti?\n\n(+) - Taip, išsaugoti\n\n(-) - Išeiti neišsaugant\n\nKitas mygtukas - Atšaukti"
Желаемая версия: {},Norima versija: {}
Журнал активности,Veiklos žurnalas
Завершено,Užbaigta
Загружается список обновлений...,Įkeliamas atnaujinimų sąrašas...
Загрузка изображения...,Įkeliamas vaizdas...
Загрузка текста...{}%,Įkeliamas tekstas...{}%
Загрузка файла... {}%,Įkeliamas failas... {}%
