original,translation
Упрощенный китайский,Chiński uproszczony
Успешно разобран как PFS0 файл,Pomyślnie przeanalizowano jako plik PFS0
Устанавливается {},Instalowanie {}
Установить как аватар...,Ustaw jako awatar...
Установка,Instalacja
Установка анлокера...,Instalacja unlockera...
Установка завершена,Instalacja zakończona
Установка игр (NAND),Instalacja gier (NAND)
Установка игр (SD Card),Instalacja gier (Karta SD)
Установка игры завершена,Instalacja gry zakończona
Установка обновлений игр,Instalowanie aktualizacji gier
Установка прервана,Instalacja przerwana
Установка тайтлов ({}/{}),Instalowanie tytułów ({}/{})
USB Соединение,Połączenie USB
Установка ярлыка...,Instalowanie skrótu...
Установлен,Zainstalowano
Установленные,Zainstalowane
Установленные homebrew,Zainstalowane homebrew
Установленные homebrew ({}),Zainstalowane homebrew ({})
Установленные игры,Zainstalowane gry
Установленные тикеты,Zainstalowane bilety
Установленные тикеты ({}),Zainstalowane bilety ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Plik jest uszkodzony i nie może zostać zainstalowany. Nie znaleziono podpisu HEAD
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Plik jest uszkodzony i nie może zostać zainstalowany. Nie znaleziono podpisu HFS0 w partycji root
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Plik jest uszkodzony i nie może zostać zainstalowany. Nie znaleziono podpisu HFS0 w partycji secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Plik jest uszkodzony i nie można go zainstalować. Nie znaleziono sygnatury PFS0
Файл слишком большой для хранилища,Plik jest zbyt duży dla pamięci masowej
Файл: {},Plik: {}
Фиксация ФС...,Zatwierdzanie systemu plików...
Финальный размер: {},Rozmiar końcowy: {}
Формирование списка...,Generowanie listy...
Форсированный язык    : {},Wymuszony język      : {}
Форсированный язык    : {} ({}),Wymuszony język      : {} ({})
Форсировать язык,Wymuś język
Французский,Francuski
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,Pamięć MTP
Хранилище только для чтения,Pamięć tylko do odczytu
Целевая запись о контенте не найдена,Docelowy rekord zawartości nie został znaleziony
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,BRAKUJE CZĘŚCI ZAWARTOŚCI. GRA NIE BĘDZIE DZIAŁAĆ
Число транзисторов: {:>3},Liczba tranzystorów: {:>3}
Число уникальных сыграных игр : {},Liczba unikalnych rozegranych gier : {}
Число ходов:        {:>3},Liczba ruchów:          {:>3}
Чтение каталога...,Odczytywanie katalogu...
Чтение списка файлов...,Odczytywanie listy plików...
Что-то плохое грядёт,Coś złego nadchodzi
Что-то пошло не так. Пропускаем оставшийся файл,Coś poszło nie tak. Pomijam pozostały plik
"Чтобы вернуться, нажмите B","Naciśnij B, aby wrócić"
Шадок у Гиби,Shadok u Gibiego
Экспорт SDK,Eksport SDK
Экспортировать,Eksportuj
Экспортировать SDK,Eksportuj SDK
Январь,Styczeń
Японский,Japoński
Ярлык для DBI,Skrót do DBI
да,tak
не является LFS папкой,nie jest folderem LFS
не является LFS папкой игры,nie jest folderem gry LFS
нет,nie
"ZL/ZR - смена даты, Y - период","ZL/ZR - zmiana daty, Y - okres"
"Получено: {}, (скорость не определена)","Otrzymano: {}, (prędkość nieokreślona)"
Игры добавлены в список исключений,Gry dodane do listy wykluczeń
Новых игр в список исключений добавлено не было,Do listy wykluczeń nie dodano żadnych nowych gier
Просмотр МТР устройства [{}],Przeglądanie urządzenia MTP [{}]
Просмотр USB диска [{}],Przeglądanie dysku USB [{}]
Заряд батареи (сырое значение) : {},Poziom naładowania baterii (wartość surowa) : {}
ru,pl
[CRC ОШИБКА ФАЙЛА],[BŁĄD CRC PLIKU]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,"Oprogramowanie układowe systemu zostanie pobrane i zainstalowane z pliku {}.\n\nNaciśnij (+), aby kontynuować\nDowolny inny przycisk, aby anulować"
Распаковка архива не удалась,Rozpakowywanie archiwum nie powiodło się
Сканирование архива не удалось,Skanowanie archiwum nie powiodło się
Установить все обновления из этой папки,Zainstaluj wszystkie aktualizacje z tego folderu
Япония,Japonia
Русский,Rosyjski
Февраль,Luty
Октябрь,Październik
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Listopad
Игрок,Gracz
Время,Czas
Контент,Zawartość
[HASH: OK],[HASH: OK]
Красная,Czerwona
[HASH MISMATCH: Неисправимо],[NIEZGODNOŚĆ HASHA: Nieodwracalne]
[ПРЕД],[POPR]
Альбом,Album
Выход,Wyjście
и т.д...,itd...
{} бекап,{} kopia zapasowa
874,874
Пишется тело: {}/{}MB \r,Zapisywanie treści: {}/{}MB \r
Пишется скриншот\n,Zapisywanie zrzutu ekranu\n
Пишется таблица хешей\n,Zapisywanie tablicy mieszającej\n
Пишется подпись видео\n,Zapisywanie podpisu wideo\n
Операция завершена\n,Operacja zakończona\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Oprogramowanie systemowe zostanie pobrane i zainstalowane z pliku {}.\n\nUWAGA!!! Wygląda na to, że ta wersja nie jest obsługiwana przez obecną wersję Atmosphere.\n\nNaciśnij (+), aby kontynuować\nNaciśnij dowolny inny przycisk, aby anulować"
Копирование файла не удалось,Kopiowanie pliku nie powiodło się
Daybreak.nro не найден,Nie znaleziono Daybreak.nro
Изображение добавлено в альбом,Obraz dodany do albumu
Ошибка добавления изобржения в альбом: {},Błąd podczas dodawania obrazu do albumu: {}
Добавить в альбом,Dodaj do albumu
Анализ mp4 файла,Analiza pliku mp4
Длительность: {},Czas trwania: {}
ОШИБКА! Файл не содержит один видео трек,BŁĄD! Plik nie zawiera jednej ścieżki wideo
ОШИБКА! Файл не содержит один аудио трек,BŁĄD! Plik nie zawiera jednej ścieżki audio
ОШИБКА! У видео трека неподдерживаемый кодек,BŁĄD! Ścieżka wideo ma nieobsługiwany kodek
ОШИБКА! У аудио трека неподдерживаемый кодек,BŁĄD! Ścieżka audio posiada nieobsługiwany kodek
ОШИБКА! Аудио трек не стерео,BŁĄD! Ścieżka audio nie jest stereo
[{}] Общий тикет для {},[{}] Wspólny bilet dla {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,BŁĄD! Ścieżka audio ma nieodpowiednią częstotliwość próbkowania
ОШИБКА! У видео трека неподходящая ширина,BŁĄD! Ścieżka wideo ma nieodpowiednią szerokość
ОШИБКА! У видео трека неподходящая высота,BŁĄD! Ścieżka wideo ma nieodpowiednią wysokość
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,UWAGA! Strumień wideo może zawierać klatki typu B-Frame. Plik może nie być odtwarzany
"Похоже, это не MP4 файл","Wygląda na to, że to nie jest plik MP4"
Открыть как RomFS,Otwórz jako RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Twoja karta SD jest podrobiona. Zaleca się wymianę karty SD na zweryfikowaną.
[{}] Персональный тикет для {},[{}] Osobisty bilet dla {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,Twoja karta SD wydaje się być podróbką.\n\nMogą wystąpić problemy z instalacją gier.\nW takim przypadku zaleca się wymianę karty SD na sprawdzoną.
Информация о SD карте,Informacje o karcie SD
[ПОДПИСЬ: DBI],[PODPIS: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Czas gry    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR zmiana daty, Y okres, X sortowanie, (+) wybierz użytkownika"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB z {}MB ({:.2f} MB/sek)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X wybór, Y odwróć wybór, (+) menu, R3 sortowanie, L3 uruchom"
Создать все известные ({}),Utwórz wszystkie znane ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X wybór, Y odwróć wybór, (+) menu, L3 uruchom"
"DPAD или стики для перемещения, (+) Настройки","DPAD lub drążki do poruszania, (+) Ustawienia"
Просмотр HTTP/FTP/Github сервера...,Przeglądanie serwera HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X wybierz, Y odwróć wybór, (+) menu, R3 sortuj"
"X выбор, Y обр. выбор, (+) меню","X wybór, Y odwróć wybór, (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X wybór, Y odwróć wybór, A otwórz, (-) 2. panel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X wybierz, Y odznacz, ⬅/➡ zmień panel, (-) zamknij, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENT DELTA NIEPOTRZEBNY]
[КОНТЕНТ ОТСУТСТВУЕТ],[BRAK TREŚCI]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NIE TWÓRZ SYMBOLU ZASTĘPCZEGO]
[НЕДОСТАТОЧНО МЕСТА],[NIEWYSTARCZAJĄCA ILOŚĆ MIEJSCA]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[NIEZNANA KOMPRESJA]
[ОТСУТСТВУЕТ],[BRAK]
[ОШБК],[BŁĄD]
[ОШИБКА NCA MAGIC],[BŁĄD NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[BŁĄD ZAPISU DO SYMBOLU ZASTĘPCZEGO]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[BŁĄD DEKOMPRESJI ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[BŁĄD ROZPAKOWANIA]
[ОШИБКА],[BŁĄD]
[ОШИБКА] Отсутствует URL списка обновлений,[BŁĄD] Brak adresu URL listy aktualizacji
[ПЕРЕДАЧА OK],[TRANSFER OK]
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFER PRZERWANY]
[ПОВРЕЖДЁННЫЙ NCA],[USZKODZONY NCA]
[ПОДПИСЬ: OK],[PODPIS: OK]
[ПОДПИСЬ: XCI➡NSP],[PODPIS: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[PODPIS: Fałszywy]
[СТАРАЯ ПРОШИВКА],[STARE OPROGRAMOWANIE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[WYMAGANY TRYB TYTUŁU]
[ФАЙЛ ПОВРЕЖДЁН],[PLIK USZKODZONY]
[ХЕШ ИСПРАВЛЕН],[HASH NAPRAWIONY]
[ХЕШ НЕ СОВПАДАЕТ],[NIEZGODNOŚĆ SKRÓTU]
\nНачало обработки dlc {}: {:016X},\nRozpoczynanie przetwarzania DLC {}: {:016X}
\nНачало обработки программы {},\nRozpoczęto przetwarzanie aplikacji {}
\nНачало создания Data.nca,\nRozpoczęcie tworzenia Data.nca
\nНачало создания Meta.nca,\nRozpoczęcie tworzenia Meta.nca
\nОшибка USB обмена,\nBłąd przesyłania USB
\nСборка PFS0,\nBudowanie PFS0
\nСборка RomFS,\nBudowanie RomFS
\nСекция 0,\nSekcja 0
\nСекция 1,\nSekcja 1
\nСекция 2,\nSekcja 2
\nСоздан NSP: {},\nUtworzono NSP: {}
\nШифрование NCA,\nSzyfrowanie NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Łącznie: {} godz
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Łącznie: {} godziny
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Łącznie: {} godzin
{:4d} {}. Всего: {} час,{:4d} {}. Łącznie: {} godz
{:4d} {}. Всего: {} часа,{:4d} {}. Łącznie: {} godziny
{:4d} {}. Всего: {} часов,{:4d} {}. Łącznie: {} godzin
{:4d}. Всего: {} час,{:4d}. Łącznie: {} godz
{:4d}. Всего: {} часа,{:4d}. Łącznie: {} godzin
{:4d}. Всего: {} часов,{:4d}. Łącznie: {} godzin
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} obiektów przetworzonych. {:>5} wpisów znalezionych...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB już pobrano...\r
{} cохранение,{} zapis
{} cохранений,{} zapisano
{} cохранения,{} dane zapisu
{} бекапа,{} kopia zapasowa
{} бекапов,{} kopii zapasowych
{} записей ({}),{} wpisów ({})
{} записи ({}),{} wpisów ({})
{} запись ({}),{} wpis ({})
{} игр ({}),{} gier ({})
{} игра ({}),{} gra ({})
{} игры ({}),{} gry ({})
{} сохранение,{} zapis
{} сохранений,{} zapisów
{} сохранения,{} dane zapisu
{} тикет,{} bilet
{} тикета,{} biletów
{} тикетов,{} biletów
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Śr: {:.1f} MB/s, Bież: {:.1f} MB/s) Pozost. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/s"
{}: {} потерянная запись,{}: {} osierocony wpis
{}: {} потерянных записей,{}: {} utraconych wpisów
{}: {} потерянных записи,{}: {} utraconych wpisów
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sek)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: pomijanie {}/{} ({:.2f} MB/sek)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nPrzywracanie kopii zapasowej nie powiodło się\n\nNaciśnij A aby przerwać, inny przycisk aby kontynuować"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB z {}MB ({:.2f} MB/sek)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar ustawiony
Август,Sierpień
Австралия,Australia
Автозапуск MTP,Autostart MTP
Автозапуск списка homebrew,Autostart listy homebrew
Агрументы для ярлыка,Argumenty skrótu
Адрес FTP сервера: {},Adres serwera FTP: {}
Адрес HTTP сервера: {},Adres serwera HTTP: {}
Альбом (0°),Album (0°)
Американский английский,Angielski amerykański
Апрель,Kwiecień
База этой игры не самодостаточна. Не забудьте установить обновление,Baza tej gry nie jest samowystarczalna. Nie zapomnij zainstalować aktualizacji
Бекапы,Kopie zapasowe
Бекапы сохранений ({}),Kopie zapasowe danych zapisu ({})
Британский английский,Angielski brytyjski
В альбоме найден {} объект,Znaleziono {} obiekt w albumie
В альбоме найдено {} объекта,Znaleziono {} obiektów w albumie
В альбоме найдено {} объектов,Znaleziono {} obiektów w albumie
В альбоме отсутствуют объекты,Brak obiektów w albumie
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,"Brakuje wymaganych kluczy w pliku /switch/prod.keys.\n\nNiektóre funkcje aplikacji będą niedostępne.\n\nUruchom ponownie w Hekate i użyj payloadu Lockpick_RCM.bin,\naby zrzucić klucze z SysNAND."
ВНИМАНИЕ! Тайтл {:016X} не установлен,UWAGA! Tytuł {:016X} nie jest zainstalowany
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),UWAGA! Zainstalowana wersja ({}) nie zgadza się z pożądaną ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ZNALEZIONO BŁĘDY PODCZAS PRZESYŁANIA PLIKU. INSTALACJA PRZERWANA
Введите URL сервера (HTTP или (S)FTP),Wprowadź adres URL serwera (HTTP lub (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Wprowadź argumenty dla skrótu lub pozostaw puste
Введите желаемый номер страницы,Wprowadź żądany numer strony
Введите новое имя,Wprowadź nową nazwę
Введите новое имя каталога,Wprowadź nową nazwę katalogu
Введите новое имя файла,Wprowadź nową nazwę pliku
Введите номер DLC,Wprowadź numer DLC
Версия {} [v{}],Wersja {} [v{}]
Вместо пользователя {} использовать:,Użyj zamiast użytkownika {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Uwaga!\nNiektóre pliki były zablokowane i dlatego pominięte.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Podczas analizowania\n\n{}\n\nwystąpił następujący błąd:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Podczas instalacji biletów wystąpiły błędy. Sprawdź obecność poprawek sygnatur ES
Во время экспорта были ошибки,Podczas eksportu wystąpiły błędy
Возраст батареи                : {},Wiek baterii                         : {}
Возрастной рейтинг,Ocena wiekowa
Восстановить,Przywróć
Восстановить бекап...,Przywróć kopię zapasową...
Восстановить для...,Przywróć dla...
Восстановить как бекап сохранения,Przywróć jako kopię zapasową zapisu
Восстановление бекапа,Przywracanie kopii zapasowej
Восстановление не удалось,Przywracanie nie powiodło się
Восстановление успешно,Przywracanie zakończone sukcesem
Восстановление: {},Przywracanie: {}
Время игры: {:02}:{:02}:{:02},Czas gry: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Czas transferu {:d}:{:02d}:{:02d}
Все игровые сессии,Wszystkie sesje gry
Все игроки,Wszyscy gracze
Все объекты,Wszystkie obiekty
Все файлы в порядке,Wszystkie pliki są w porządku
Всего {} байт получен,Otrzymano {} bajtów
Всего {} байт послан,Wysłano {} bajtów
Всего {} байта получено,Łącznie odebrano {} bajtów
 Да, Tak
Всего {} байта послано,Wysłano {} bajtów
Всего {} байтов получено,Łącznie odebrano {} bajtów
Всего {} байтов послано,Wysłano {} bajtów
Всего записей: {},Łącznie wpisów: {}
Всего отослано: {} ({}/сек),Łącznie wysłano: {} ({}/sek)
Всего программ: {},Łącznie tytułów: {}
Вставить,Wstaw
Вставка...,Wstawianie...
Всё время. Всего: {} час,Cały czas. Łącznie: {} godzin
Всё время. Всего: {} часа,Cały czas. Razem: {} godzin
Всё время. Всего: {} часов,Cały czas. Razem: {} godzin
Вы собираетесь удалить следующие бекапы:,Zamierzasz usunąć następujące kopie zapasowe:
Вы собираетесь удалить следующие игры:,Zamierzasz usunąć następujące gry:
Вы собираетесь удалить следующие сохранения:,Zamierzasz usunąć następujące zapisy:
Вы собираетесь удалить следующие тикеты:,Zamierzasz usunąć następujące bilety:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} wpisów?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} wpis?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} obiekt?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} obiektów?\n\n(+) - TAK   B - Anuluj
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Czy na pewno chcesz usunąć {}?\n\n(+) - TAK, inny przycisk - NIE"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Czy na pewno chcesz usunąć\n{}?\n\n(+) - TAK  B - Anuluj
Выберите пользователя,Wybierz użytkownika
Выберите тип сохранения,Wybierz typ zapisu
Выбрать все файлы игры,Wybierz wszystkie pliki gry
Выбрать того же пользователя,Wybierz tego samego użytkownika
Выбрать ту же игру,Wybierz tę samą grę
Вырезать,Wytnij
Вычисление хэша,Obliczanie skrótu
Вычисленное время конца : {},Obliczony czas zakończenia : {}
Вычисленное время начала: {},Obliczony czas rozpoczęcia: {}
Генерация DLC [{:016X}][v{}],Generowanie DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generowanie odblokowywacza DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generowanie odblokowywacza dla {:016X} z numerem {} i wersją {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generowanie skrótu dla ścieżki '{}' i argumentów '{}'...
Главное меню,Menu główne
Голландский,Holenderski
"Да, я уверен","Tak, jestem pewien"
Дамп анлокера в '{}'...,Zrzucanie unlocka do '{}'...
Дамп текущей прошивки,Zrzut bieżącego oprogramowania
Дамп ярлыка в '{}'...,Zrzucanie skrótu do '{}'...
Действия с файлами,Operacje na plikach
Действия с файлами ({}),Akcje plików ({})
Декабрь,Grudzień
День,Dzień
Диаграмма активности,Wykres aktywności
Для бекапов,Do kopii zapasowych
Для выхода нажмите любую кнопку,"Naciśnij dowolny przycisk, aby wyjść"
Для дампов,Dla zrzutów
Для логов,Dla logów
Добавить в любимые,Dodaj do ulubionych
Европа,Europa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Są niezapisane zmiany.\nCzy chcesz je zapisać?\n\n(+) - Tak, zapisz\n\n(-) - Wyjdź bez zapisywania\n\nInny przycisk - Anuluj"
Желаемая версия: {},Pożądana wersja: {}
Журнал активности,Dziennik aktywności
Завершено,Ukończono
Загружается список обновлений...,Ładowanie listy aktualizacji...
Загрузка изображения...,Ładowanie obrazu...
Загрузка текста...{}%,Ładowanie tekstu...{}%
Загрузка файла... {}%,Ładowanie pliku... {}%
Задать размер файла {} не удалось: {},Nie udało się ustawić rozmiaru pliku {}: {}
Закончено за {:02d}:{:02d}:{:02d},Ukończono w {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Brak pamięci podczas wysyłania odpowiedzi
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Wyczerpano dodatkowe bufory. Prędkość zapisu na nośnik jest zbyt niska
Закрытие соединения,Zamykanie połączenia
Закрытие соединения к {}:{},Zamykanie połączenia z {}:{}
Запаковать LFS в romfs.bin,Spakuj LFS do romfs.bin
Запаковать в romfs.bin,Spakuj do romfs.bin
