original,translation
Удаление {} сохранений,Deleting {} saves
Удаление {} сохранения,Deleting {} save
Удаление бекапов,Deleting backups
Удаление записи об игре...,Deleting game record...
Удаление игр,Deleting games
Удаление игры целиком: [{}],Delete full game: [{}]
Удаление каталога LFS,Deleting LFS directory
Удаление контента,Deleting content
Удаление настроек родительского контроля...,Deleting parental control settings...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,Deletion failed.\n\nPress any button to continue
Удаление неиспользуемого {}...,Deleting unused {}...
Удаление плейсхолдера...,Deleting placeholder...
Удаление пользователя,Deleting user
Удаление пользователя...,Deleting user...
Удаление ранее установленных файлов...,Deleting previously installed files...
Удаление родительского контроля,Deleting parental control
SaveFS очищена,SaveFS cleared
Удаление связи с Nintendo account...,Deleting Nintendo account link...
Удаление сохранений,Deleting saves
Удаление сохранения целиком,Deleting entire save
Удаление старого     {}...,Deleting old     {}...
Удаление старого файла {}...,Deleting old file {}...
Удаление старой записи об игре...,Deleting old game record...
Удаление старой папки {}...,Deleting old folder {}...
Удаление тайтла: [{}],Deleting title: [{}]
Удаление тикетов ({}),Deleting tickets ({})
Удаление...,Deleting...
Удалить,Delete
Удалить LFS,Delete LFS
Удалить сохранения,Delete saves
Удалить старые бекапы,Delete old backups
Удаляется {} из {}...,Deleting {} of {}...
Удаляется {}...,Deleting {}...
Удаляется запись о контенте...,Deleting content record...
Удаляется запись об игре...,Deleting game record...
Удаляется игра и весь связанный контент,Deleting game and all related content
Titlekey не может быть инициализирован,Titlekey cannot be initialized
Удаляется папка LFS...,Deleting LFS folder...
Удаляется пустая папка,Deleting empty folder
Удаляется сохранение {}...,Deleting save {}...
Удаляется старая запись о контенте...,Deleting old content record...
Удаляется старый cnmt.nca...,Deleting old cnmt.nca...
Удаляется тикет: {}...,Deleting ticket: {}...
Удаляются все объекты из альбома для игры,Deleting all items from the game album
Удаляются все сохранения для игры,Deleting all saves for the game
Удаляются сохранения...,Deleting save data...
"UID: {}, Ник: {}","UID: {}, Nickname: {}"
Удалённые,Deleted
Удачный экспорт,Successful export
Уделение старого тикета...,Deleting old ticket...
Упаковка каталога в RomFS,Packing directory into RomFS
Упрощенный китайский,Simplified Chinese
Успешно разобран как PFS0 файл,Successfully parsed as PFS0 file
Устанавливается {},Installing {}
Установить как аватар...,Set as avatar...
Установка,Installation
Установка анлокера...,Installing unlocker...
Установка завершена,Installation complete
Установка игр (NAND),Install games (NAND)
Установка игр (SD Card),Install games (SD Card)
Установка игры завершена,Game installation completed
Установка обновлений игр,Install game updates
Установка прервана,Installation interrupted
Установка тайтлов ({}/{}),Installing titles ({}/{})
USB Соединение,USB connection
Установка ярлыка...,Installing shortcut...
Установлен,Installed
Установленные,Installed
Установленные homebrew,Installed homebrew
Установленные homebrew ({}),Installed homebrew ({})
Установленные игры,Installed games
Установленные тикеты,Installed tickets
Установленные тикеты ({}),Installed tickets ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,File is corrupted and cannot be installed. HEAD signature not found
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,File is corrupted and cannot be installed. HFS0 signature not found in root partition
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,File is corrupted and cannot be installed. HFS0 signature not found in secure partition
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,File is corrupted and cannot be installed. PFS0 signature not found
Файл слишком большой для хранилища,File is too large for storage
Файл: {},File: {}
Фиксация ФС...,FS commit...
Финальный размер: {},Final size: {}
Формирование списка...,Generating list...
Форсированный язык    : {},Forced language : {}
Форсированный язык    : {} ({}),Forced language : {} ({})
Форсировать язык,Force language
Французский,French
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,MTP storage
Хранилище только для чтения,Read-only storage
Целевая запись о контенте не найдена,Target content record not found
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PART OF THE CONTENT IS MISSING. THE GAME WILL NOT WORK
Число транзисторов: {:>3},Number of transistors: {:>3}
Число уникальных сыграных игр : {},Number of unique games played : {}
Число ходов:        {:>3},Number of moves:        {:>3}
Чтение каталога...,Reading directory...
Чтение списка файлов...,Reading file list...
Что-то плохое грядёт,Something bad is coming
Что-то пошло не так. Пропускаем оставшийся файл,Something went wrong. Skipping the remaining file
"Чтобы вернуться, нажмите B",Press B to go back
Шадок у Гиби,Swampfolk at the Neighbours
Экспорт SDK,SDK Export
Экспортировать,Export
Экспортировать SDK,Export SDK
Январь,January
Японский,Japanese
Ярлык для DBI,Shortcut for DBI
да,yes
не является LFS папкой,is not an LFS folder
не является LFS папкой игры,is not a game LFS folder
нет,no
"ZL/ZR - смена даты, Y - период","ZL/ZR - change date, Y - period"
"Получено: {}, (скорость не определена)","Received: {}, (speed undefined)"
Игры добавлены в список исключений,Games added to exclusion list
Новых игр в список исключений добавлено не было,No new games have been added to the exclusion list
Просмотр МТР устройства [{}],Viewing MTP device [{}]
Просмотр USB диска [{}],Viewing USB drive [{}]
Заряд батареи (сырое значение) : {},Battery charge (raw value) : {}
ru,engb
[CRC ОШИБКА ФАЙЛА],[FILE CRC ERROR]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,System firmware will be downloaded and installed from file {}.\n\nPress (+) to continue\nAny other button to cancel
Распаковка архива не удалась,Archive extraction failed
Сканирование архива не удалось,Archive scanning failed
Установить все обновления из этой папки,Install all updates from this folder
Япония,Japan
Русский,Russian
Февраль,February
Октябрь,October
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,November
Игрок,Player
Время,Time
Контент,Content
[HASH: OK],[HASH: OK]
Красная,Red
[HASH MISMATCH: Неисправимо],[HASH MISMATCH: Unrecoverable]
[ПРЕД],[PREV]
Альбом,Album
Выход,Exit
и т.д...,etc...
{} бекап,{} backup
874,874
Пишется тело: {}/{}MB \r,Writing body: {}/{}MB \r
Пишется скриншот\n,Writing screenshot\n
Пишется таблица хешей\n,Writing hash table\n
Пишется подпись видео\n,Writing video signature\n
Операция завершена\n,Operation completed\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",System firmware will be downloaded and installed from file {}.\n\nWARNING!!! It seems this version is not supported by the current Atmosphere.\n\nPress (+) to continue\nPress any other button to cancel
Копирование файла не удалось,Failed to copy file
Daybreak.nro не найден,Daybreak.nro not found
Изображение добавлено в альбом,Image added to album
Ошибка добавления изобржения в альбом: {},Error adding image to album: {}
Добавить в альбом,Add to album
Анализ mp4 файла,Analyzing mp4 file
Длительность: {},Duration: {}
ОШИБКА! Файл не содержит один видео трек,ERROR! The file does not contain one video track
ОШИБКА! Файл не содержит один аудио трек,ERROR! The file does not contain one audio track
ОШИБКА! У видео трека неподдерживаемый кодек,ERROR! The video track has an unsupported codec
ОШИБКА! У аудио трека неподдерживаемый кодек,ERROR! Audio track has an unsupported codec
ОШИБКА! Аудио трек не стерео,ERROR! Audio track is not stereo
[{}] Общий тикет для {},[{}] Common ticket for {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERROR! Audio track has an unsuitable sampling rate
ОШИБКА! У видео трека неподходящая ширина,ERROR! Video track has an unsuitable width
ОШИБКА! У видео трека неподходящая высота,ERROR! Video track has an unsuitable height
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,WARNING! Video stream might contain B-Frames. File might not play
"Похоже, это не MP4 файл",It looks like this is not an MP4 file
Открыть как RomFS,Open as RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Your SD card is counterfeit. It is recommended to replace the SD card with a verified one.
[{}] Персональный тикет для {},[{}] Personal ticket for {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Your SD card appears to be counterfeit.\n\nProblems with game installation may occur.\nIn this case, it is recommended to replace the SD card with a verified one."
Информация о SD карте,SD card information
[ПОДПИСЬ: DBI],[SIGNATURE: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Play time    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR change date, Y period, X sorting, (+) select user"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB of {}MB ({:.2f} MB/sec)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X select, Y invert selection, (+) menu, R3 sort, L3 launch"
Создать все известные ({}),Create all known ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X select, Y invert selection, (+) menu, L3 launch"
"DPAD или стики для перемещения, (+) Настройки","DPAD or sticks to move, (+) Settings"
Просмотр HTTP/FTP/Github сервера...,Browsing HTTP/FTP/Github server...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X select, Y invert selection, (+) menu, R3 sort"
"X выбор, Y обр. выбор, (+) меню","X select, Y invert selection, (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X select, Y invert selection, A open, (-) 2nd panel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X select, Y deselect, ⬅/➡ switch panel, (-) close, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA FRAGMENT NOT NEEDED]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTENT MISSING]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[DO NOT CREATE PLACEHOLDER]
[НЕДОСТАТОЧНО МЕСТА],[NOT ENOUGH SPACE]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[UNKNOWN COMPRESSION]
[ОТСУТСТВУЕТ],[MISSING]
[ОШБК],[ERROR]
[ОШИБКА NCA MAGIC],[NCA MAGIC ERROR]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[PLACEHOLDER WRITE ERROR]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD DECOMPRESSION ERROR: {}]
[ОШИБКА РАСПАКОВКИ],[EXTRACTION ERROR]
[ОШИБКА],[ERROR]
[ОШИБКА] Отсутствует URL списка обновлений,[ERROR] Update list URL is missing
[ПЕРЕДАЧА OK],[TRANSFER OK]
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFER INTERRUPTED]
[ПОВРЕЖДЁННЫЙ NCA],[CORRUPTED NCA]
[ПОДПИСЬ: OK],[SIGNATURE: OK]
[ПОДПИСЬ: XCI➡NSP],[SIGNATURE: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[SIGNATURE: Fake]
[СТАРАЯ ПРОШИВКА],[OLD FIRMWARE]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[TITLE MODE REQUIRED]
[ФАЙЛ ПОВРЕЖДЁН],[FILE CORRUPTED]
[ХЕШ ИСПРАВЛЕН],[HASH FIXED]
[ХЕШ НЕ СОВПАДАЕТ],[HASH MISMATCH]
\nНачало обработки dlc {}: {:016X},\nStarting DLC processing {}: {:016X}
\nНачало обработки программы {},\nStarted processing application {}
\nНачало создания Data.nca,\nStarting Data.nca creation
\nНачало создания Meta.nca,\nStarting Meta.nca creation
\nОшибка USB обмена,\nUSB transfer error
\nСборка PFS0,\nBuilding PFS0
\nСборка RomFS,\nBuilding RomFS
\nСекция 0,\nSection 0
\nСекция 1,\nSection 1
\nСекция 2,\nSection 2
\nСоздан NSP: {},\nNSP created: {}
\nШифрование NCA,\nNCA encryption
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hrs
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} hours
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} hours
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hrs
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} hours
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} hours
{:4d}. Всего: {} час,{:4d}. Total: {} hrs
{:4d}. Всего: {} часа,{:4d}. Total: {} hours
{:4d}. Всего: {} часов,{:4d}. Total: {} hours
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objects processed. {:>5} entries found...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB already downloaded...\r
{} cохранение,{} save
{} cохранений,{} saved
{} cохранения,{} save data
{} бекапа,{} backup
{} бекапов,{} backups
{} записей ({}),{} entries ({})
{} записи ({}),{} entries ({})
{} запись ({}),{} entry ({})
{} игр ({}),{} games ({})
{} игра ({}),{} game ({})
{} игры ({}),{} games ({})
{} сохранение,{} save
{} сохранений,{} saves
{} сохранения,{} save data
{} тикет,{} ticket
{} тикета,{} tickets
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Avg: {:.1f} MB/sec, Cur: {:.1f} MB/sec) Rem. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/sec"
{}: {} потерянная запись,{}: {} orphaned entry
{}: {} потерянных записей,{}: {} lost entries
{}: {} потерянных записи,{}: {} lost entries
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/sec)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: skipping {}/{} ({:.2f} MB/sec)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nBackup restoration failed\n\nPress A to abort, any other button to continue"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB of {}MB ({:.2f} MB/sec)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar set
Август,August
Австралия,Australia
Автозапуск MTP,MTP Autostart
Автозапуск списка homebrew,Autostart homebrew list
Агрументы для ярлыка,Shortcut arguments
Адрес FTP сервера: {},FTP server address: {}
Адрес HTTP сервера: {},HTTP server address: {}
Альбом (0°),Album (0°)
Американский английский,American English
Апрель,April
База этой игры не самодостаточна. Не забудьте установить обновление,This game's base is not self-sufficient. Don't forget to install the update
Бекапы,Backups
Бекапы сохранений ({}),Save data backups ({})
Британский английский,British English
В альбоме найден {} объект,{} object found in album
В альбоме найдено {} объекта,Found {} objects in album
В альбоме найдено {} объектов,{} objects found in album
В альбоме отсутствуют объекты,No objects in album
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,Required keys are missing in /switch/prod.keys file.\n\nSome features of the application will be unavailable.\n\nReboot into Hekate and use Lockpick_RCM.bin payload\nto dump keys from SysNAND.
ВНИМАНИЕ! Тайтл {:016X} не установлен,WARNING! Title {:016X} is not installed
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),WARNING! Installed version ({}) does not match desired ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ERRORS FOUND DURING FILE TRANSFER. INSTALLATION ABORTED
Введите URL сервера (HTTP или (S)FTP),Enter server URL (HTTP or (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Enter arguments for the shortcut or leave empty
Введите желаемый номер страницы,Enter desired page number
Введите новое имя,Enter new name
Введите новое имя каталога,Enter new directory name
Введите новое имя файла,Enter new file name
Введите номер DLC,Enter DLC number
Версия {} [v{}],Version {} [v{}]
Вместо пользователя {} использовать:,Use instead of user {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Warning!\nSome files were locked and therefore skipped.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Whilst parsing\n\n{}\n\nthe following error occurred:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Errors occurred during ticket installation. Check for ES sigpatches
Во время экспорта были ошибки,Errors occurred during export
Возраст батареи                : {},Battery age                : {}
Возрастной рейтинг,Age rating
Восстановить,Restore
Восстановить бекап...,Restore backup...
Восстановить для...,Restore for...
Восстановить как бекап сохранения,Restore as save backup
Восстановление бекапа,Restoring backup
Восстановление не удалось,Recovery failed
Восстановление успешно,Restore successful
Восстановление: {},Restoring: {}
Время игры: {:02}:{:02}:{:02},Playtime: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Transfer time {:d}:{:02d}:{:02d}
Все игровые сессии,All game sessions
Все игроки,All players
Все объекты,All objects
Все файлы в порядке,All files are OK
Всего {} байт получен,{} bytes received
Всего {} байт послан,{} bytes sent
Всего {} байта получено,{} bytes received in total
 Да, Yes
Всего {} байта послано,{} bytes sent
Всего {} байтов получено,{} bytes received in total
Всего {} байтов послано,{} bytes sent
Всего записей: {},Total entries: {}
Всего отослано: {} ({}/сек),Total sent: {} ({}/sec)
Всего программ: {},Total titles: {}
Вставить,Paste
Вставка...,Inserting...
Всё время. Всего: {} час,All time. Total: {} hours
Всё время. Всего: {} часа,All time. Total: {} hours
Всё время. Всего: {} часов,All time. Total: {} hours
Вы собираетесь удалить следующие бекапы:,You are about to delete the following backups:
Вы собираетесь удалить следующие игры:,You are about to delete the following games:
Вы собираетесь удалить следующие сохранения:,You are about to delete the following saves:
Вы собираетесь удалить следующие тикеты:,You are about to delete the following tickets:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} entries?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} entry?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} object?\n\n(+) - YES   B - Cancel
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Are you sure you want to delete {} objects?\n\n(+) - YES   B - Cancel
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Are you sure you want to delete {}?\n\n(+) - YES, other button - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Are you sure you want to delete\n{}?\n\n(+) - YES  B - Cancel
Выберите пользователя,Select user
Выберите тип сохранения,Select save type
Выбрать все файлы игры,Select all game files
Выбрать того же пользователя,Select the same user
Выбрать ту же игру,Select the same game
Вырезать,Cut
Вычисление хэша,Calculating hash
Вычисленное время конца : {},Calculated end time : {}
Вычисленное время начала: {},Calculated start time: {}
Генерация DLC [{:016X}][v{}],Generating DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generating DLC unlocker...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generating unlocker for {:016X} with number {} and version {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generating shortcut for path '{}' and arguments '{}'...
Главное меню,Main menu
Голландский,Dutch
"Да, я уверен","Yes, I'm sure"
Дамп анлокера в '{}'...,Dumping unlocker to '{}'...
Дамп текущей прошивки,Dump current firmware
Дамп ярлыка в '{}'...,Dumping shortcut to '{}'...
Действия с файлами,File operations
Действия с файлами ({}),File actions ({})
Декабрь,December
День,Day
Диаграмма активности,Activity Chart
Для бекапов,For backups
Для выхода нажмите любую кнопку,Press any button to exit
Для дампов,For dumps
Для логов,For logs
Добавить в любимые,Add to favourites
Европа,Europe
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","There are unsaved changes.\nDo you want to save them?\n\n(+) - Yes, save\n\n(-) - Exit without saving\n\nOther button - Cancel"
Желаемая версия: {},Desired version: {}
Журнал активности,Activity Log
Завершено,Completed
Загружается список обновлений...,Loading update list...
Загрузка изображения...,Loading image...
Загрузка текста...{}%,Loading text...{}%
Загрузка файла... {}%,Loading file... {}%
Задать размер файла {} не удалось: {},Failed to set file size {}: {}
Закончено за {:02d}:{:02d}:{:02d},Completed in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Out of memory when sending response
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Out of additional buffers. Write speed to storage is too low
Закрытие соединения,Closing connection
Закрытие соединения к {}:{},Closing connection to {}:{}
Запаковать LFS в romfs.bin,Pack LFS into romfs.bin
Запаковать в romfs.bin,Pack into romfs.bin
Запаковка папки в RomFS,Packing folder into RomFS
Записанное время конца  : {},Recorded end time  : {}
Записанное время начала : {},Recorded start time : {}
Запись в файл...,Writing to file...
Запись за пределами файла,Write beyond file
Заполнение нулями,Zero filling
Заполнить свободное место на SD нулями,Fill free space on SD with zeros
Запрет захвата видео,Prohibit video capture
Запрет скриншотов,Screenshot prohibition
Запрещено,Forbidden
Запускавшиеся игры,Launched games
Запустить FTP сервер...,Start FTP server...
Запустить HTTP сервер...,Starting HTTP server...
Запустить МТР соединение,Start MTP connection
Запустить случайную игру,Launch random game
Заряд батареи                  : {},Battery charge                 : {}
Здесь пусто,Nothing here
Игра анонсирует SDK {},Game announces SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Game announces newer SDK ({}) than current firmware ({})
Игра использует titleId от дополнения,Game uses titleId from DLC
Игра использует titleId от обновления,Game uses titleId from update
Извлечь в LFS,Extract to LFS
Изменение размера сохранения на {} [{}]...,Resizing save to {} [{}]...
Изменить версию DLC (десятичную),Change DLC version (decimal)
Изменить номер DLC (десятичный),Change DLC number (decimal)
Изменить номер DLC (шестнадцатеричный),Change DLC number (hexadecimal)
Изменён размер SaveFS,SaveFS size changed
Импорт исправленного тикета...,Importing fixed ticket...
Импорт тикета...,Importing ticket...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Directory name\n'{}'\ncontains invalid characters.\nIt cannot be created.\n\nPress A - abort, B - skip, X - rename"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Filename\n'{}'\ncontains invalid characters.\nIt cannot be created.\n\nPress A - abort, B - skip, X - rename"
Инсталлируется romfs.bin,Installing romfs.bin
Информация о зарядке батареи,Battery charging information
Информация о контенте,Content information
Информация о контенте ({}),Content information ({})
Информация о прошивке,Firmware information
Информация о системе,System information
Информация о сохранении,Save data information
Информация о сохранении...,Save data information...
Информация о тикете,Ticket information
Информация о тикете...,Ticket information...
Информация об NSP,NSP Information
Информация об атмосфере,Atmosphere information
Информация об игровой активности,Game activity information
Информация об источние питания,Power source information
Информация об оборудовании,Hardware information
Информация...,Information...
Испанский,Spanish
Использовано дополнительной памяти: {}. Создано буферов: {},Additional memory used: {}. Buffers created: {}
Использовать папку для...,Use folder for...
Используется USB{},Using USB{}
Итальянский,Italian
Ищется control для ProgramId {},Searching for control for ProgramId {}
Ищется exefs/romfs для ProgramId {},Searching for exefs/romfs for ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Searching for exefs/romfs/logo for ProgramId {}
Ищется {},Searching for {}
Июль,July
Июнь,June
Канадский французский,Canadian French
"Когда ваше устройство подключится, нажмите любую кнопку",Press any button when your device connects
Код партии батареи    : {} ({}),Battery lot code         : {} ({})
Кодировка,Encoding
Конец игры            : -,End of game     : -
Конец игры            : {},End of game     : {}
Контент уже на месте,Content already in place
Копирование IVFC слой {} в nca: {},Copying IVFC layer {} to nca: {}
Копирование PFS0 в nca,Copying PFS0 to nca
Копирование PFS0 хэш таблицы в nca,Copying PFS0 hash table to nca
Копирование SDK {} в файл: {}...,Copying SDK {} to file: {}...
Копировать,Copy
Корейский,Korean
Корень не найден,Root not found
Корень сохранения не существует,Save root does not exist
Корея,Korea
Латиноамериканский испанский,Latin American Spanish
Май,May
Март,March
Масштаб: По ширине,Scale: Fit to Width
Масштаб: По экрану,Scale: Fit to screen
Масштаб: Точка в точку,Scale: Pixel Perfect
Масштаб: Увеличение x2,Scale: 2x Magnification
Место в  NAND         : {},Space in NAND        : {}
Место на SD карте     : {},SD card space   : {}
Место на приставке не занято,No space occupied on the console
Мета контент отсутствует,Meta content is missing
Миссия провалена\n\nНажмите А для выхода,Mission failed\n\nPress A to exit
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Mission successful\n\nMoves left: {}\n\nPress A to exit
Модификация файла не удалась,File modification failed
На выбранном устройстве нет достаточного свободного места для установки,There is not enough free space on the selected device for installation
На месте нет достаточно свободного места,Not enough free space available
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Press (+) to overwrite config with updated\n\nAny other button to skip
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Press (+) to delete, any other button to skip...\n (-) Delete all without asking again"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Press A to continue, another button to exit"
"Нажмите B, чтобы вернуться",Press B to return
Нажмите любую кнопку,Press any button
Найден SDK: {},SDK found: {}
Найден {} зарегистрированный контент-файл,Found {} registered content file
Найден {} контент-файл,Found {} content file
Найден {} пользователь,Found {} user
