original,translation
Удаляется пустая папка,正在删除空文件夹
Удаляется сохранение {}...,正在删除存档 {}...
Удаляется старая запись о контенте...,正在删除旧的内容记录...
Удаляется старый cnmt.nca...,正在删除旧的 cnmt.nca...
Удаляется тикет: {}...,正在删除票据：{}...
Удаляются все объекты из альбома для игры,正在删除游戏相册中的所有项目
Удаляются все сохранения для игры,正在删除游戏的所有存档
Удаляются сохранения...,正在删除存档...
"UID: {}, Ник: {}","UID: {}, 昵称: {}"
Удалённые,已删除
Удачный экспорт,导出成功
Уделение старого тикета...,正在删除旧票据...
Упаковка каталога в RomFS,将目录打包为 RomFS
Упрощенный китайский,简体中文
Успешно разобран как PFS0 файл,已成功解析为 PFS0 文件
Устанавливается {},正在安装 {}
Установить как аватар...,设置为头像...
Установка,安装
Установка анлокера...,正在安装解锁器...
Установка завершена,安装完成
Установка игр (NAND),安装游戏 (NAND)
Установка игр (SD Card),安装游戏 (SD 卡)
Установка игры завершена,游戏安装完成
Установка обновлений игр,安装游戏更新
Установка прервана,安装已中断
Установка тайтлов ({}/{}),正在安装标题 ({}/{})
USB Соединение,USB 连接
Установка ярлыка...,正在安装快捷方式...
Установлен,已安装
Установленные,已安装
Установленные homebrew,已安装的自制程序
Установленные homebrew ({}),已安装的自制程序 ({})
Установленные игры,已安装的游戏
Установленные тикеты,已安装的票据
Установленные тикеты ({}),已安装的票据 ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,文件已损坏，无法安装。未找到 HEAD 签名
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,文件已损坏，无法安装。在根分区中未找到 HFS0 签名
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,文件已损坏，无法安装。在安全分区中未找到 HFS0 签名
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,文件已损坏，无法安装。未找到PFS0签名
Файл слишком большой для хранилища,文件对于存储空间来说太大
Файл: {},文件: {}
Фиксация ФС...,文件系统提交...
Финальный размер: {},最终大小: {}
Формирование списка...,正在生成列表...
Форсированный язык    : {},强制语言  : {}
Форсированный язык    : {} ({}),强制语言  : {} ({})
Форсировать язык,强制语言
Французский,法语
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,MTP 存储
Хранилище только для чтения,只读存储
Целевая запись о контенте не найдена,未找到目标内容记录
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,部分内容缺失。游戏将无法运行
Число транзисторов: {:>3},晶体管数量: {:>3}
Число уникальных сыграных игр : {},已玩独特游戏数量    : {}
Число ходов:        {:>3},回合数:                 {:>3}
Чтение каталога...,正在读取目录...
Чтение списка файлов...,正在读取文件列表...
Что-то плохое грядёт,不祥之事即将发生
Что-то пошло не так. Пропускаем оставшийся файл,出错了。正在跳过剩余文件
"Чтобы вернуться, нажмите B",按 B 返回
Шадок у Гиби,吉比的沙多克
Экспорт SDK,SDK 导出
Экспортировать,导出
Экспортировать SDK,导出 SDK
Январь,一月
Японский,日语
Ярлык для DBI,DBI 快捷方式
да,是
не является LFS папкой,不是 LFS 文件夹
не является LFS папкой игры,不是游戏 LFS 文件夹
нет,否
"ZL/ZR - смена даты, Y - период",ZL/ZR - 更改日期，Y - 周期
"Получено: {}, (скорость не определена)","已接收: {}, (速度未定义)"
Игры добавлены в список исключений,游戏已添加到排除列表
Новых игр в список исключений добавлено не было,没有新游戏被添加到排除列表中
Просмотр МТР устройства [{}],查看 MTP 设备 [{}]
Просмотр USB диска [{}],查看 USB 磁盘 [{}]
Заряд батареи (сырое значение) : {},电池电量（原始值） : {}
ru,zhcn
[CRC ОШИБКА ФАЙЛА],[文件 CRC 错误]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,系统固件将从文件 {} 下载并安装。\n\n按 (+) 继续\n按其他按钮取消
Распаковка архива не удалась,归档解压失败
Сканирование архива не удалось,归档扫描失败
Установить все обновления из этой папки,安装此文件夹中的所有更新
Япония,日本
Русский,俄语
Февраль,二月
Октябрь,十月
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,十一月
Игрок,玩家
Время,时间
Контент,内容
[HASH: OK],[HASH: OK]
Красная,红色的
[HASH MISMATCH: Неисправимо],[哈希不匹配: 不可恢复]
[ПРЕД],[上一页]
Альбом,相册
Выход,退出
и т.д...,等等...
{} бекап,{} 备份
874,874
Пишется тело: {}/{}MB \r,正在写入正文: {}/{}MB \r
Пишется скриншот\n,正在写入截图\n
Пишется таблица хешей\n,正在写入哈希表\n
Пишется подпись видео\n,正在写入视频签名\n
Операция завершена\n,操作已完成\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",将从文件 {} 下载并安装系统固件。\n\n警告!!! 此版本似乎不受当前的 Atmosphere 支持。\n\n按 (+) 继续\n按其他任何按钮取消
Копирование файла не удалось,复制文件失败
Daybreak.nro не найден,未找到 Daybreak.nro
Изображение добавлено в альбом,图片已添加到相册
Ошибка добавления изобржения в альбом: {},添加图片到相册时出错: {}
Добавить в альбом,添加到相册
Анализ mp4 файла,分析 mp4 文件
Длительность: {},时长: {}
ОШИБКА! Файл не содержит один видео трек,错误！文件不包含一个视频轨道
ОШИБКА! Файл не содержит один аудио трек,错误！文件不包含一个音频轨道
ОШИБКА! У видео трека неподдерживаемый кодек,错误！视频轨道具有不支持的编解码器
ОШИБКА! У аудио трека неподдерживаемый кодек,错误！音频轨道具有不支持的编解码器
ОШИБКА! Аудио трек не стерео,错误！音频轨道不是立体声
[{}] Общий тикет для {},[{}] {} 的通用票证
ОШИБКА! У аудио трека неподходящая частота дискретизации,错误！音频轨道的采样率不合适
ОШИБКА! У видео трека неподходящая ширина,错误！视频轨道的宽度不合适
ОШИБКА! У видео трека неподходящая высота,错误！视频轨道的高度不合适
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,注意！视频流可能包含 B 帧。文件可能无法播放
"Похоже, это не MP4 файл",看起来这不是一个 MP4 文件
Открыть как RomFS,以 RomFS 打开
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,您的SD卡是假冒产品。建议更换为经过验证的SD卡。
[{}] Персональный тикет для {},[{}] {} 的个人票证
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"您的SD卡似乎是假冒产品。\n\n安装游戏时可能会出现问题。\n在这种情况下,建议更换为经过验证的SD卡。"
Информация о SD карте,SD卡信息
[ПОДПИСЬ: DBI],[签名: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    游戏时间    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя",ZL/ZR 更改日期，Y 时期，X 排序，(+) 选择用户
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск",X 选择，Y 反选，(+) 菜单，R3 排序，L3 启动
Создать все известные ({}),创建所有已知项 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск",X 选择，Y 反选，(+) 菜单，L3 启动
"DPAD или стики для перемещения, (+) Настройки","DPAD 或摇杆移动,(+) 设置"
Просмотр HTTP/FTP/Github сервера...,正在浏览 HTTP/FTP/Github 服务器...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка",X 选择，Y 反选，(+) 菜单，R3 排序
"X выбор, Y обр. выбор, (+) меню",X 选择，Y 反选，(+) 菜单
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню",X 选择，Y 反选，A 打开，(-) 第2面板，(+) 菜单
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню",X 选择，Y 取消选择，⬅/➡ 切换面板，(-) 关闭，(+) 菜单
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[不需要增量片段]
[КОНТЕНТ ОТСУТСТВУЕТ],[内容缺失]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[不创建占位符]
[НЕДОСТАТОЧНО МЕСТА],[空间不足]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[未知压缩]
[ОТСУТСТВУЕТ],[缺失]
[ОШБК],[错误]
[ОШИБКА NCA MAGIC],[NCA MAGIC错误]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[占位符写入错误]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD解压错误: {}]
[ОШИБКА РАСПАКОВКИ],[解压错误]
[ОШИБКА],[错误]
[ОШИБКА] Отсутствует URL списка обновлений,[错误] 缺少更新列表URL
[ПЕРЕДАЧА OK],[传输 OK]
[ПЕРЕДАЧА ПРЕРВАНА],[传输已中断]
[ПОВРЕЖДЁННЫЙ NCA],[损坏的NCA]
[ПОДПИСЬ: OK],[签名: OK]
[ПОДПИСЬ: XCI➡NSP],[签名: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[签名: 伪造]
[СТАРАЯ ПРОШИВКА],[旧固件]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[需要标题模式]
[ФАЙЛ ПОВРЕЖДЁН],[文件损坏]
[ХЕШ ИСПРАВЛЕН],[哈希已修复]
[ХЕШ НЕ СОВПАДАЕТ],[哈希不匹配]
\nНачало обработки dlc {}: {:016X},\n开始处理DLC {}: {:016X}
\nНачало обработки программы {},\n开始处理应用程序 {}
\nНачало создания Data.nca,\n开始创建Data.nca
\nНачало создания Meta.nca,\n开始创建Meta.nca
\nОшибка USB обмена,\nUSB传输错误
\nСборка PFS0,\n构建PFS0
\nСборка RomFS,\n构建RomFS
\nСекция 0,\n分区 0
\nСекция 1,\n第 1 节
\nСекция 2,\n第 2 部分
\nСоздан NSP: {},\n已创建 NSP: {}
\nШифрование NCA,\nNCA加密
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. 总计: {} 小时
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. 总计：{} 小时
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. 总计: {} 小时
{:4d} {}. Всего: {} час,{:4d} {}. 总计: {} 小时
{:4d} {}. Всего: {} часа,{:4d} {}. 总计: {} 小时
{:4d} {}. Всего: {} часов,{:4d} {}. 总计: {} 小时
{:4d}. Всего: {} час,{:4d}. 总计：{} 小时
{:4d}. Всего: {} часа,{:4d}. 总计：{} 小时
{:4d}. Всего: {} часов,{:4d}. 总计：{} 小时
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} 个对象已处理。{:>5} 条记录已找到...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB 已下载...\r
{} cохранение,{} 存档
{} cохранений,{} 已保存
{} cохранения,{} 存档数据
{} бекапа,{} 备份
{} бекапов,{} 备份
{} записей ({}),{} 条目 ({})
{} записи ({}),{} 条记录 ({})
{} запись ({}),{} 条目 ({})
{} игр ({}),{}游戏 ({})
{} игра ({}),{} 游戏 ({})
{} игры ({}),{}游戏 ({})
{} сохранение,{} 存档
{} сохранений,{} 存档
{} сохранения,{} 存档数据
{} тикет,{} 票
{} тикета,{} 票
{} тикетов,{}张票
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (平均: {:.1f} MB/秒, 当前: {:.1f} MB/秒) 剩余 {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек",{}/{} MB，{:.2f} MB/秒
{}: {} потерянная запись,{}: {} 孤立条目
{}: {} потерянных записей,{}:{} 个丢失的条目
{}: {} потерянных записи,{}:{} 个丢失的条目
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/秒)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/秒)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}：跳过 {}/{} ({:.2f} MB/秒)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\n备份恢复失败\n\n按A中止,其他按钮继续"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
АВТО,自动
Аватар установлен,头像已设置
Август,八月
Австралия,澳大利亚
Автозапуск MTP,MTP自动启动
Автозапуск списка homebrew,自动启动自制软件列表
Агрументы для ярлыка,快捷方式参数
Адрес FTP сервера: {},FTP服务器地址: {}
Адрес HTTP сервера: {},HTTP服务器地址: {}
Альбом (0°),相册 (0°)
Американский английский,美式英语
Апрель,四月
База этой игры не самодостаточна. Не забудьте установить обновление,此游戏的基础版本不完整。请不要忘记安装更新
Бекапы,备份
Бекапы сохранений ({}),存档数据备份 ({})
Британский английский,英式英语
В альбоме найден {} объект,在相册中找到 {} 个对象
В альбоме найдено {} объекта,在相册中找到{}个对象
В альбоме найдено {} объектов,在相册中找到{}个对象
В альбоме отсутствуют объекты,相册中没有对象
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys 文件中缺少必需的密钥。\n\n应用程序的部分功能将不可用。\n\n重启至 Hekate 并使用 Lockpick_RCM.bin payload\n从 SysNAND 转储密钥。
ВНИМАНИЕ! Тайтл {:016X} не установлен,警告！标题 {:016X} 未安装
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),警告！已安装的版本 ({}) 与所需版本 ({}) 不匹配
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,文件传输过程中发现错误。安装已中止
Введите URL сервера (HTTP или (S)FTP),输入服务器 URL(HTTP 或 (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,输入快捷方式的参数或留空
Введите желаемый номер страницы,输入所需页码
Введите новое имя,输入新名称
Введите новое имя каталога,输入新目录名称
Введите новое имя файла,输入新文件名
Введите номер DLC,输入DLC编号
Версия {} [v{}],版本 {} [v{}]
Вместо пользователя {} использовать:,使用以代替用户 {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,"注意!\n某些文件已被锁定,因此被跳过。"
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},解析时\n\n{}\n\n发生以下错误:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,安装票据时发生错误。请检查是否存在ES签名补丁
Во время экспорта были ошибки,导出过程中发生错误
Возраст батареи                : {},电池使用时长    : {}
Возрастной рейтинг,年龄分级
Восстановить,恢复
Восстановить бекап...,恢复备份...
Восстановить для...,恢复到...
Восстановить как бекап сохранения,恢复为存档备份
Восстановление бекапа,正在恢复备份
Восстановление не удалось,恢复失败
Восстановление успешно,恢复成功
Восстановление: {},恢复中: {}
Время игры: {:02}:{:02}:{:02},游戏时间：{:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},传输时间 {:d}:{:02d}:{:02d}
Все игровые сессии,所有游戏会话
Все игроки,所有玩家
Все объекты,所有对象
Все файлы в порядке,所有文件正常
Всего {} байт получен,已接收 {} 字节
Всего {} байт послан,已发送 {} 字节
Всего {} байта получено,总共接收 {} 字节
 Да, 是
Всего {} байта послано,已发送 {} 字节
Всего {} байтов получено,总共接收 {} 字节
Всего {} байтов послано,已发送 {} 字节
Всего записей: {},总条目数: {}
Всего отослано: {} ({}/сек),总发送量: {} ({}/秒)
Всего программ: {},总标题数: {}
Вставить,插入
Вставка...,插入中...
Всё время. Всего: {} час,全部时间。总计: {}小时
Всё время. Всего: {} часа,全部时间。总计: {}小时
Всё время. Всего: {} часов,全部时间。总计: {}小时
Вы собираетесь удалить следующие бекапы:,您即将删除以下备份:
Вы собираетесь удалить следующие игры:,您即将删除以下游戏:
Вы собираетесь удалить следующие сохранения:,您即将删除以下存档:
Вы собираетесь удалить следующие тикеты:,您即将删除以下票据:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,您确定要删除 {} 条记录吗?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,您确定要删除{}条目吗?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,您确定要删除 {} 个对象吗?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,您确定要删除 {} 个对象吗?\n\n(+) - 是   B - 取消
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","您确定要删除{}吗?\n\n(+) - 是,其他按钮 - 否"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",您确定要删除\n{}吗?\n\n(+) - 是  B - 取消
Выберите пользователя,选择用户
Выберите тип сохранения,选择存档类型
Выбрать все файлы игры,选择所有游戏文件
Выбрать того же пользователя,选择相同用户
Выбрать ту же игру,选择同一游戏
Вырезать,剪切
Вычисление хэша,正在计算哈希值
Вычисленное время конца : {},计算的结束时间 : {}
Вычисленное время начала: {},计算的开始时间: {}
Генерация DLC [{:016X}][v{}],生成DLC [{:016X}][v{}]
Генерация DLC анлокера...,正在生成DLC解锁器...
Генерируется анлокер для {:016X} с номером {} и версией {}...,正在为 {:016X} 生成解锁器，编号 {}，版本 {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,正在为路径 '{}' 和参数 '{}' 生成快捷方式...
Главное меню,主菜单
Голландский,荷兰语
"Да, я уверен",是的，我确定
Дамп анлокера в '{}'...,正在转储解锁器到'{}'...
Дамп текущей прошивки,转储当前固件
Дамп ярлыка в '{}'...,正在转储快捷方式到'{}'...
Действия с файлами,文件操作
Действия с файлами ({}),文件操作 ({})
Декабрь,十二月
День,天
Диаграмма активности,活动图表
Для бекапов,用于备份
Для выхода нажмите любую кнопку,按任意按钮退出
Для дампов,用于转储
Для логов,用于日志
Добавить в любимые,添加到收藏
Европа,欧洲
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","有未保存的更改。\n您想保存它们吗?\n\n(+) - 是,保存\n\n(-) - 不保存退出\n\n其他按钮 - 取消"
Желаемая версия: {},期望版本: {}
Журнал активности,活动日志
Завершено,已完成
Загружается список обновлений...,正在加载更新列表...
Загрузка изображения...,正在加载图像...
Загрузка текста...{}%,正在加载文本...{}%
Загрузка файла... {}%,正在加载文件... {}%
Задать размер файла {} не удалось: {},设置文件大小 {} 失败: {}
Закончено за {:02d}:{:02d}:{:02d},已完成，用时 {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,发送响应时内存不足
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,额外缓冲区已用尽。存储写入速度过低
Закрытие соединения,正在关闭连接
Закрытие соединения к {}:{},正在关闭到 {}:{} 的连接
Запаковать LFS в romfs.bin,将LFS打包到romfs.bin
Запаковать в romfs.bin,打包到romfs.bin
Запаковка папки в RomFS,正在将文件夹打包到RomFS
Записанное время конца  : {},记录的结束时间  : {}
Записанное время начала : {},记录的开始时间 : {}
Запись в файл...,正在写入文件...
Запись за пределами файла,写入超出文件范围
Заполнение нулями,零填充
Заполнить свободное место на SD нулями,用零填充SD卡剩余空间
Запрет захвата видео,禁止视频捕获
Запрет скриншотов,禁止截图
Запрещено,禁止
Запускавшиеся игры,已启动的游戏
Запустить FTP сервер...,启动FTP服务器...
Запустить HTTP сервер...,正在启动HTTP服务器...
Запустить МТР соединение,启动MTP连接
Запустить случайную игру,启动随机游戏
Заряд батареи                  : {},电池电量                       : {}
Здесь пусто,这里什么都没有
Игра анонсирует SDK {},游戏宣布 SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",游戏需要比当前固件 ({}) 更新的 SDK ({})
Игра использует titleId от дополнения,游戏使用DLC的titleId
Игра использует titleId от обновления,游戏使用更新中的titleId
Извлечь в LFS,提取到LFS
Изменение размера сохранения на {} [{}]...,正在调整存档大小至 {} [{}]...
Изменить версию DLC (десятичную),更改DLC版本(十进制)
Изменить номер DLC (десятичный),更改DLC编号 (十进制)
Изменить номер DLC (шестнадцатеричный),更改DLC编号 (十六进制)
Изменён размер SaveFS,SaveFS 大小已更改
Импорт исправленного тикета...,正在导入已修复的票据...
Импорт тикета...,正在导入票据...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","目录名称\n'{}'\n包含无效字符。\n无法创建。\n\n按 A - 中止,B - 跳过,X - 重命名"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","文件名\n'{}'\n包含无效字符。\n无法创建。\n\n按 A - 中止,B - 跳过,X - 重命名"
Инсталлируется romfs.bin,正在安装 romfs.bin
Информация о зарядке батареи,电池充电信息
Информация о контенте,内容信息
Информация о контенте ({}),内容信息 ({})
Информация о прошивке,固件信息
Информация о системе,系统信息
Информация о сохранении,存档信息
Информация о сохранении...,存档信息...
Информация о тикете,票据信息
Информация о тикете...,票据信息...
Информация об NSP,NSP信息
Информация об атмосфере,Atmosphere信息
Информация об игровой активности,游戏活动信息
Информация об источние питания,电源信息
Информация об оборудовании,硬件信息
Информация...,信息...
Испанский,西班牙语
Использовано дополнительной памяти: {}. Создано буферов: {},已使用额外内存: {}。已创建缓冲区: {}
Использовать папку для...,使用文件夹...
Используется USB{},正在使用USB{}
Итальянский,意大利语
Ищется control для ProgramId {},正在搜索 ProgramId {} 的 control
Ищется exefs/romfs для ProgramId {},正在搜索 ProgramId {} 的 exefs/romfs
Ищется exefs/romfs/logo для ProgramId {},正在搜索 ProgramId {} 的 exefs/romfs/logo
Ищется {},正在搜索 {}
Июль,七月
Июнь,六月
Канадский французский,加拿大法语
"Когда ваше устройство подключится, нажмите любую кнопку","当您的设备连接时,请按任意按钮"
Код партии батареи    : {} ({}),电池批次代码            : {} ({})
Кодировка,编码
Конец игры            : -,游戏结束  : -
Конец игры            : {},游戏结束  : {}
Контент уже на месте,内容已就位
Копирование IVFC слой {} в nca: {},正在复制 IVFC 层 {} 到 nca: {}
Копирование PFS0 в nca,正在将PFS0复制到nca
Копирование PFS0 хэш таблицы в nca,正在复制PFS0哈希表到nca
Копирование SDK {} в файл: {}...,正在复制 SDK {} 到文件: {}...
Копировать,复制
Корейский,韩语
Корень не найден,未找到根目录
Корень сохранения не существует,存档根目录不存在
Корея,韩国
Латиноамериканский испанский,拉丁美洲西班牙语
Май,五月
Март,三月
Масштаб: По ширине,缩放: 适应宽度
Масштаб: По экрану,缩放: 适应屏幕
Масштаб: Точка в точку,缩放: 像素完美
Масштаб: Увеличение x2,缩放: 2倍放大
Место в  NAND         : {},NAND 空间            : {}
Место на SD карте     : {},SD卡空间 : {}
Место на приставке не занято,主机上未占用空间
Мета контент отсутствует,元内容缺失
Миссия провалена\n\nНажмите А для выхода,任务失败\n\n按A退出
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,任务成功\n\n剩余步数: {}\n\n按A键退出
Модификация файла не удалась,文件修改失败
На выбранном устройстве нет достаточного свободного места для установки,所选设备上没有足够的可用空间进行安装
