original,translation
Тёмная комната,Karanlık oda
Убрать из любимых,Favorilerden kaldır
Увеличить размер (в МБ),Boyutu artır (MB cinsinden)
"Уверены, что хотите продолжить?",Devam etmek istediğinizden emin misiniz?
Удаление Wi-Fi профиля,Wi-Fi profili siliniyor
Удаление Wi-Fi профиля...,Wi-Fi profili siliniyor...
Удаление {} бекапа,{} yedeklemesi siliniyor
Удаление {} бекапов,{} yedeklemeyi silme
Удаление {} сохранений,{} kaydı siliniyor
Удаление {} сохранения,{} kaydı siliniyor
Удаление бекапов,Yedeklemeleri silme
Удаление записи об игре...,Oyun kaydı siliniyor...
Удаление игр,Oyunları silme
Удаление игры целиком: [{}],Oyunun tamamını sil: [{}]
Удаление каталога LFS,LFS dizininin silinmesi
Удаление контента,İçeriği silme
Удаление настроек родительского контроля...,Ebeveyn kontrolü ayarları siliniyor...
Удаление не удалось.\n\nНажмите любую кнопку для продолжения,Silme başarısız oldu. \n \n Devam etmek için herhangi bir düğmeye basın
Удаление неиспользуемого {}...,Kullanılmayan {} siliniyor...
Удаление плейсхолдера...,Yer tutucu siliniyor...
Удаление пользователя,Kullanıcı siliniyor
Удаление пользователя...,Kullanıcı siliniyor...
Удаление ранее установленных файлов...,Önceden yüklenmiş dosyalar siliniyor...
Удаление родительского контроля,Ebeveyn kontrolünün silinmesi
SaveFS очищена,SaveFS temizlendi
Удаление связи с Nintendo account...,Nintendo hesap bağlantısı siliniyor...
Удаление сохранений,Kayıtlar siliniyor
Удаление сохранения целиком,Tüm kaydetme siliniyor
Удаление старого     {}...,Eski {} siliniyor...
Удаление старого файла {}...,Eski {} dosyası siliniyor...
Удаление старой записи об игре...,Eski oyun kaydı siliniyor...
Удаление старой папки {}...,Eski {} klasörü siliniyor...
Удаление тайтла: [{}],Başlık siliniyor: [{}]
Удаление тикетов ({}),Biletler siliniyor ({})
Удаление...,Siliniyor...
Удалить,Silmek
Удалить LFS,LFS'yi sil
Удалить сохранения,Kayıtları sil
Удалить старые бекапы,Eski yedeklemeleri silin
Удаляется {} из {}...,{} / {} siliniyor...
Удаляется {}...,{} siliniyor...
Удаляется запись о контенте...,İçerik kaydı siliniyor...
Удаляется запись об игре...,Oyun kaydı siliniyor...
Удаляется игра и весь связанный контент,Oyunun ve ilgili tüm içeriğin silinmesi
Titlekey не может быть инициализирован,Titlekey başlatılamıyor
Удаляется папка LFS...,LFS klasörü siliniyor...
Удаляется пустая папка,Boş klasörün silinmesi
Удаляется сохранение {}...,{} kaydı siliniyor...
Удаляется старая запись о контенте...,Eski içerik kaydı siliniyor...
Удаляется старый cnmt.nca...,Eski cnmt.nca siliniyor...
Удаляется тикет: {}...,Bilet siliniyor: {} ...
Удаляются все объекты из альбома для игры,Oyun albümündeki tüm öğelerin silinmesi
Удаляются все сохранения для игры,Oyunun tüm kayıtları siliniyor
Удаляются сохранения...,Kayıt verileri siliniyor...
"UID: {}, Ник: {}","UID: {} , Takma Ad: {}"
Удалённые,Silindi
Удачный экспорт,Başarılı ihracat
Уделение старого тикета...,Eski bilet siliniyor...
Упаковка каталога в RomFS,Dizini RomFS'ye paketleme
Упрощенный китайский,Basitleştirilmiş Çince
Успешно разобран как PFS0 файл,PFS0 dosyası olarak başarıyla ayrıştırıldı
Устанавливается {},{} yükleniyor
Установить как аватар...,Avatar olarak ayarla...
Установка,Kurulum
Установка анлокера...,Kilit açıcı yükleniyor...
Установка завершена,Kurulum tamamlandı
Установка игр (NAND),Oyunları yükleme (NAND)
Установка игр (SD Card),Oyunları yükleyin (SD Kart)
Установка игры завершена,Oyunun kurulumu tamamlandı
Установка обновлений игр,Oyun güncellemelerini yükleyin
Установка прервана,Kurulum kesintiye uğradı
Установка тайтлов ({}/{}),Başlıklar yükleniyor ({} / {})
USB Соединение,USB bağlantısı
Установка ярлыка...,Kısayol yükleniyor...
Установлен,Yüklendi
Установленные,Yüklendi
Установленные homebrew,Homebrew yüklü
Установленные homebrew ({}),Homebrew yüklendi ({})
Установленные игры,Yüklü oyunlar
Установленные тикеты,Kurulu biletler
Установленные тикеты ({}),Kurulu biletler ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Dosya bozuk ve yüklenemiyor. HEAD imzası bulunamadı
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Dosya bozuk ve yüklenemiyor. HFS0 imzası kök bölümde bulunamadı
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Dosya bozuk ve yüklenemiyor. HFS0 imzası güvenli bölümde bulunamadı
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Dosya bozuk ve yüklenemiyor. PFS0 imzası bulunamadı
Файл слишком большой для хранилища,Dosya depolama için çok büyük
Файл: {},Dosya: {}
Фиксация ФС...,FS taahhüdü...
Финальный размер: {},Son boyut: {}
Формирование списка...,Liste oluşturuluyor...
Форсированный язык    : {},Zorunlu dil           : {}
Форсированный язык    : {} ({}),Zorunlu dil           : {} ({})
Форсировать язык,Dili zorla
Французский,Fransızca
"Х:{}, Т:{}, РЦ:{}","Y: {} , T: {} , K: {}"
Хранилища MTP,MTP depolama
Хранилище только для чтения,Salt okunur depolama
Целевая запись о контенте не найдена,Hedef içerik kaydı bulunamadı
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,İÇERİĞİN BİR KISMI EKSİKTİR. OYUN ÇALIŞMAYACAK
Число транзисторов: {:>3},Transistör sayısı: {:>3}
Число уникальных сыграных игр : {},Oynanan benzersiz oyun sayısı    : {}
Число ходов:        {:>3},Hareket sayısı: {:>3}
Чтение каталога...,Dizin okunuyor...
Чтение списка файлов...,Dosya listesi okunuyor...
Что-то плохое грядёт,Kötü bir şey geliyor
Что-то пошло не так. Пропускаем оставшийся файл,Bir şeyler ters gitti. Kalan dosyayı atlamak
"Чтобы вернуться, нажмите B",Geri dönmek için B'ye basın
Шадок у Гиби,Bataklık halkı komşularda
Экспорт SDK,SDK'yı Dışa Aktarma
Экспортировать,İhracat
Экспортировать SDK,SDK'yı dışa aktar
Январь,Ocak
Японский,Japonca
Ярлык для DBI,DBI için kısayol
да,Evet
не является LFS папкой,bir LFS klasörü değil
не является LFS папкой игры,bir oyun LFS klasörü değil
нет,HAYIR
"ZL/ZR - смена даты, Y - период","ZL/ZR  -  değişiklik tarihi, Y  -  dönemi"
"Получено: {}, (скорость не определена)","Alındı: {} , (hız tanımsız)"
Игры добавлены в список исключений,Hariç tutulanlar listesine eklenen oyunlar
Новых игр в список исключений добавлено не было,Hariç tutulanlar listesine yeni oyun eklenmedi
Просмотр МТР устройства [{}],MTP cihazı görüntüleniyor [{}]
Просмотр USB диска [{}],USB sürücüsü görüntüleniyor [{}]
Заряд батареи (сырое значение) : {},Pil şarjı (ham değer): {}
ru,tr
[CRC ОШИБКА ФАЙЛА],[DOSYA CRC HATASI]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Sistem yazılımı {} dosyasından indirilecek ve kurulacaktır. \n \n Devam etmek için (+) tuşuna basın \n İptal etmek için başka herhangi bir tuş
Распаковка архива не удалась,Arşiv çıkarma işlemi başarısız oldu
Сканирование архива не удалось,Arşiv taraması başarısız oldu
Установить все обновления из этой папки,Bu klasördeki tüm güncellemeleri yükleyin
Япония,Japonya
Русский,Rusça
Февраль,Şubat
Октябрь,Ekim
[HASH MISMATCH: GC ➡ eShop],[HASH UYUŞMAZLIĞI: GC ➡ eShop]
Ноябрь,Kasım
Игрок,Oyuncu
Время,Zaman
Контент,İçerik
[HASH: OK],[kare: tamam]
Красная,Kırmızı
[HASH MISMATCH: Неисправимо],[HASH UYUŞMAZLIĞI: Kurtarılamaz]
[ПРЕД],[ÖNCEKİ]
Альбом,Albüm
Выход,Çıkış
и т.д...,vesaire...
{} бекап,{} yedekleme
874,874
Пишется тело: {}/{}MB \r,Yazma gövdesi: {} / {} MB \r
Пишется скриншот\n,Ekran görüntüsü yazılıyor \n
Пишется таблица хешей\n,Karma tablosunu yazma \n
Пишется подпись видео\n,Video imzası yazma \n
Операция завершена\n,İşlem tamamlandı \n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",Sistem yazılımı {} dosyasından indirilecek ve kurulacaktır. \n \n UYARI!!! Görünüşe göre bu sürüm mevcut Atmosfer tarafından desteklenmiyor. \n \n Devam etmek için (+) tuşuna basın \n İptal etmek için başka bir tuşa basın
Копирование файла не удалось,Dosya kopyalanamadı
Daybreak.nro не найден,Daybreak.nro bulunamadı
Изображение добавлено в альбом,Resim albüme eklendi
Ошибка добавления изобржения в альбом: {},Albüme resim eklenirken hata oluştu: {}
Добавить в альбом,Albüme ekle
Анализ mp4 файла,Mp4 dosyasını analiz etme
Длительность: {},Süre: {}
ОШИБКА! Файл не содержит один видео трек,HATA! Dosya tek bir video parçası içermiyor
ОШИБКА! Файл не содержит один аудио трек,HATA! Dosya tek bir ses parçası içermiyor
ОШИБКА! У видео трека неподдерживаемый кодек,HATA! Video parçasında desteklenmeyen bir codec bileşeni var
ОШИБКА! У аудио трека неподдерживаемый кодек,HATA! Ses parçasında desteklenmeyen bir kodlayıcı var
ОШИБКА! Аудио трек не стерео,HATA! Ses parçası stereo değil
[{}] Общий тикет для {},[{}] {} için ortak bilet
ОШИБКА! У аудио трека неподходящая частота дискретизации,HATA! Ses parçasının örnekleme hızı uygun değil
ОШИБКА! У видео трека неподходящая ширина,HATA! Video parçasının genişliği uygun değil
ОШИБКА! У видео трека неподходящая высота,HATA! Video parçasının yüksekliği uygun değil
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,UYARI! Video akışı B Çerçeveleri içerebilir. Dosya oynatılamayabilir
"Похоже, это не MP4 файл",Görünüşe göre bu bir MP4 dosyası değil
Открыть как RomFS,RomFS olarak aç
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1m ve \x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1m Ç \x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,SD kartınız sahte. SD kartın doğrulanmış bir kartla değiştirilmesi önerilir.
[{}] Персональный тикет для {},[{}] {} için kişisel bilet
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,SD kartınız sahte görünüyor. \n \n Oyun kurulumunda sorunlar ortaya çıkabilir. \n Bu durumda SD kartın doğrulanmış bir kartla değiştirilmesi önerilir.
Информация о SD карте,SD kart bilgileri
[ПОДПИСЬ: DBI],[İMZA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.  Oynatma süresi \x1b[32;1m {:02} : {:02} : {:02} \x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR değişiklik tarihi, Y dönemi, X sıralama, (+) kullanıcı seç"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{} MB] {} MB / {} MB ({:.2f} MB/sn)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X seçimi, Y seçimi tersine çevirme, (+) menüsü, R3 sıralama, L3 başlatma"
Создать все известные ({}),Bilinen tümünü oluştur ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X seçimi, Y seçimi tersine çevirme, (+) menüsü, L3 başlatma"
"DPAD или стики для перемещения, (+) Настройки","DPAD veya taşımak için yapışır, (+) Ayarlar"
Просмотр HTTP/FTP/Github сервера...,HTTP/FTP/Github sunucusuna göz atılıyor...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X seçimi, Y seçimi tersine çevirme, (+) menüsü, R3 sıralaması"
"X выбор, Y обр. выбор, (+) меню","X seçimi, Y seçimi tersine çevirme, (+) menüsü"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X seç, Y ters çevir seçimi, A aç, (-) 2. panel, (+) menü"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X seç, Y seçimi kaldır, ⬅/➡ panel değiştirme, (-) kapat, (+) menü"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[DELTA PARÇASI GEREKLİ DEĞİLDİR]
[КОНТЕНТ ОТСУТСТВУЕТ],[İÇERİK EKSİK]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[YER TUTUCU OLUŞTURMAYIN]
[НЕДОСТАТОЧНО МЕСТА],[YETERLİ ALAN YOK]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[BİLİNMEYEN SIKIŞTIRMA]
[ОТСУТСТВУЕТ],[EKSİK]
[ОШБК],[HATA]
[ОШИБКА NCA MAGIC],[NCA BÜYÜ HATASI]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[YER TUTUCU YAZMA HATASI]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD AÇMA HATASI: {}]
[ОШИБКА РАСПАКОВКИ],[ÇIKARMA HATASI]
[ОШИБКА],[HATA]
[ОШИБКА] Отсутствует URL списка обновлений,[HATA] Güncelleme listesi URL'si eksik
[ПЕРЕДАЧА OK],[AKTARIM TAMAM]
[ПЕРЕДАЧА ПРЕРВАНА],[AKTARIM KESİLDİ]
[ПОВРЕЖДЁННЫЙ NCA],[BOZUK NCA]
[ПОДПИСЬ: OK],[İMZA: Tamam]
[ПОДПИСЬ: XCI➡NSP],[İMZA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[İMZA: Sahte]
[СТАРАЯ ПРОШИВКА],[ESKİ YAZILIM]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[BAŞLIK MODU GEREKLİ]
[ФАЙЛ ПОВРЕЖДЁН],[DOSYA BOZUK]
[ХЕШ ИСПРАВЛЕН],[HASH DÜZELTİLDİ]
[ХЕШ НЕ СОВПАДАЕТ],[KARMA UYUŞMAZLIĞI]
\nНачало обработки dlc {}: {:016X},\n DLC işlemeye başlanıyor {} : {:016X}
\nНачало обработки программы {},\n Uygulamayı işlemeye başladı {}
\nНачало создания Data.nca,\n Data.nca oluşturma işlemi başlatılıyor
\nНачало создания Meta.nca,\n Meta.nca oluşturma işlemi başlatılıyor
\nОшибка USB обмена,\n USB aktarım hatası
\nСборка PFS0,\n PFS0 Binası
\nСборка RomFS,\n RomFS'yi Oluşturmak
\nСекция 0,\n Bölüm 0
\nСекция 1,\n Bölüm 1
\nСекция 2,\n Bölüm 2
\nСоздан NSP: {},\n NSP oluşturuldu: {}
\nШифрование NCA,\n NCA şifrelemesi
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d} . Toplam: {} saat
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d} . Toplam: {} saat
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d} . Toplam: {} saat
{:4d} {}. Всего: {} час,{:4d} {} . Toplam: {} saat
{:4d} {}. Всего: {} часа,{:4d} {} . Toplam: {} saat
{:4d} {}. Всего: {} часов,{:4d} {} . Toplam: {} saat
{:4d}. Всего: {} час,{:4d} . Toplam: {} saat
{:4d}. Всего: {} часа,{:4d} . Toplam: {} saat
{:4d}. Всего: {} часов,{:4d} . Toplam: {} saat
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {} {:<50} \x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} nesne işlendi. {:>5} giriş bulundu...\r
{:>6}/{}kB уже скачано...\r,{:>6} / {} kB zaten indirildi...\r
{} cохранение,{} kaydet
{} cохранений,{} kaydedildi
{} cохранения,{} verileri kaydet
{} бекапа,{} yedekleme
{} бекапов,{} yedekleme
{} записей ({}),{} girişler ({})
{} записи ({}),{} girişler ({})
{} запись ({}),{} girişi ({})
{} игр ({}),{} oyunlar ({})
{} игра ({}),{} oyun ({})
{} игры ({}),{} oyunlar ({})
{} сохранение,{} kaydet
{} сохранений,{} kaydeder
{} сохранения,{} verileri kaydet
{} тикет,{} bilet
{} тикета,{} bilet
{} тикетов,{} bilet
{}-{} FW:{}{} SDK:{},{} - {} Donanım Yazılımı: {} {} SDK: {}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{} / {} MB (Ort: {:.1f} MB/sn, Cur: {:.1f} MB/sn) Rem. {:02d} : {:02d} \r"
"{}/{} МБ, {:.2f} МБ/сек","{} / {} MB, {:.2f} MB/sn"
{}: {} потерянная запись,{} : {} yetim giriş
{}: {} потерянных записей,{} : {} kayıp girişler
{}: {} потерянных записи,{} : {} kayıp girişler
{}: {}/{} ({:.2f} МБ/сек),{} : {} / {} ({:.2f} MB/sn)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{} : {} / {} ({} %) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{} : atlanıyor {} / {} ({:.2f} MB/sn)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{} \n \n Yedekleme geri yüklemesi başarısız oldu \n \n İptal etmek için A'ya, devam etmek için başka bir düğmeye basın"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{} MB / {} MB ({:.2f} MB/sn)\x1b[0K\r
АВТО,OTOMATİK
Аватар установлен,Avatar seti
Август,Ağustos
Австралия,Avustralya
Автозапуск MTP,MTP Otomatik Başlatma
Автозапуск списка homebrew,Evde bira hazırlama listesini otomatik başlat
Агрументы для ярлыка,Kısayol bağımsız değişkenleri
Адрес FTP сервера: {},FTP sunucusu adresi: {}
Адрес HTTP сервера: {},HTTP sunucusu adresi: {}
Альбом (0°),Albüm (0°)
Американский английский,Amerikan İngilizcesi
Апрель,Nisan
База этой игры не самодостаточна. Не забудьте установить обновление,Bu oyunun temeli kendi kendine yeterli değildir. Güncellemeyi yüklemeyi unutmayın
Бекапы,Yedeklemeler
Бекапы сохранений ({}),Veri yedeklerini kaydet ({})
Британский английский,İngiliz İngilizcesi
В альбоме найден {} объект,{} albümde nesne bulundu
В альбоме найдено {} объекта,Albümde {} nesne bulundu
В альбоме найдено {} объектов,{} albümde nesne bulundu
В альбоме отсутствуют объекты,Albümde nesne yok
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys dosyasında gerekli anahtarlar eksik. \n \n Uygulamanın bazı özellikleri kullanılamayacak. \n \n Hekate'yi yeniden başlatın ve anahtarları SysNAND'dan boşaltmak için Lockpick_RCM.bin yükünü \n kullanın.
ВНИМАНИЕ! Тайтл {:016X} не установлен,UYARI! Başlık {:016X} yüklü değil
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),UYARI! Kurulu sürüm ({}) istenenle ({}) eşleşmiyor
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,DOSYA AKTARIMI SIRASINDA BULUNAN HATALAR. KURULUM İPTAL EDİLDİ
Введите URL сервера (HTTP или (S)FTP),Sunucu URL'sini girin (HTTP veya (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Kısayol için bağımsız değişkenleri girin veya boş bırakın
Введите желаемый номер страницы,İstediğiniz sayfa numarasını girin
Введите новое имя,Yeni adı girin
Введите новое имя каталога,Yeni dizin adını girin
Введите новое имя файла,Yeni dosya adını girin
Введите номер DLC,DLC numarasını girin
Версия {} [v{}],Sürüm {} [v {}]
Вместо пользователя {} использовать:,{} kullanıcısı yerine şunu kullanın:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Uyarı! \n Bazı dosyalar kilitlendi ve bu nedenle atlandı.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},\n \n {} \n \n ayrıştırılırken aşağıdaki hata oluştu: \n \n {}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Bilet kurulumu sırasında hatalar oluştu. ES işaret yamalarını kontrol edin
Во время экспорта были ошибки,Dışa aktarma sırasında hatalar oluştu
Возраст батареи                : {},Pil yaşı : {}
Возрастной рейтинг,Yaş derecelendirmesi
Восстановить,Eski haline getirmek
Восстановить бекап...,Yedeklemeyi geri yükle...
Восстановить для...,Şunun için geri yükle...
Восстановить как бекап сохранения,Kaydetme yedeği olarak geri yükle
Восстановление бекапа,Yedekleme geri yükleniyor
Восстановление не удалось,Kurtarma başarısız oldu
Восстановление успешно,Başarılı bir şekilde geri yükle
Восстановление: {},Geri yükleniyor: {}
Время игры: {:02}:{:02}:{:02},Oynatma süresi: {:02} : {:02} : {:02}
Время передачи {:d}:{:02d}:{:02d},Aktarım süresi {:d} : {:02d} : {:02d}
Все игровые сессии,Tüm oyun oturumları
Все игроки,Tüm oyuncular
Все объекты,Tüm nesneler
Все файлы в порядке,Tüm dosyalar tamam
Всего {} байт получен,{} bayt alındı
Всего {} байт послан,{} bayt gönderildi
Всего {} байта получено,Toplamda {} bayt alındı
 Да,Evet
Всего {} байта послано,{} bayt gönderildi
Всего {} байтов получено,Toplamda {} bayt alındı
Всего {} байтов послано,{} bayt gönderildi
Всего записей: {},Toplam girişler: {}
Всего отослано: {} ({}/сек),Toplam gönderilen: {} ({} /sn)
Всего программ: {},Toplam başlıklar: {}
Вставить,Yapıştır
Вставка...,Ekleniyor...
Всё время. Всего: {} час,Tüm zamanlar. Toplam: {} saat
Всё время. Всего: {} часа,Tüm zamanlar. Toplam: {} saat
Всё время. Всего: {} часов,Tüm zamanlar. Toplam: {} saat
Вы собираетесь удалить следующие бекапы:,Aşağıdaki yedeklemeleri silmek üzeresiniz:
Вы собираетесь удалить следующие игры:,Aşağıdaki oyunları silmek üzeresiniz:
Вы собираетесь удалить следующие сохранения:,Aşağıdaki kayıtları silmek üzeresiniz:
Вы собираетесь удалить следующие тикеты:,Aşağıdaki biletleri silmek üzeresiniz:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,{} girişini silmek istediğinizden emin misiniz? \n \n (+)  -  EVET B  -  İptal
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,{} girişini silmek istediğinizden emin misiniz? \n \n (+)  -  EVET B  -  İptal
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,{} nesnesini silmek istediğinizden emin misiniz? \n \n (+)  -  EVET B  -  İptal
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,{} nesnelerini silmek istediğinizden emin misiniz? \n \n (+)  -  EVET B  -  İptal
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","{} öğesini silmek istediğinizden emin misiniz? \n \n (+)  -  EVET, diğer düğme  -  HAYIR"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",\n {}'i silmek istediğinizden emin misiniz? \n \n (+)  -  EVET B  -  İptal
Выберите пользователя,Kullanıcı seç
Выберите тип сохранения,Kaydetme türünü seçin
Выбрать все файлы игры,Tüm oyun dosyalarını seç
Выбрать того же пользователя,Aynı kullanıcıyı seç
Выбрать ту же игру,Aynı oyunu seç
Вырезать,Kesmek
Вычисление хэша,Karma hesaplanıyor
Вычисленное время конца : {},Hesaplanan bitiş zamanı : {}
Вычисленное время начала: {},Hesaplanan başlangıç ​​zamanı: {}
Генерация DLC [{:016X}][v{}],DLC oluşturuluyor [{:016X}][v {}]
Генерация DLC анлокера...,DLC kilit açıcı oluşturuluyor...
Генерируется анлокер для {:016X} с номером {} и версией {}...,{} numarası ve {} sürümüyle {:016X} için kilit açıcı oluşturuluyor...
Генерируется ярлык для пути '{}' и аргументов '{}'...,' {} ' yolu ve ' {} ' bağımsız değişkenleri için kısayol oluşturuluyor...
Главное меню,Ana menü
Голландский,Flemenkçe
"Да, я уверен",Evet eminim
Дамп анлокера в '{}'...,Kilit açıcı ' {} ' konumuna aktarılıyor...
Дамп текущей прошивки,Mevcut ürün yazılımını boşalt
Дамп ярлыка в '{}'...,' {} ' kısayolu atılıyor...
Действия с файлами,Dosya işlemleri
Действия с файлами ({}),Dosya eylemleri ({})
Декабрь,Aralık
День,Gün
Диаграмма активности,Faaliyet Şeması
Для бекапов,Yedeklemeler için
Для выхода нажмите любую кнопку,Çıkmak için herhangi bir tuşa basın
Для дампов,Çöplükler için
Для логов,Günlükler için
Добавить в любимые,Favorilere ekle
Европа,Avrupa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Kaydedilmemiş değişiklikler var. \n Bunları kaydetmek istiyor musunuz? \n \n (+)  -  Evet, kaydet \n \n (-)  -  Kaydetmeden çık \n \n Diğer düğme  -  İptal"
Желаемая версия: {},İstenilen sürüm: {}
Журнал активности,Etkinlik Günlüğü
Завершено,Tamamlanmış
Загружается список обновлений...,Güncelleme listesi yükleniyor...
Загрузка изображения...,Resim yükleniyor...
Загрузка текста...{}%,Metin yükleniyor... {} %
Загрузка файла... {}%,Dosya yükleniyor... {} %
Задать размер файла {} не удалось: {},{} dosya boyutu ayarlanamadı: {}
Закончено за {:02d}:{:02d}:{:02d},{:02d} : {:02d} : {:02d} yılında tamamlandı
Закончилась память при посылке ответа,Yanıt gönderilirken bellek yetersiz
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Ek arabellekler bitti. Depolamaya yazma hızı çok düşük
Закрытие соединения,Bağlantı kapatılıyor
