original,translation
Установка обновлений игр,Instalar atualizações de jogos
Установка прервана,Instalação interrompida
Установка тайтлов ({}/{}),Instalando títulos ({}/{})
USB Соединение,Conexão USB
Установка ярлыка...,A instalar atalho...
Установлен,Instalado
Установленные,Instalados
Установленные homebrew,Homebrew instalado
Установленные homebrew ({}),Homebrew instalado ({})
Установленные игры,Jogos instalados
Установленные тикеты,Tickets instalados
Установленные тикеты ({}),Tickets instalados ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,O ficheiro está corrompido e não pode ser instalado. Assinatura HEAD não encontrada
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,O ficheiro está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na partição root
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,O ficheiro está corrompido e não pode ser instalado. Assinatura HFS0 não encontrada na partição secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,O ficheiro está corrompido e não pode ser instalado. Assinatura PFS0 não encontrada
Файл слишком большой для хранилища,O ficheiro é demasiado grande para o armazenamento
Файл: {},Ficheiro: {}
Фиксация ФС...,Confirmação do sistema de ficheiros...
Финальный размер: {},Tamanho final: {}
Формирование списка...,A gerar lista...
Форсированный язык    : {},Idioma forçado              : {}
Форсированный язык    : {} ({}),Idioma forçado              : {} ({})
Форсировать язык,Forçar idioma
Французский,Francês
"Х:{}, Т:{}, РЦ:{}","H:{}, T:{}, R:{}"
Хранилища MTP,Armazenamento MTP
Хранилище только для чтения,Armazenamento só de leitura
Целевая запись о контенте не найдена,Registro de conteúdo de destino não encontrado
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,PARTE DO CONTEÚDO ESTÁ EM FALTA. O JOGO NÃO IRÁ FUNCIONAR
Число транзисторов: {:>3},Número de transístores: {:>3}
Число уникальных сыграных игр : {},Número de jogos únicos jogados  : {}
Число ходов:        {:>3},Número de movimentos:   {:>3}
Чтение каталога...,A ler diretório...
Чтение списка файлов...,A ler lista de ficheiros...
Что-то плохое грядёт,Algo de mau está a chegar
Что-то пошло не так. Пропускаем оставшийся файл,Algo correu mal. A saltar o ficheiro restante
"Чтобы вернуться, нажмите B",Prima B para voltar
Шадок у Гиби,Pantanários em casa dos vizinhos
Экспорт SDK,Exportação de SDK
Экспортировать,Exportar
Экспортировать SDK,Exportar SDK
Январь,Janeiro
Японский,Japonês
Ярлык для DBI,Atalho para DBI
да,sim
не является LFS папкой,não é uma pasta LFS
не является LFS папкой игры,não é uma pasta de jogo LFS
нет,não
"ZL/ZR - смена даты, Y - период","ZL/ZR - alterar data, Y - período"
"Получено: {}, (скорость не определена)","Recebido: {}, (velocidade não definida)"
Игры добавлены в список исключений,Jogos adicionados à lista de exclusão
Новых игр в список исключений добавлено не было,Não foram adicionados novos jogos à lista de exclusão
Просмотр МТР устройства [{}],Visualizando dispositivo MTP [{}]
Просмотр USB диска [{}],Visualizando unidade USB [{}]
Заряд батареи (сырое значение) : {},Carga da bateria (valor bruto) : {}
ru,pt
[CRC ОШИБКА ФАЙЛА],[ERRO DE CRC DO ARQUIVO]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,O firmware do sistema será baixado e instalado a partir do arquivo {}.\n\nPressione (+) para continuar\nQualquer outro botão para cancelar
Распаковка архива не удалась,Falha ao extrair o arquivo
Сканирование архива не удалось,Falha ao escanear o arquivo
Установить все обновления из этой папки,Instalar todas as atualizações desta pasta
Япония,Japão
Русский,Russo
Февраль,Fevereiro
Октябрь,Outubro
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Novembro
Игрок,Jogador
Время,Tempo
Контент,Conteúdo
[HASH: OK],[HASH: OK]
Красная,Vermelha
[HASH MISMATCH: Неисправимо],[ERRO DE HASH: Irrecuperável]
[ПРЕД],[ANT]
Альбом,Álbum
Выход,Sair
и т.д...,etc...
{} бекап,{} cópia de segurança
874,874
Пишется тело: {}/{}MB \r,Escrevendo corpo: {}/{}MB \r
Пишется скриншот\n,Escrevendo captura de tela\n
Пишется таблица хешей\n,Escrevendo tabela hash\n
Пишется подпись видео\n,Escrevendo assinatura de vídeo\n
Операция завершена\n,Operação concluída\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены",O firmware do sistema será descarregado e instalado a partir do ficheiro {}.\n\nATENÇÃO!!! Parece que esta versão não é suportada pelo Atmosphere atual.\n\nPressione (+) para continuar\nPressione qualquer outro botão para cancelar
Копирование файла не удалось,Falha ao copiar o ficheiro
Daybreak.nro не найден,Daybreak.nro não encontrado
Изображение добавлено в альбом,Imagem adicionada ao álbum
Ошибка добавления изобржения в альбом: {},Erro ao adicionar imagem ao álbum: {}
Добавить в альбом,Adicionar ao álbum
Анализ mp4 файла,Analisando arquivo mp4
Длительность: {},Duração: {}
ОШИБКА! Файл не содержит один видео трек,ERRO! O arquivo não contém uma faixa de vídeo
ОШИБКА! Файл не содержит один аудио трек,ERRO! O ficheiro não contém uma faixa de áudio
ОШИБКА! У видео трека неподдерживаемый кодек,ERRO! A faixa de vídeo tem um codec não suportado
ОШИБКА! У аудио трека неподдерживаемый кодек,ERRO! A faixa de áudio tem um codec não suportado
ОШИБКА! Аудио трек не стерео,ERRO! A faixa de áudio não é estéreo
[{}] Общий тикет для {},[{}] Ticket comum para {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ERRO! A faixa de áudio tem uma taxa de amostragem inadequada
ОШИБКА! У видео трека неподходящая ширина,ERRO! A faixa de vídeo tem uma largura inadequada
ОШИБКА! У видео трека неподходящая высота,ERRO! A faixa de vídeo tem uma altura inadequada
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,AVISO! O fluxo de vídeo pode conter B-Frames. O ficheiro pode não ser reproduzido
"Похоже, это не MP4 файл",Parece que este não é um ficheiro MP4
Открыть как RomFS,Abrir como RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,O seu cartão SD é falsificado. Recomenda-se substituir o cartão SD por um verificado.
[{}] Персональный тикет для {},[{}] Bilhete pessoal para {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"O seu cartão SD parece ser falsificado.\n\nPodem ocorrer problemas com a instalação de jogos.\nNeste caso, recomenda-se substituir o cartão SD por um verificado."
Информация о SD карте,Informações do cartão SD
[ПОДПИСЬ: DBI],[ASSINATURA: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Tempo de jogo    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR mudar data, Y período, X ordenação, (+) selecionar utilizador"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB de {}MB ({:.2f} MB/seg)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X selecionar, Y inverter seleção, (+) menu, R3 ordenar, L3 iniciar"
Создать все известные ({}),Criar todos os conhecidos ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X selecionar, Y inverter seleção, (+) menu, L3 iniciar"
"DPAD или стики для перемещения, (+) Настройки","DPAD ou sticks para mover, (+) Definições"
Просмотр HTTP/FTP/Github сервера...,A explorar servidor HTTP/FTP/Github...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X selecionar, Y inverter seleção, (+) menu, R3 ordenar"
"X выбор, Y обр. выбор, (+) меню","X selecionar, Y inverter seleção, (+) menu"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X selecionar, Y inverter seleção, A abrir, (-) 2º painel, (+) menu"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X selecionar, Y desselecionar, ⬅/➡ mudar painel, (-) fechar, (+) menu"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[FRAGMENTO DELTA NÃO NECESSÁRIO]
[КОНТЕНТ ОТСУТСТВУЕТ],[CONTEÚDO AUSENTE]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[NÃO CRIAR MARCADOR]
[НЕДОСТАТОЧНО МЕСТА],[ESPAÇO INSUFICIENTE]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[COMPRESSÃO DESCONHECIDA]
[ОТСУТСТВУЕТ],[EM FALTA]
[ОШБК],[ERRO]
[ОШИБКА NCA MAGIC],[ERRO NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ERRO DE ESCRITA NO MARCADOR]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ERRO DE DESCOMPRESSÃO ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ERRO DE EXTRAÇÃO]
[ОШИБКА],[ERRO]
[ОШИБКА] Отсутствует URL списка обновлений,[ERRO] URL da lista de atualizações em falta
[ПЕРЕДАЧА OK],[TRANSFERÊNCIA OK]
[ПЕРЕДАЧА ПРЕРВАНА],[TRANSFERÊNCIA INTERROMPIDA]
[ПОВРЕЖДЁННЫЙ NCA],[NCA CORROMPIDO]
[ПОДПИСЬ: OK],[ASSINATURA: OK]
[ПОДПИСЬ: XCI➡NSP],[ASSINATURA: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ASSINATURA: Falsa]
[СТАРАЯ ПРОШИВКА],[FIRMWARE ANTIGO]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[MODO DE TÍTULO NECESSÁRIO]
[ФАЙЛ ПОВРЕЖДЁН],[FICHEIRO CORROMPIDO]
[ХЕШ ИСПРАВЛЕН],[HASH CORRIGIDO]
[ХЕШ НЕ СОВПАДАЕТ],[HASH NÃO CORRESPONDE]
\nНачало обработки dlc {}: {:016X},\nIniciando processamento de DLC {}: {:016X}
\nНачало обработки программы {},\nIniciado processamento da aplicação {}
\nНачало создания Data.nca,\nInício da criação de Data.nca
\nНачало создания Meta.nca,\nIniciando criação de Meta.nca
\nОшибка USB обмена,\nErro de transferência USB
\nСборка PFS0,\nConstruindo PFS0
\nСборка RomFS,\nConstruindo RomFS
\nСекция 0,\nSecção 0
\nСекция 1,\nSecção 1
\nСекция 2,\nSecção 2
\nСоздан NSP: {},\nNSP criado: {}
\nШифрование NCA,\nEncriptação NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Total: {} hrs
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Total: {} horas
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Total: {} horas
{:4d} {}. Всего: {} час,{:4d} {}. Total: {} hrs
{:4d} {}. Всего: {} часа,{:4d} {}. Total: {} horas
{:4d} {}. Всего: {} часов,{:4d} {}. Total: {} horas
{:4d}. Всего: {} час,{:4d}. Total: {} hrs
{:4d}. Всего: {} часа,{:4d}. Total: {} horas
{:4d}. Всего: {} часов,{:4d}. Total: {} horas
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} objetos processados. {:>5} entradas encontradas...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB já transferido...\r
{} cохранение,{} gravação
{} cохранений,{} guardado
{} cохранения,{} dados guardados
{} бекапа,{} cópia de segurança
{} бекапов,{} cópias de segurança
{} записей ({}),{} entradas ({})
{} записи ({}),{} entradas ({})
{} запись ({}),{} entrada ({})
{} игр ({}),{} jogos ({})
{} игра ({}),{} jogo ({})
{} игры ({}),{} jogos ({})
{} сохранение,{} gravação
{} сохранений,{} gravações
{} сохранения,{} dados guardados
{} тикет,{} bilhete
{} тикета,{} bilhetes
{} тикетов,{} tickets
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (Méd: {:.1f} MB/s, Atual: {:.1f} MB/s) Rest. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} MB, {:.2f} MB/seg"
{}: {} потерянная запись,{}: {} entrada órfã
{}: {} потерянных записей,{}: {} entradas perdidas
{}: {} потерянных записи,{}: {} entradas perdidas
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/seg)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/s)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: a ignorar {}/{} ({:.2f} MB/seg)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nFalha ao restaurar a cópia de segurança\n\nPrima A para cancelar, outro botão para continuar"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB de {}MB ({:.2f} MB/seg)\x1b[0K\r
АВТО,AUTO
Аватар установлен,Avatar definido
Август,Agosto
Австралия,Austrália
Автозапуск MTP,Início automático de MTP
Автозапуск списка homebrew,Início automático da lista homebrew
Агрументы для ярлыка,Argumentos do atalho
Адрес FTP сервера: {},Endereço do servidor FTP: {}
Адрес HTTP сервера: {},Endereço do servidor HTTP: {}
Альбом (0°),Álbum (0°)
Американский английский,Inglês americano
Апрель,Abril
База этой игры не самодостаточна. Не забудьте установить обновление,A base deste jogo não é autossuficiente. Não se esqueça de instalar a atualização
Бекапы,Cópias de segurança
Бекапы сохранений ({}),Cópias de segurança de dados guardados ({})
Британский английский,Inglês britânico
В альбоме найден {} объект,{} objeto encontrado no álbum
В альбоме найдено {} объекта,Encontrados {} objetos no álbum
В альбоме найдено {} объектов,{} objetos encontrados no álbum
В альбоме отсутствуют объекты,Não há objetos no álbum
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,As chaves necessárias estão em falta no ficheiro /switch/prod.keys.\n\nAlgumas funcionalidades da aplicação estarão indisponíveis.\n\nReinicie no Hekate e use o payload Lockpick_RCM.bin\npara extrair as chaves do SysNAND.
ВНИМАНИЕ! Тайтл {:016X} не установлен,ATENÇÃO! O título {:016X} não está instalado
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),ATENÇÃO! A versão instalada ({}) não corresponde à desejada ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ERROS ENCONTRADOS DURANTE A TRANSFERÊNCIA DE FICHEIRO. INSTALAÇÃO CANCELADA
Введите URL сервера (HTTP или (S)FTP),Introduza o URL do servidor (HTTP ou (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Introduza argumentos para o atalho ou deixe vazio
Введите желаемый номер страницы,Introduza o número de página pretendido
Введите новое имя,Introduza novo nome
Введите новое имя каталога,Introduza o novo nome do diretório
Введите новое имя файла,Introduza o novo nome do ficheiro
Введите номер DLC,Introduza o número de DLC
Версия {} [v{}],Versão {} [v{}]
Вместо пользователя {} использовать:,Usar em vez do utilizador {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Atenção!\nAlguns ficheiros estavam bloqueados e por isso foram ignorados.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Durante a análise de\n\n{}\n\nocorreu o seguinte erro:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Ocorreram erros durante a instalação de tickets. Verifique a presença de sigpatches ES
Во время экспорта были ошибки,Ocorreram erros durante a exportação
Возраст батареи                : {},Idade da bateria               : {}
Возрастной рейтинг,Classificação etária
Восстановить,Restaurar
Восстановить бекап...,Restaurar cópia de segurança...
Восстановить для...,Restaurar para...
Восстановить как бекап сохранения,Restaurar como cópia de segurança de dados guardados
Восстановление бекапа,Restaurando backup
Восстановление не удалось,Recuperação falhou
Восстановление успешно,Restauro bem-sucedido
Восстановление: {},Restaurando: {}
Время игры: {:02}:{:02}:{:02},Tempo de jogo: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Tempo de transferência {:d}:{:02d}:{:02d}
Все игровые сессии,Todas as sessões de jogo
Все игроки,Todos os jogadores
Все объекты,Todos os objetos
Все файлы в порядке,Todos os ficheiros estão OK
Всего {} байт получен,{} bytes recebidos
Всего {} байт послан,{} bytes enviados
Всего {} байта получено,{} bytes recebidos no total
 Да, Sim
Всего {} байта послано,{} bytes enviados
Всего {} байтов получено,{} bytes recebidos no total
Всего {} байтов послано,{} bytes enviados
Всего записей: {},Total de entradas: {}
Всего отослано: {} ({}/сек),Total enviado: {} ({}/seg)
Всего программ: {},Total de títulos: {}
Вставить,Inserir
Вставка...,A inserir...
Всё время. Всего: {} час,Todo o tempo. Total: {} horas
Всё время. Всего: {} часа,Todo o tempo. Total: {} horas
Всё время. Всего: {} часов,Todo o tempo. Total: {} horas
Вы собираетесь удалить следующие бекапы:,Está prestes a eliminar as seguintes cópias de segurança:
Вы собираетесь удалить следующие игры:,Está prestes a eliminar os seguintes jogos:
Вы собираетесь удалить следующие сохранения:,Está prestes a eliminar os seguintes dados guardados:
Вы собираетесь удалить следующие тикеты:,Está prestes a eliminar os seguintes bilhetes:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Tem certeza de que deseja excluir {} entradas?\n\n(+) - SIM   B - Cancelar
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Tem certeza de que deseja excluir {} entrada?\n\n(+) - SIM   B - Cancelar
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Tem certeza de que deseja excluir {} objeto?\n\n(+) - SIM   B - Cancelar
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Tem certeza de que deseja excluir {} objetos?\n\n(+) - SIM   B - Cancelar
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Tem certeza de que deseja excluir {}?\n\n(+) - SIM, outro botão - NÃO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Tem certeza de que deseja excluir\n{}?\n\n(+) - SIM  B - Cancelar
Выберите пользователя,Selecionar utilizador
Выберите тип сохранения,Selecionar tipo de gravação
Выбрать все файлы игры,Selecionar todos os ficheiros do jogo
Выбрать того же пользователя,Selecionar o mesmo utilizador
Выбрать ту же игру,Selecionar o mesmo jogo
Вырезать,Cortar
Вычисление хэша,A calcular hash
Вычисленное время конца : {},Tempo de término calculado : {}
Вычисленное время начала: {},Hora de início calculada: {}
Генерация DLC [{:016X}][v{}],A gerar DLC [{:016X}][v{}]
Генерация DLC анлокера...,A gerar desbloqueador de DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,A gerar desbloqueador para {:016X} com número {} e versão {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,A gerar atalho para o caminho '{}' e argumentos '{}'...
Главное меню,Menu principal
Голландский,Holandês
"Да, я уверен","Sim, tenho a certeza"
Дамп анлокера в '{}'...,A despejar desbloqueador para '{}'...
Дамп текущей прошивки,Dump do firmware atual
Дамп ярлыка в '{}'...,A despejar atalho para '{}'...
Действия с файлами,Operações de ficheiros
Действия с файлами ({}),Ações de ficheiro ({})
Декабрь,Dezembro
День,Dia
Диаграмма активности,Gráfico de atividade
Для бекапов,Para cópias de segurança
Для выхода нажмите любую кнопку,Prima qualquer botão para sair
Для дампов,Para dumps
Для логов,Para registos
Добавить в любимые,Adicionar aos favoritos
Европа,Europa
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Existem alterações não guardadas.\nDeseja guardá-las?\n\n(+) - Sim, guardar\n\n(-) - Sair sem guardar\n\nOutro botão - Cancelar"
Желаемая версия: {},Versão desejada: {}
Журнал активности,Registo de atividade
Завершено,Concluído
Загружается список обновлений...,A carregar lista de atualizações...
Загрузка изображения...,A carregar imagem...
Загрузка текста...{}%,A carregar texto...{}%
Загрузка файла... {}%,A carregar ficheiro... {}%
Задать размер файла {} не удалось: {},Falha ao definir o tamanho do ficheiro {}: {}
Закончено за {:02d}:{:02d}:{:02d},Concluído em {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memória esgotada ao enviar resposta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Buffers adicionais esgotados. A velocidade de escrita no armazenamento é muito baixa
Закрытие соединения,A fechar ligação
Закрытие соединения к {}:{},Fechando conexão com {}:{}
Запаковать LFS в romfs.bin,Empacotar LFS em romfs.bin
Запаковать в romfs.bin,Empacotar em romfs.bin
Запаковка папки в RomFS,Empacotando pasta em RomFS
Записанное время конца  : {},Hora de término gravada  : {}
Записанное время начала : {},Hora de início registada : {}
Запись в файл...,A escrever no ficheiro...
Запись за пределами файла,Escrita além do ficheiro
Заполнение нулями,Preenchimento com zeros
Заполнить свободное место на SD нулями,Preencher espaço livre no SD com zeros
Запрет захвата видео,Proibir captura de vídeo
Запрет скриншотов,Proibição de capturas de ecrã
Запрещено,Proibido
Запускавшиеся игры,Jogos iniciados
Запустить FTP сервер...,Iniciar servidor FTP...
Запустить HTTP сервер...,A iniciar servidor HTTP...
Запустить МТР соединение,Iniciar ligação MTP
Запустить случайную игру,Iniciar jogo aleatório
Заряд батареи                  : {},Carga da bateria               : {}
Здесь пусто,Nada aqui
Игра анонсирует SDK {},O jogo anuncia SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",O jogo requer um SDK mais recente ({}) do que o firmware atual ({})
Игра использует titleId от дополнения,O jogo usa o titleId do DLC
Игра использует titleId от обновления,O jogo usa o titleId da atualização
Извлечь в LFS,Extrair para LFS
Изменение размера сохранения на {} [{}]...,Redimensionando salvamento para {} [{}]...
Изменить версию DLC (десятичную),Alterar versão do DLC (decimal)
Изменить номер DLC (десятичный),Alterar número DLC (decimal)
Изменить номер DLC (шестнадцатеричный),Alterar número DLC (hexadecimal)
Изменён размер SaveFS,Tamanho do SaveFS alterado
Импорт исправленного тикета...,A importar ticket corrigido...
Импорт тикета...,A importar ticket...
