original,translation
ОШИБКА! У аудио трека неподдерживаемый кодек,錯誤！音訊軌道具有不支援的編解碼器
ОШИБКА! Аудио трек не стерео,錯誤！音訊軌道不是立體聲
[{}] Общий тикет для {},[{}] {} 的通用票證
ОШИБКА! У аудио трека неподходящая частота дискретизации,錯誤！音訊軌道的取樣率不合適
ОШИБКА! У видео трека неподходящая ширина,錯誤！視訊軌道的寬度不合適
ОШИБКА! У видео трека неподходящая высота,錯誤！視訊軌道的高度不合適
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,注意！視訊串流可能包含 B 影格。檔案可能無法播放
"Похоже, это не MP4 файл",看起來這不是一個 MP4 檔案
Открыть как RomFS,以 RomFS 開啟
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,您的SD卡是偽造品。建議更換為經過驗證的SD卡。
[{}] Персональный тикет для {},[{}] {} 的個人票證
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"您的SD卡似乎是假冒產品。\n\n安裝遊戲時可能會出現問題。\n在這種情況下,建議更換為經過驗證的SD卡。"
Информация о SD карте,SD卡資訊
[ПОДПИСЬ: DBI],[簽名: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    遊戲時間    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя",ZL/ZR 更改日期，Y 時期，X 排序，(+) 選擇使用者
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}MB] {}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск",X 選擇，Y 反選，(+) 選單，R3 排序，L3 啟動
Создать все известные ({}),建立所有已知項目 ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск",X 選擇，Y 反選，(+) 選單，L3 啟動
"DPAD или стики для перемещения, (+) Настройки","DPAD 或搖桿移動,(+) 設定"
Просмотр HTTP/FTP/Github сервера...,正在瀏覽 HTTP/FTP/Github 伺服器...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка",X 選擇，Y 反選，(+) 選單，R3 排序
"X выбор, Y обр. выбор, (+) меню",X 選擇，Y 反選，(+) 選單
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню",X 選擇，Y 反選，A 開啟，(-) 第2面板，(+) 選單
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню",X 選擇，Y 取消選擇，⬅/➡ 切換面板，(-) 關閉，(+) 選單
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[不需要增量片段]
[КОНТЕНТ ОТСУТСТВУЕТ],[內容缺失]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[不建立佔位符]
[НЕДОСТАТОЧНО МЕСТА],[空間不足]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[未知壓縮]
[ОТСУТСТВУЕТ],[缺失]
[ОШБК],[錯誤]
[ОШИБКА NCA MAGIC],[NCA MAGIC錯誤]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[佔位符寫入錯誤]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ZSTD解壓錯誤: {}]
[ОШИБКА РАСПАКОВКИ],[解壓縮錯誤]
[ОШИБКА],[錯誤]
[ОШИБКА] Отсутствует URL списка обновлений,[錯誤] 缺少更新清單URL
[ПЕРЕДАЧА OK],[傳輸 OK]
[ПЕРЕДАЧА ПРЕРВАНА],[傳輸已中斷]
[ПОВРЕЖДЁННЫЙ NCA],[損壞的NCA]
[ПОДПИСЬ: OK],[簽名: OK]
[ПОДПИСЬ: XCI➡NSP],[簽名: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[簽名: 偽造]
[СТАРАЯ ПРОШИВКА],[舊韌體]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[需要標題模式]
[ФАЙЛ ПОВРЕЖДЁН],[檔案損毀]
[ХЕШ ИСПРАВЛЕН],[雜湊已修復]
[ХЕШ НЕ СОВПАДАЕТ],[雜湊不符]
\nНачало обработки dlc {}: {:016X},\n開始處理DLC {}: {:016X}
\nНачало обработки программы {},\n開始處理應用程式 {}
\nНачало создания Data.nca,\n開始建立Data.nca
\nНачало создания Meta.nca,\n開始建立Meta.nca
\nОшибка USB обмена,\nUSB傳輸錯誤
\nСборка PFS0,\n建構PFS0
\nСборка RomFS,\n建構RomFS
\nСекция 0,\n分區 0
\nСекция 1,\n第 1 節
\nСекция 2,\n第 2 部分
\nСоздан NSP: {},\n已建立 NSP: {}
\nШифрование NCA,\nNCA加密
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. 總計: {} 小時
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. 總計：{} 小時
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. 總計: {} 小時
{:4d} {}. Всего: {} час,{:4d} {}. 總計: {} 小時
{:4d} {}. Всего: {} часа,{:4d} {}. 總計: {} 小時
{:4d} {}. Всего: {} часов,{:4d} {}. 總計: {} 小時
{:4d}. Всего: {} час,{:4d}. 總計：{} 小時
{:4d}. Всего: {} часа,{:4d}. 總計：{} 小時
{:4d}. Всего: {} часов,{:4d}. 總計：{} 小時
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} 個物件已處理。{:>5} 條記錄已找到...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB 已下載...\r
{} cохранение,{} 存檔
{} cохранений,{} 已儲存
{} cохранения,{} 存檔資料
{} бекапа,{} 備份
{} бекапов,{} 備份
{} записей ({}),{} 條目 ({})
{} записи ({}),{} 筆記錄 ({})
{} запись ({}),{} 項目 ({})
{} игр ({}),{}遊戲 ({})
{} игра ({}),{} 遊戲 ({})
{} игры ({}),{}遊戲 ({})
{} сохранение,{} 存檔
{} сохранений,{} 存檔
{} сохранения,{} 存檔資料
{} тикет,{} 票
{} тикета,{} 票
{} тикетов,{}張票
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} MB (平均: {:.1f} MB/秒, 目前: {:.1f} MB/秒) 剩餘 {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек",{}/{} MB，{:.2f} MB/秒
{}: {} потерянная запись,{}: {} 孤立項目
{}: {} потерянных записей,{}:{} 個遺失的項目
{}: {} потерянных записи,{}:{} 個遺失的項目
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} MB/秒)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} MB/秒)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}：跳過 {}/{} ({:.2f} MB/秒)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\n備份還原失敗\n\n按A中止,其他按鈕繼續"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}MB / {}MB ({:.2f} MB/秒)\x1b[0K\r
АВТО,自動
Аватар установлен,頭像已設定
Август,八月
Австралия,澳洲
Автозапуск MTP,MTP自動啟動
Автозапуск списка homebrew,自動啟動自製軟體清單
Агрументы для ярлыка,捷徑參數
Адрес FTP сервера: {},FTP伺服器位址: {}
Адрес HTTP сервера: {},HTTP伺服器位址: {}
Альбом (0°),相簿 (0°)
Американский английский,美式英文
Апрель,四月
База этой игры не самодостаточна. Не забудьте установить обновление,此遊戲的基礎版本不完整。請不要忘記安裝更新
Бекапы,備份
Бекапы сохранений ({}),存檔資料備份 ({})
Британский английский,英式英語
В альбоме найден {} объект,在相簿中找到 {} 個物件
В альбоме найдено {} объекта,在相簿中找到{}個物件
В альбоме найдено {} объектов,在相簿中找到{}個物件
В альбоме отсутствуют объекты,相簿中沒有物件
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,/switch/prod.keys 檔案中缺少必需的金鑰。\n\n應用程式的部分功能將無法使用。\n\n重新啟動至 Hekate 並使用 Lockpick_RCM.bin payload\n從 SysNAND 轉儲金鑰。
ВНИМАНИЕ! Тайтл {:016X} не установлен,警告！標題 {:016X} 未安裝
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),警告！已安裝的版本 ({}) 與所需版本 ({}) 不符
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,檔案傳輸過程中發現錯誤。安裝已中止
Введите URL сервера (HTTP или (S)FTP),輸入伺服器 URL(HTTP 或 (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,輸入捷徑的參數或留空
Введите желаемый номер страницы,輸入所需頁碼
Введите новое имя,輸入新名稱
Введите новое имя каталога,輸入新目錄名稱
Введите новое имя файла,輸入新檔案名稱
Введите номер DLC,輸入DLC編號
Версия {} [v{}],版本 {} [v{}]
Вместо пользователя {} использовать:,使用以代替使用者 {}:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,"注意!\n某些檔案已被鎖定,因此被跳過。"
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},解析時\n\n{}\n\n發生以下錯誤:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,安裝票證時發生錯誤。請檢查是否存在ES簽名修補程式
Во время экспорта были ошибки,匯出過程中發生錯誤
Возраст батареи                : {},電池使用時長    : {}
Возрастной рейтинг,年齡分級
Восстановить,恢復
Восстановить бекап...,還原備份...
Восстановить для...,還原至...
Восстановить как бекап сохранения,還原為存檔備份
Восстановление бекапа,正在還原備份
Восстановление не удалось,復原失敗
Восстановление успешно,還原成功
Восстановление: {},恢復中: {}
Время игры: {:02}:{:02}:{:02},遊戲時間：{:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},傳輸時間 {:d}:{:02d}:{:02d}
Все игровые сессии,所有遊戲工作階段
Все игроки,所有玩家
Все объекты,所有物件
Все файлы в порядке,所有檔案正常
Всего {} байт получен,已接收 {} 位元組
Всего {} байт послан,已傳送 {} 位元組
Всего {} байта получено,總共接收 {} 位元組
 Да, 是
Всего {} байта послано,已傳送 {} 位元組
Всего {} байтов получено,總共接收 {} 位元組
Всего {} байтов послано,已傳送 {} 位元組
Всего записей: {},總條目數: {}
Всего отослано: {} ({}/сек),總發送量: {} ({}/秒)
Всего программ: {},總標題數: {}
Вставить,插入
Вставка...,插入中...
Всё время. Всего: {} час,全部時間。總計: {}小時
Всё время. Всего: {} часа,全部時間。總計: {}小時
Всё время. Всего: {} часов,全部時間。總計: {}小時
Вы собираетесь удалить следующие бекапы:,您即將刪除以下備份:
Вы собираетесь удалить следующие игры:,您即將刪除以下遊戲:
Вы собираетесь удалить следующие сохранения:,您即將刪除以下存檔:
Вы собираетесь удалить следующие тикеты:,您即將刪除以下票券:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 條記錄嗎?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,您確定要刪除{}條目嗎?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 個物件嗎?\n\n(+) - 是   B - 取消
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,您確定要刪除 {} 個物件嗎?\n\n(+) - 是   B - 取消
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","您確定要刪除{}嗎?\n\n(+) - 是,其他按鈕 - 否"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",您確定要刪除\n{}嗎?\n\n(+) - 是  B - 取消
Выберите пользователя,選擇使用者
Выберите тип сохранения,選擇存檔類型
Выбрать все файлы игры,選擇所有遊戲檔案
Выбрать того же пользователя,選擇相同使用者
Выбрать ту же игру,選擇同一遊戲
Вырезать,剪下
Вычисление хэша,正在計算雜湊值
Вычисленное время конца : {},計算的結束時間 : {}
Вычисленное время начала: {},計算的開始時間: {}
Генерация DLC [{:016X}][v{}],生成DLC [{:016X}][v{}]
Генерация DLC анлокера...,正在生成DLC解鎖器...
Генерируется анлокер для {:016X} с номером {} и версией {}...,正在為 {:016X} 生成解鎖器，編號 {}，版本 {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,正在為路徑 '{}' 和參數 '{}' 產生捷徑...
Главное меню,主選單
Голландский,荷蘭語
"Да, я уверен",是的，我確定
Дамп анлокера в '{}'...,正在傾印解鎖器至'{}'...
Дамп текущей прошивки,傾印目前韌體
Дамп ярлыка в '{}'...,正在傾印捷徑至'{}'...
Действия с файлами,檔案操作
Действия с файлами ({}),檔案操作 ({})
Декабрь,十二月
День,天
Диаграмма активности,活動圖表
Для бекапов,用於備份
Для выхода нажмите любую кнопку,按任意按鈕退出
Для дампов,用於轉儲
Для логов,用於日誌
Добавить в любимые,加入我的最愛
Европа,歐洲
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","有未儲存的變更。\n您想儲存它們嗎?\n\n(+) - 是,儲存\n\n(-) - 不儲存離開\n\n其他按鈕 - 取消"
Желаемая версия: {},期望版本: {}
Журнал активности,活動記錄
Завершено,已完成
Загружается список обновлений...,正在載入更新清單...
Загрузка изображения...,正在載入圖像...
Загрузка текста...{}%,正在載入文字...{}%
Загрузка файла... {}%,正在載入檔案... {}%
Задать размер файла {} не удалось: {},設定檔案大小 {} 失敗: {}
Закончено за {:02d}:{:02d}:{:02d},已完成，用時 {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,發送回應時記憶體不足
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,額外緩衝區已用盡。儲存裝置寫入速度過低
Закрытие соединения,正在關閉連線
Закрытие соединения к {}:{},正在關閉到 {}:{} 的連線
Запаковать LFS в romfs.bin,將LFS打包到romfs.bin
Запаковать в romfs.bin,打包到romfs.bin
Запаковка папки в RomFS,正在將資料夾打包到RomFS
Записанное время конца  : {},記錄的結束時間  : {}
Записанное время начала : {},記錄的開始時間 : {}
Запись в файл...,正在寫入檔案...
Запись за пределами файла,寫入超出檔案範圍
Заполнение нулями,零填充
Заполнить свободное место на SD нулями,用零填滿SD卡剩餘空間
Запрет захвата видео,禁止影片擷取
Запрет скриншотов,禁止截圖
Запрещено,禁止
Запускавшиеся игры,已啟動的遊戲
Запустить FTP сервер...,啟動FTP伺服器...
Запустить HTTP сервер...,正在啟動HTTP伺服器...
Запустить МТР соединение,啟動MTP連線
Запустить случайную игру,啟動隨機遊戲
Заряд батареи                  : {},電池電量                       : {}
Здесь пусто,這裡什麼都沒有
Игра анонсирует SDK {},遊戲宣布 SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",遊戲需要比目前韌體 ({}) 更新的 SDK ({})
Игра использует titleId от дополнения,遊戲使用DLC的titleId
Игра использует titleId от обновления,遊戲使用更新中的titleId
Извлечь в LFS,提取到LFS
Изменение размера сохранения на {} [{}]...,正在調整存檔大小至 {} [{}]...
Изменить версию DLC (десятичную),更改DLC版本(十進制)
Изменить номер DLC (десятичный),更改DLC編號 (十進制)
Изменить номер DLC (шестнадцатеричный),更改DLC編號 (十六進位)
Изменён размер SaveFS,SaveFS 大小已變更
Импорт исправленного тикета...,正在匯入已修復的票證...
Импорт тикета...,正在匯入票券...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","目錄名稱\n'{}'\n包含無效字元。\n無法建立。\n\n按 A - 中止,B - 跳過,X - 重新命名"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","檔案名稱\n'{}'\n包含無效字元。\n無法建立。\n\n按 A - 中止,B - 跳過,X - 重新命名"
Инсталлируется romfs.bin,正在安裝 romfs.bin
Информация о зарядке батареи,電池充電資訊
Информация о контенте,內容資訊
Информация о контенте ({}),內容資訊 ({})
Информация о прошивке,韌體資訊
Информация о системе,系統資訊
Информация о сохранении,存檔資訊
Информация о сохранении...,存檔資訊...
Информация о тикете,票券資訊
Информация о тикете...,票券資訊...
Информация об NSP,NSP資訊
Информация об атмосфере,Atmosphere資訊
Информация об игровой активности,遊戲活動資訊
Информация об источние питания,電源資訊
Информация об оборудовании,硬體資訊
Информация...,資訊...
Испанский,西班牙文
Использовано дополнительной памяти: {}. Создано буферов: {},已使用額外記憶體: {}。已建立緩衝區: {}
Использовать папку для...,使用資料夾...
Используется USB{},正在使用USB{}
Итальянский,義大利文
Ищется control для ProgramId {},正在搜尋 ProgramId {} 的 control
Ищется exefs/romfs для ProgramId {},正在搜尋 ProgramId {} 的 exefs/romfs
Ищется exefs/romfs/logo для ProgramId {},正在搜尋 ProgramId {} 的 exefs/romfs/logo
Ищется {},正在搜尋 {}
Июль,七月
Июнь,六月
Канадский французский,加拿大法語
"Когда ваше устройство подключится, нажмите любую кнопку","當您的裝置連接時,請按任意按鈕"
Код партии батареи    : {} ({}),電池批次代碼            : {} ({})
Кодировка,編碼
Конец игры            : -,遊戲結束  : -
Конец игры            : {},遊戲結束  : {}
Контент уже на месте,內容已就位
