original,translation
Удаление связи с Nintendo account...,Выдаленне сувязі з Nintendo account...
Удаление сохранений,Выдаленне захаванняў
Удаление сохранения целиком,Выдаленне захавання цалкам
Удаление старого     {}...,Выдаленне старога     {}...
Удаление старого файла {}...,Выдаленне старога файла {}...
Удаление старой записи об игре...,Выдаленне старога запісу аб гульні...
Удаление старой папки {}...,Выдаленне старой папкі {}...
Удаление тайтла: [{}],Выдаленне тайтла: [{}]
Удаление тикетов ({}),Выдаленне тыкетаў ({})
Удаление...,Выдаленне...
Удалить,Выдаліць
Удалить LFS,Выдаліць LFS
Удалить сохранения,Выдаліць захаванні
Удалить старые бекапы,Выдаліць старыя бэкапы
Удаляется {} из {}...,Выдаляецца {} з {}...
Удаляется {}...,Выдаляецца {}...
Удаляется запись о контенте...,Выдаляецца запіс аб кантэнце...
Удаляется запись об игре...,Выдаляецца запіс аб гульні...
Удаляется игра и весь связанный контент,Выдаляецца гульня і ўвесь звязаны кантэнт
Titlekey не может быть инициализирован,Titlekey не можа быць ініцыялізаваны
Удаляется папка LFS...,Выдаляецца папка LFS...
Удаляется пустая папка,Выдаляецца пустая папка
Удаляется сохранение {}...,Выдаляецца захаванне {}...
Удаляется старая запись о контенте...,Выдаляецца стары запіс аб кантэнце...
Удаляется старый cnmt.nca...,Выдаляецца стары cnmt.nca...
Удаляется тикет: {}...,Выдаляецца тыкет: {}...
Удаляются все объекты из альбома для игры,Выдаляюцца ўсе аб'екты з альбома для гульні
Удаляются все сохранения для игры,Выдаляюцца ўсе захаванні для гульні
Удаляются сохранения...,Выдаляюцца захаванні...
"UID: {}, Ник: {}","UID: {}, Нік: {}"
Удалённые,Выдаленыя
Удачный экспорт,Паспяховы экспарт
Уделение старого тикета...,Выдаленне старога білета...
Упаковка каталога в RomFS,Упакоўка каталога ў RomFS
Упрощенный китайский,Спрошчаная кітайская
Успешно разобран как PFS0 файл,Паспяхова разабраны як файл PFS0
Устанавливается {},Устанаўліваецца {}
Установить как аватар...,Усталяваць як аватар...
Установка,Устаноўка
Установка анлокера...,Устаноўка анлокера...
Установка завершена,Устаноўка завершана
Установка игр (NAND),Ўстаноўка гульняў (NAND)
Установка игр (SD Card),Устаноўка гульняў (SD-карта)
Установка игры завершена,Устаноўка гульні завершана
Установка обновлений игр,Устаноўка абнаўленняў гульняў
Установка прервана,Устаноўка перапынена
Установка тайтлов ({}/{}),Устаноўка тайтлаў ({}/{})
USB Соединение,USB-злучэнне
Установка ярлыка...,Устаноўка ярлыка...
Установлен,Усталяваны
Установленные,Усталяваныя
Установленные homebrew,Усталяваныя homebrew
Установленные homebrew ({}),Усталяваныя homebrew ({})
Установленные игры,Усталяваныя гульні
Установленные тикеты,Усталяваныя тыкеты
Установленные тикеты ({}),Усталяваныя тыкеты ({})
Файл повреждён и не может быть установлен. Не найдена сигнатура HEAD,Файл пашкоджаны і не можа быць усталяваны. Не знойдзена сігнатура HEAD
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе root,Файл пашкоджаны і не можа быць усталяваны. Не знойдзена сігнатура HFS0 у раздзеле root
Файл повреждён и не может быть установлен. Не найдена сигнатура HFS0 в разделе secure,Файл пашкоджаны і не можа быць усталяваны. Не знойдзена сігнатура HFS0 у раздзеле secure
Файл повреждён и не может быть установлен. Не найдена сигнатура PFS0,Файл пашкоджаны і не можа быць усталяваны. Не знойдзена сігнатура PFS0
Файл слишком большой для хранилища,Файл занадта вялікі для сховішча
Файл: {},Файл: {}
Фиксация ФС...,Фіксацыя ФС...
Финальный размер: {},Канчатковы памер: {}
Формирование списка...,Фарміраванне спіса...
Форсированный язык    : {},Фарсіраваная мова  : {}
Форсированный язык    : {} ({}),Фарсіраваная мова  : {} ({})
Форсировать язык,Фарсіраваць мову
Французский,Французская
"Х:{}, Т:{}, РЦ:{}","Х:{}, Т:{}, РЦ:{}"
Хранилища MTP,Сховішчы MTP
Хранилище только для чтения,Сховішча толькі для чытання
Целевая запись о контенте не найдена,Мэтавы запіс пра кантэнт не знойдзены
ЧАСТЬ КОНТЕНТА ОТСУТСТВУЕТ. ИГРА НЕ БУДЕТ РАБОТАТЬ,ЧАСТКА КАНТЭНТУ АДСУТНІЧАЕ. ГУЛЬНЯ НЕ БУДЗЕ ПРАЦАВАЦЬ
Число транзисторов: {:>3},Колькасць транзістараў: {:>3}
Число уникальных сыграных игр : {},Колькасць унікальных згуляных гульняў : {}
Число ходов:        {:>3},Колькасць хадоў:        {:>3}
Чтение каталога...,Чытанне каталога...
Чтение списка файлов...,Чытанне спісу файлаў...
Что-то плохое грядёт,Нешта кепскае насоўваецца
Что-то пошло не так. Пропускаем оставшийся файл,Нешта пайшло не так. Прапускаем астатні файл
"Чтобы вернуться, нажмите B","Каб вярнуцца, націсніце B"
Шадок у Гиби,Шадок у Гібі
Экспорт SDK,Экспарт SDK
Экспортировать,Экспартаваць
Экспортировать SDK,Экспартаваць SDK
Январь,Студзень
Японский,Японская
Ярлык для DBI,Ярлык для DBI
да,так
не является LFS папкой,не з'яўляецца папкай LFS
не является LFS папкой игры,не з'яўляецца папкай гульні LFS
нет,не
"ZL/ZR - смена даты, Y - период","ZL/ZR - змена даты, Y - перыяд"
"Получено: {}, (скорость не определена)","Атрымана: {}, (хуткасць не вызначана)"
Игры добавлены в список исключений,Гульні дададзены ў спіс выключэнняў
Новых игр в список исключений добавлено не было,Новых гульняў у спіс выключэнняў дададзена не было
Просмотр МТР устройства [{}],Прагляд прылады MTP [{}]
Просмотр USB диска [{}],Прагляд USB-дыска [{}]
Заряд батареи (сырое значение) : {},Зарад батарэі (сырое значэнне) : {}
ru,be
[CRC ОШИБКА ФАЙЛА],[ПАМЫЛКА CRC ФАЙЛА]
Будет скачана и установлена прошивка системы из файла {}.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены,Будзе спампавана і ўсталявана прашыўка сістэмы з файла {}.\n\nНацісніце (+) для працягу\nЛюбую іншую кнопку для адмены
Распаковка архива не удалась,Распакоўка архіва не ўдалася
Сканирование архива не удалось,Сканіраванне архіва не ўдалося
Установить все обновления из этой папки,Усталяваць усе абнаўленні з гэтай папкі
Япония,Японія
Русский,Руская
Февраль,Люты
Октябрь,Кастрычнік
[HASH MISMATCH: GC ➡ eShop],[HASH MISMATCH: GC ➡ eShop]
Ноябрь,Лістапад
Игрок,Гулец
Время,Час
Контент,Кантэнт
[HASH: OK],[HASH: OK]
Красная,Чырвоная
[HASH MISMATCH: Неисправимо],[НЕСУПАДЗЕННЕ ХЭША: Невыпраўляльна]
[ПРЕД],[ПАП]
Альбом,Альбом
Выход,Выхад
и т.д...,і г.д...
{} бекап,{} бэкап
874,874
Пишется тело: {}/{}MB \r,Пішацца цела: {}/{}МБ \r
Пишется скриншот\n,Пішацца скрыншот\n
Пишется таблица хешей\n,Пішацца табліца хешаў\n
Пишется подпись видео\n,Пішацца подпіс відэа\n
Операция завершена\n,Аперацыя завершана\n
"Будет скачана и установлена прошивка системы из файла {}.\n\nВНИМАНИЕ!!! Похоже, эта версия не поддерживается текущей атмосферой.\n\nНажимте (+) для продолжения\nЛюбую другую кнопку для отмены","Будзе спампавана і ўсталявана прашыўка сістэмы з файла {}.\n\nУВАГА!!! Падобна, гэтая версія не падтрымліваецца бягучай атмасферай.\n\nНацісніце (+) для працягу\nЛюбую іншую кнопку для адмены"
Копирование файла не удалось,Капіраванне файла не ўдалося
Daybreak.nro не найден,Daybreak.nro не знойдзены
Изображение добавлено в альбом,Выява дададзена ў альбом
Ошибка добавления изобржения в альбом: {},Памылка дадання выявы ў альбом: {}
Добавить в альбом,Дадаць у альбом
Анализ mp4 файла,Аналіз mp4 файла
Длительность: {},Працягласць: {}
ОШИБКА! Файл не содержит один видео трек,ПАМЫЛКА! Файл не ўтрымлівае адзін відэа трэк
ОШИБКА! Файл не содержит один аудио трек,ПАМЫЛКА! Файл не ўтрымлівае адну аўдыядарожку
ОШИБКА! У видео трека неподдерживаемый кодек,ПАМЫЛКА! Відэадарожка мае непадтрымоўваны кодэк
ОШИБКА! У аудио трека неподдерживаемый кодек,ПАМЫЛКА! У аўдыятрэка непадтрымліваемы кодэк
ОШИБКА! Аудио трек не стерео,ПАМЫЛКА! Аўдыятрэк не стэрэа
[{}] Общий тикет для {},[{}] Агульны цікет для {}
ОШИБКА! У аудио трека неподходящая частота дискретизации,ПАМЫЛКА! У аўдыятрэка непадыходзячая частата дыскрэтызацыі
ОШИБКА! У видео трека неподходящая ширина,ПАМЫЛКА! У відэатрэка непадыходзячая шырыня
ОШИБКА! У видео трека неподходящая высота,ПАМЫЛКА! У відэатрэка непадыходзячая вышыня
ВНИМАНИЕ! Возможно видео поток содержит B-Frames. Файл может не воспроизводиться,"УВАГА! Магчыма, відэапаток утрымлівае B-Frames. Файл можа не прайгравацца"
"Похоже, это не MP4 файл","Падобна на тое, што гэта не MP4 файл"
Открыть как RomFS,Адкрыць як RomFS
\x1b[31;1mГ\x1b[37;1m,\x1b[31;1mГ\x1b[37;1m
\x1b[32;1mШ\x1b[37;1m,\x1b[32;1mШ\x1b[37;1m
Ваша SD карта является подделкой. Рекомендуется заменить SD карту на проверенную.,Ваша SD-карта з'яўляецца падробкай. Рэкамендуецца замяніць SD-карту на правераную.
[{}] Персональный тикет для {},[{}] Персанальны тыкет для {}
Кажется ваша SD карта является подделкой.\n\nВозможны проблемы с установкой игр.\nВ этом случае рекомендуется заменить SD карту на проверенную.,"Здаецца, ваша SD-карта з'яўляецца падробкай.\n\nМагчымы праблемы з усталёўкай гульняў.\nУ гэтым выпадку рэкамендуецца замяніць SD-карту на правераную."
Информация о SD карте,Інфармацыя пра SD-картку
[ПОДПИСЬ: DBI],[ПОДПІС: DBI]
.    Время игры    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m,.    Час гульні    \x1b[32;1m{:02}:{:02}:{:02}\x1b[37;1m
"ZL/ZR смена даты, Y период, X сортировка, (+) выбрать пользователя","ZL/ZR змена даты, Y перыяд, X сартаванне, (+) выбраць карыстальніка"
[{}МБ] {}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,[{}МБ] {}МБ з {}МБ ({:.2f} МБ/сек)\x1b[0K\r
"X выбор, Y обратить выбор, (+) меню, R3 сортировка, L3 запуск","X выбар, Y адмяніць выбар, (+) меню, R3 сартаванне, L3 запуск"
Создать все известные ({}),Стварыць усе вядомыя ({})
"X выбор, Y обратить выбор, (+) меню, L3 запуск","X выбар, Y адмяніць выбар, (+) меню, L3 запуск"
"DPAD или стики для перемещения, (+) Настройки","DPAD або стыкі для перамяшчэння, (+) Налады"
Просмотр HTTP/FTP/Github сервера...,Прагляд HTTP/FTP/Github сервера...
"X выбор, Y обратить выбор, (+) меню, R3 сортировка","X выбар, Y адмяніць выбар, (+) меню, R3 сартаванне"
"X выбор, Y обр. выбор, (+) меню","X выбар, Y адваротны выбар, (+) меню"
"X выбор, Y обратить выбор, A открыть, (-) 2ая панель, (+) меню","X выбар, Y адмяніць выбар, A адкрыць, (-) 2-я панэль, (+) меню"
"X выбор, Y обр. выбор, ⬅/➡ смена панели, (-) закрыть, (+) меню","X выбар, Y адм. выбару, ⬅/➡ змена панэлі, (-) закрыць, (+) меню"
[ДЕЛЬТА ФРАГМЕНТ НЕ НУЖЕН],[ДЭЛЬТА ФРАГМЕНТ НЕ ПАТРЭБНЫ]
[КОНТЕНТ ОТСУТСТВУЕТ],[КАНТЭНТ АДСУТНІЧАЕ]
[НЕ СОЗДАТЬ ПЛЕЙСХОЛДЕР],[НЕ СТВАРЫЦЬ ПЛЕЙСХОЛДАР]
[НЕДОСТАТОЧНО МЕСТА],[НЕДАСТАТКОВА МЕСЦА]
[НЕИЗВЕСТНОЕ СЖАТИЕ],[НЕВЯДОМАЕ СЦІСК]
[ОТСУТСТВУЕТ],[АДСУТНІЧАЕ]
[ОШБК],[ПАМЫЛКА]
[ОШИБКА NCA MAGIC],[ПАМЫЛКА NCA MAGIC]
[ОШИБКА ЗАПИСИ В ПЛЕЙСХОЛДЕР],[ПАМЫЛКА ЗАПІСУ Ў ПЛЕЙСХОЛДАР]
[ОШИБКА РАСПАКОВКИ ZSTD: {}],[ПАМЫЛКА РАСПАКОЎКІ ZSTD: {}]
[ОШИБКА РАСПАКОВКИ],[ПАМЫЛКА РАСПАКОЎКІ]
[ОШИБКА],[ПАМЫЛКА]
[ОШИБКА] Отсутствует URL списка обновлений,[ПАМЫЛКА] Адсутнічае URL спісу абнаўленняў
[ПЕРЕДАЧА OK],[ПЕРАДАЧА OK]
[ПЕРЕДАЧА ПРЕРВАНА],[ПЕРАДАЧА ПЕРАРВАНА]
[ПОВРЕЖДЁННЫЙ NCA],[ПАШКОДЖАНЫ NCA]
[ПОДПИСЬ: OK],[ПОДПІС: OK]
[ПОДПИСЬ: XCI➡NSP],[ПОДПІС: XCI➡NSP]
[ПОДПИСЬ: Поддельная],[ПОДПІС: Падробленая]
[СТАРАЯ ПРОШИВКА],[СТАРАЯ ПРАШЫЎКА]
[ТРЕБУЕТСЯ РЕЖИМ ТАЙТЛА],[ПАТРАБУЕЦЦА РЭЖЫМ ТАЙТЛА]
[ФАЙЛ ПОВРЕЖДЁН],[ФАЙЛ ПАШКОДЖАНЫ]
[ХЕШ ИСПРАВЛЕН],[ХЕШ ВЫПРАЎЛЕНЫ]
[ХЕШ НЕ СОВПАДАЕТ],[ХЕШ НЕ СУПАДАЕ]
\nНачало обработки dlc {}: {:016X},\nПачатак апрацоўкі dlc {}: {:016X}
\nНачало обработки программы {},\nПачатак апрацоўкі праграмы {}
\nНачало создания Data.nca,\nПачатак стварэння Data.nca
\nНачало создания Meta.nca,\nПачатак стварэння Meta.nca
\nОшибка USB обмена,\nПамылка USB абмену
\nСборка PFS0,\nЗборка PFS0
\nСборка RomFS,\nЗборка RomFS
\nСекция 0,\nСекцыя 0
\nСекция 1,\nСекцыя 1
\nСекция 2,\nСекцыя 2
\nСоздан NSP: {},\nСтвораны NSP: {}
\nШифрование NCA,\nШыфраванне NCA
{:04d} {} {:02d}. Всего: {} час,{:04d} {} {:02d}. Усяго: {} гадз
{:04d} {} {:02d}. Всего: {} часа,{:04d} {} {:02d}. Усяго: {} гадзіны
{:04d} {} {:02d}. Всего: {} часов,{:04d} {} {:02d}. Усяго: {} гадзін
{:4d} {}. Всего: {} час,{:4d} {}. Усяго: {} гадз
{:4d} {}. Всего: {} часа,{:4d} {}. Усяго: {} гадзіны
{:4d} {}. Всего: {} часов,{:4d} {}. Усяго: {} гадзін
{:4d}. Всего: {} час,{:4d}. Усяго: {} гадз
{:4d}. Всего: {} часа,{:4d}. Усяго: {} гадзіны
{:4d}. Всего: {} часов,{:4d}. Усяго: {} гадзін
{:>3} {}{:<50}\x1b[37;1m {:>10},{:>3} {}{:<50}\x1b[37;1m {:>10}
{:>6} объектов обработано. {:>5} записей найдено...\r,{:>6} аб'ектаў апрацавана. {:>5} запісаў знойдзена...\r
{:>6}/{}kB уже скачано...\r,{:>6}/{}kB ужо спампавана...\r
{} cохранение,{} захаванне
{} cохранений,{} захаваны
{} cохранения,{} захаванні
{} бекапа,{} рэзервовай копіі
{} бекапов,{} рэзервовых копій
{} записей ({}),{} запісаў ({})
{} записи ({}),{} запісаў ({})
{} запись ({}),{} запіс ({})
{} игр ({}),{} гульняў ({})
{} игра ({}),{} гульня ({})
{} игры ({}),{} гульні ({})
{} сохранение,{} захаванне
{} сохранений,{} захаванняў
{} сохранения,{} захаванні
{} тикет,{} тыкет
{} тикета,{} тыкета
{} тикетов,{} тыкетаў
{}-{} FW:{}{} SDK:{},{}-{} FW:{}{} SDK:{}
"{}/{} MB (Ср: {:.1f} MB/sec, Тек: {:.1f} MB/sec) Ост. {:02d}:{:02d}      \r","{}/{} МБ (Сяр: {:.1f} МБ/сек, Бяг: {:.1f} МБ/сек) Зост. {:02d}:{:02d}      \r"
"{}/{} МБ, {:.2f} МБ/сек","{}/{} МБ, {:.2f} МБ/сек"
{}: {} потерянная запись,{}: {} страчаны запіс
{}: {} потерянных записей,{}: {} страчаных запісаў
{}: {} потерянных записи,{}: {} страчаных запісаў
{}: {}/{} ({:.2f} МБ/сек),{}: {}/{} ({:.2f} МБ/сек)
{}: {}/{} ({}%) ({:.2f} МБ/сек),{}: {}/{} ({}%) ({:.2f} МБ/сек)
{}: пропускается {}/{} ({:.2f} МБ/сек),{}: прапускаецца {}/{} ({:.2f} МБ/сек)
"{}\n\nВосстановление бекапа не удалось\n\nНажмите A - прервать, другая кнопка - продолжить","{}\n\nАднаўленне рэзервовай копіі не ўдалося\n\nНацісніце A - перарваць, іншая кнопка - працягнуць"
{}МБ из {}МБ ({:.2f} МБ/сек)\x1b[0K\r,{}МБ з {}МБ ({:.2f} МБ/сек)\x1b[0K\r
АВТО,АЎТА
Аватар установлен,Аватар усталяваны
Август,Жнівень
Австралия,Аўстралія
Автозапуск MTP,Аўтазапуск MTP
Автозапуск списка homebrew,Аўтазапуск спісу homebrew
Агрументы для ярлыка,Аргументы для ярлыка
Адрес FTP сервера: {},Адрас FTP сервера: {}
Адрес HTTP сервера: {},Адрас HTTP сервера: {}
Альбом (0°),Альбом (0°)
Американский английский,Амерыканская англійская
Апрель,Красавік
База этой игры не самодостаточна. Не забудьте установить обновление,База гэтай гульні не самадастатковая. Не забудзьцеся ўсталяваць абнаўленне
Бекапы,Рэзервовыя копіі
Бекапы сохранений ({}),Рэзервовыя копіі захаванняў ({})
Британский английский,Брытанская англійская
В альбоме найден {} объект,У альбоме знойдзены {} аб'ект
В альбоме найдено {} объекта,У альбоме знойдзена {} аб'екта
В альбоме найдено {} объектов,У альбоме знойдзена {} аб'ектаў
В альбоме отсутствуют объекты,У альбоме адсутнічаюць аб'екты
В файле /switch/prod.keys отсутствуют необходимые ключи.\n\nЧасть функций программы будет недоступна.\n\nПерегрузитесь в Hekate и используйте Lockpick_RCM.bin пейлоад\nдля дампа ключей из SysNAND.,У файле /switch/prod.keys адсутнічаюць неабходныя ключы.\n\nЧастка функцый праграмы будзе недаступная.\n\nПеразагрузіцеся ў Hekate і выкарыстоўвайце Lockpick_RCM.bin пейлоад\nдля дампа ключоў з SysNAND.
ВНИМАНИЕ! Тайтл {:016X} не установлен,УВАГА! Тайтл {:016X} не ўсталяваны
ВНИМАНИЕ! Установленная версия ({}) не совпадает с желаемой ({}),УВАГА! Усталяваная версія ({}) не супадае з жаданай ({})
ВО ВРЕМЯ ПЕРЕДАЧИ ФАЙЛА НАЙДЕНЫ ОШИБКИ. УСТАНОВКА ПРЕРВАНА,ПАД ЧАС ПЕРАДАЧЫ ФАЙЛА ЗНОЙДЗЕНЫ ПАМЫЛКІ. ЎСТАНОЎКА СПЫНЕНА
Введите URL сервера (HTTP или (S)FTP),Увядзіце URL сервера (HTTP або (S)FTP)
Введите агрументы для ярлыка или оставьте пустым,Увядзіце аргументы для ярлыка або пакіньце пустым
Введите желаемый номер страницы,Увядзіце жаданы нумар старонкі
Введите новое имя,Увядзіце новае імя
Введите новое имя каталога,Увядзіце новае імя каталога
Введите новое имя файла,Увядзіце новае імя файла
Введите номер DLC,Увядзіце нумар DLC
Версия {} [v{}],Версія {} [v{}]
Вместо пользователя {} использовать:,Замест карыстальніка {} выкарыстоўваць:
Внимание!\nНекоторые файлы были заблокированы и поэтому пропущены.,Увага!\nНекаторыя файлы былі заблакаваны і таму прапушчаны.
Во время разбора\n\n{}\n\nвозникла следующая ошибка:\n\n{},Падчас разбору\n\n{}\n\nузнікла наступная памылка:\n\n{}
Во время установки тикетов были ошибки. Проверьте наличие ES сигпатчей,Падчас усталявання тыкетаў узніклі памылкі. Праверце наяўнасць ES сігпатчаў
Во время экспорта были ошибки,Падчас экспарту былі памылкі
Возраст батареи                : {},Узрост батарэі                 : {}
Возрастной рейтинг,Узроставы рэйтынг
Восстановить,Аднавіць
Восстановить бекап...,Аднавіць рэзервовую копію...
Восстановить для...,Аднавіць для...
Восстановить как бекап сохранения,Аднавіць як рэзервовую копію захавання
Восстановление бекапа,Аднаўленне рэзервовай копіі
Восстановление не удалось,Аднаўленне не ўдалося
Восстановление успешно,Аднаўленне паспяхова
Восстановление: {},Аднаўленне: {}
Время игры: {:02}:{:02}:{:02},Час гульні: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Час перадачы {:d}:{:02d}:{:02d}
Все игровые сессии,Усе гульнявыя сесіі
Все игроки,Усе гульцы
Все объекты,Усе аб'екты
Все файлы в порядке,Усе файлы ў парадку
Всего {} байт получен,Усяго {} байт атрымана
Всего {} байт послан,Усяго {} байт адпраўлена
Всего {} байта получено,Усяго {} байта атрымана
 Да, Так
Всего {} байта послано,Усяго {} байта адпраўлена
Всего {} байтов получено,Усяго {} байтаў атрымана
Всего {} байтов послано,Усяго {} байтаў адпраўлена
Всего записей: {},Усяго запісаў: {}
Всего отослано: {} ({}/сек),Усяго адпраўлена: {} ({}/сек)
Всего программ: {},Усяго праграм: {}
Вставить,Уставіць
Вставка...,Устаўка...
Всё время. Всего: {} час,Увесь час. Усяго: {} гадзін
Всё время. Всего: {} часа,Увесь час. Усяго: {} гадзіны
Всё время. Всего: {} часов,Увесь час. Усяго: {} гадзін
Вы собираетесь удалить следующие бекапы:,Вы збіраецеся выдаліць наступныя рэзервовыя копіі:
Вы собираетесь удалить следующие игры:,Вы збіраецеся выдаліць наступныя гульні:
Вы собираетесь удалить следующие сохранения:,Вы збіраецеся выдаліць наступныя захаванні:
Вы собираетесь удалить следующие тикеты:,Вы збіраецеся выдаліць наступныя тыкеты:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Вы ўпэўненыя ў выдаленні {} запісаў?\n\n(+) - ТАК   B - Адмена
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Вы ўпэўненыя ў выдаленні {} запісу?\n\n(+) - ТАК   B - Адмена
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Вы ўпэўненыя ў выдаленні {} аб'екта?\n\n(+) - ТАК   B - Адмена
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Вы ўпэўненыя ў выдаленні {} аб'ектаў?\n\n(+) - ТАК   B - Адмена
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Вы ўпэўненыя, што хочаце выдаліць {}?\n\n(+) - ТАК, іншая кнопка - НЕ"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена","Вы ўпэўненыя, што хочаце выдаліць\n{}?\n\n(+) - ТАК  В - Адмена"
Выберите пользователя,Выберыце карыстальніка
Выберите тип сохранения,Выберыце тып захавання
Выбрать все файлы игры,Выбраць усе файлы гульні
Выбрать того же пользователя,Выбраць таго ж карыстальніка
Выбрать ту же игру,Выбраць тую ж гульню
Вырезать,Выразаць
Вычисление хэша,Вылічэнне хэша
Вычисленное время конца : {},Вылічаны час заканчэння : {}
Вычисленное время начала: {},Вылічаны час пачатку: {}
Генерация DLC [{:016X}][v{}],Генерацыя DLC [{:016X}][v{}]
Генерация DLC анлокера...,Генерацыя DLC анлокера...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Генеруецца анлокер для {:016X} з нумарам {} і версіяй {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Генеруецца ярлык для шляху '{}' і аргументаў '{}'...
Главное меню,Галоўнае меню
Голландский,Галандскі
"Да, я уверен","Так, я ўпэўнены"
Дамп анлокера в '{}'...,Дамп анлокера ў '{}'...
Дамп текущей прошивки,Дамп бягучай прашыўкі
Дамп ярлыка в '{}'...,Дамп ярлыка ў '{}'...
Действия с файлами,Дзеянні з файламі
Действия с файлами ({}),Дзеянні з файламі ({})
Декабрь,Снежань
День,Дзень
Диаграмма активности,Дыяграма актыўнасці
Для бекапов,Для рэзервовых копій
Для выхода нажмите любую кнопку,Для выхаду націсніце любую кнопку
Для дампов,Для дампаў
Для логов,Для логаў
Добавить в любимые,Дадаць у абранае
Европа,Еўропа
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Ёсць незахаваныя змены.\nВы хочаце іх захаваць?\n\n(+) - Так, захаваць\n\n(-) - Выйсці без захавання\n\nІншая кнопка - Адмена"
Желаемая версия: {},Жаданая версія: {}
Журнал активности,Журнал актыўнасці
Завершено,Завершана
Загружается список обновлений...,Загружаецца спіс абнаўленняў...
Загрузка изображения...,Загрузка выявы...
Загрузка текста...{}%,Загрузка тэксту...{}%
